Match_ID,Year,Round,H/A?,H/A Win?,Points For,Points Against,Margin,"Team Won? (1=W, 0=L)",Team_against_ID,Kicks,Handballs,Disposals,Kick to HB Ratio,Marks,Tackles,Hitouts,Frees For,Frees Against,Goals Kicked,Goal Assists1,Behinds Kicked,Rushed Behinds,Scoring Shots,Conversion %,Disposals Per Goal,Disposals Per Scoring Shot,Clearances1,Clangers1,Rebound 50s1,Inside 50s,In50s Per Scoring Shot,In50s Per Goal,% In50s Score,% In50s Goal,Height,Weight,Age,Av Games,<50 Games,50-99 Games,100-149 Games,>150 Games,Contested Poss,Uncontested Poss,Effective Disposals,Disposal Efficiency,Contested Marks,Marks Inside 50,1%ers,Bounces,Goal Assist %,Kicks (O),Handballs (O),Disposals (O),Kick to HB Ratio (O),Marks (O),Tackles(O),Hitouts(O),Frees For(O),Frees Against(O),Goals Kicked(O),Goal Assists1(O),Behinds Kicked(O),Rushed Behinds(O),Scoring Shots(O),Conversion %(O),Disposals Per Goal(O),Disposals Per Scoring Shot(O),Clearances1(O),Clangers1(O),Rebound 50s1(O),Inside 50s(O),In50s Per Scoring Shot(O),In50s Per Goal(O),% In50s Score(O),% In50s Goal(O),Height(O),Weight(O),Age(O),Av Games(O),<50 Games(O),50-99 Games(O),100-149 Games(O),>150 Games(O),Contested Poss(O),Uncontested Poss(O),Effective Disposals(O),Disposal Efficiency(O),Contested Marks(O),Marks Inside 50(O),1%ers(O),Bounces(O),Goal Assist %(O)
6036,2015.0,9.0,1.0,0.0,62.0,122.0,-60.0,0.0,16.0,196.0,140.0,336.0,1.4,81.0,65.0,34.0,12.0,16.0,9.0,5.0,7.0,1.0,17.0,52.9,37.33,19.76,48.0,42.0,42.0,45.0,2.65,5.0,35.6,20.0,188.1,88.0,25.49,83.7,9.0,5.0,4.0,4.0,132.0,193.0,232.0,69.0,5.0,8.0,34.0,5.0,55.6,228.0,171.0,399.0,1.33,104.0,82.0,70.0,16.0,12.0,19.0,14.0,6.0,2.0,27.0,70.4,21.0,14.78,44.0,40.0,32.0,62.0,2.3,3.26,40.3,30.6,186.7,87.5,26.66,126.2,4.0,6.0,5.0,7.0,137.0,257.0,294.0,73.7,9.0,14.0,39.0,5.0,73.7
6046,2015.0,10.0,0.0,1.0,90.0,99.0,-9.0,0.0,1.0,220.0,190.0,410.0,1.16,102.0,51.0,31.0,15.0,13.0,14.0,11.0,4.0,2.0,20.0,70.0,29.29,20.5,37.0,49.0,38.0,55.0,2.75,3.93,32.7,25.5,188.4,88.3,25.91,94.2,9.0,4.0,4.0,5.0,140.0,269.0,301.0,73.4,17.0,14.0,40.0,12.0,78.6,195.0,127.0,322.0,1.54,82.0,67.0,44.0,13.0,15.0,14.0,9.0,13.0,2.0,29.0,48.3,23.0,11.1,42.0,47.0,40.0,56.0,1.93,4.0,48.2,25.0,186.3,86.3,24.66,84.6,9.0,6.0,4.0,3.0,137.0,184.0,228.0,70.8,16.0,15.0,42.0,4.0,64.3
6062,2015.0,12.0,0.0,0.0,110.0,106.0,4.0,1.0,13.0,210.0,156.0,366.0,1.35,79.0,71.0,40.0,24.0,10.0,17.0,10.0,5.0,3.0,25.0,68.0,21.53,14.64,45.0,33.0,32.0,57.0,2.28,3.35,38.6,29.8,188.5,88.2,25.74,94.6,8.0,4.0,5.0,5.0,150.0,218.0,265.0,72.4,10.0,11.0,52.0,13.0,58.8,188.0,200.0,388.0,0.94,81.0,56.0,52.0,10.0,24.0,16.0,12.0,7.0,3.0,26.0,61.5,24.25,14.92,40.0,52.0,34.0,53.0,2.04,3.31,43.4,30.2,187.2,85.9,24.91,94.3,4.0,8.0,4.0,6.0,147.0,252.0,286.0,73.7,13.0,14.0,43.0,7.0,75.0
6071,2015.0,13.0,0.0,0.0,103.0,69.0,34.0,1.0,8.0,233.0,179.0,412.0,1.3,112.0,57.0,47.0,19.0,13.0,14.0,10.0,16.0,3.0,33.0,42.4,29.43,12.48,46.0,38.0,32.0,52.0,1.58,3.71,57.7,26.9,187.9,87.6,25.33,81.4,9.0,5.0,5.0,3.0,136.0,277.0,304.0,73.8,10.0,16.0,42.0,10.0,71.4,184.0,98.0,282.0,1.88,94.0,49.0,23.0,13.0,19.0,9.0,4.0,11.0,4.0,24.0,37.5,31.33,11.75,24.0,48.0,31.0,47.0,1.96,5.22,42.6,19.1,186.8,85.1,23.41,63.5,10.0,8.0,1.0,3.0,106.0,164.0,206.0,73.0,11.0,7.0,39.0,14.0,44.4
6076,2015.0,14.0,1.0,0.0,53.0,64.0,-11.0,0.0,18.0,200.0,141.0,341.0,1.42,98.0,71.0,47.0,8.0,15.0,7.0,4.0,10.0,1.0,18.0,38.9,48.71,18.94,32.0,46.0,42.0,49.0,2.72,7.0,34.7,14.3,187.7,87.5,24.91,74.4,10.0,4.0,6.0,2.0,121.0,212.0,250.0,73.3,14.0,8.0,44.0,8.0,57.1,224.0,164.0,388.0,1.37,108.0,65.0,49.0,15.0,8.0,9.0,7.0,9.0,1.0,19.0,47.4,43.11,20.42,49.0,40.0,36.0,55.0,2.89,6.11,32.7,16.4,187.3,85.1,24.66,79.3,11.0,6.0,1.0,4.0,140.0,244.0,289.0,74.5,8.0,11.0,41.0,10.0,77.8
6082,2015.0,15.0,1.0,0.0,41.0,71.0,-30.0,0.0,14.0,184.0,128.0,312.0,1.44,86.0,74.0,34.0,25.0,30.0,5.0,4.0,11.0,0.0,16.0,31.2,62.4,19.5,33.0,59.0,39.0,36.0,2.25,7.2,44.4,13.9,188.3,88.4,25.58,92.0,8.0,4.0,6.0,4.0,110.0,207.0,238.0,76.3,10.0,8.0,35.0,6.0,80.0,209.0,122.0,331.0,1.71,105.0,56.0,47.0,30.0,25.0,10.0,6.0,9.0,2.0,21.0,47.6,33.1,15.76,34.0,50.0,28.0,52.0,2.48,5.2,36.5,19.2,187.9,87.4,25.49,105.6,4.0,8.0,5.0,5.0,126.0,200.0,243.0,73.4,16.0,13.0,33.0,17.0,60.0
6095,2015.0,16.0,1.0,0.0,53.0,95.0,-42.0,0.0,6.0,215.0,157.0,372.0,1.37,101.0,74.0,29.0,19.0,13.0,8.0,8.0,4.0,1.0,13.0,61.5,46.5,28.62,37.0,40.0,40.0,34.0,2.62,4.25,35.3,23.5,187.8,88.3,25.0,78.8,11.0,3.0,5.0,3.0,132.0,238.0,275.0,73.9,5.0,5.0,43.0,3.0,100.0,210.0,180.0,390.0,1.17,80.0,84.0,66.0,14.0,19.0,13.0,9.0,14.0,3.0,30.0,43.3,30.0,13.0,41.0,30.0,25.0,61.0,2.03,4.69,44.3,21.3,187.7,87.4,26.41,121.5,4.0,5.0,8.0,5.0,160.0,227.0,270.0,69.2,13.0,10.0,35.0,8.0,69.2
6099,2015.0,17.0,0.0,1.0,35.0,173.0,-138.0,0.0,10.0,169.0,170.0,339.0,0.99,81.0,32.0,35.0,17.0,30.0,4.0,1.0,6.0,5.0,15.0,26.7,84.75,22.6,27.0,61.0,35.0,32.0,2.13,8.0,31.2,12.5,187.9,88.1,24.58,73.3,10.0,5.0,5.0,2.0,113.0,236.0,253.0,74.6,9.0,6.0,33.0,6.0,25.0,258.0,195.0,453.0,1.32,138.0,40.0,21.0,30.0,17.0,27.0,16.0,10.0,1.0,38.0,71.1,16.78,11.92,33.0,38.0,26.0,65.0,1.71,2.41,56.9,41.5,188.1,88.2,27.24,143.1,3.0,5.0,5.0,9.0,142.0,311.0,378.0,83.4,18.0,22.0,52.0,7.0,59.3
6112,2015.0,18.0,0.0,1.0,54.0,118.0,-64.0,0.0,12.0,176.0,126.0,302.0,1.4,85.0,45.0,25.0,19.0,18.0,8.0,7.0,5.0,1.0,14.0,57.1,37.75,21.57,33.0,40.0,34.0,37.0,2.64,4.62,35.1,21.6,188.1,88.1,25.33,84.4,9.0,5.0,5.0,3.0,110.0,194.0,233.0,77.2,12.0,8.0,33.0,6.0,87.5,208.0,169.0,377.0,1.23,107.0,47.0,45.0,18.0,19.0,18.0,14.0,7.0,3.0,28.0,64.3,20.94,13.46,27.0,41.0,26.0,55.0,1.96,3.06,45.5,32.7,187.7,87.0,26.74,138.1,4.0,3.0,7.0,8.0,112.0,266.0,304.0,80.6,14.0,27.0,28.0,13.0,77.8
6118,2015.0,19.0,1.0,0.0,87.0,105.0,-18.0,0.0,4.0,178.0,187.0,365.0,0.95,71.0,47.0,45.0,22.0,22.0,13.0,9.0,8.0,1.0,22.0,59.1,28.08,16.59,45.0,48.0,22.0,50.0,2.27,3.85,42.0,26.0,189.1,88.5,25.49,86.1,9.0,5.0,4.0,4.0,141.0,229.0,263.0,72.1,9.0,6.0,57.0,7.0,69.2,198.0,177.0,375.0,1.12,82.0,80.0,41.0,22.0,22.0,16.0,12.0,8.0,1.0,25.0,64.0,23.44,15.0,31.0,40.0,32.0,43.0,1.72,2.69,55.8,37.2,187.3,88.2,23.8,80.5,9.0,5.0,5.0,3.0,130.0,241.0,289.0,77.1,8.0,16.0,49.0,9.0,75.0
6131,2015.0,20.0,1.0,0.0,67.0,131.0,-64.0,0.0,2.0,179.0,110.0,289.0,1.63,73.0,61.0,49.0,16.0,17.0,9.0,6.0,9.0,4.0,22.0,40.9,32.11,13.14,44.0,45.0,25.0,42.0,1.91,4.67,42.9,21.4,187.6,86.8,24.91,81.5,11.0,3.0,4.0,4.0,129.0,159.0,194.0,67.1,8.0,9.0,36.0,1.0,66.7,208.0,204.0,412.0,1.02,102.0,55.0,47.0,17.0,16.0,20.0,16.0,7.0,4.0,31.0,64.5,20.6,13.29,40.0,38.0,31.0,52.0,1.68,2.6,51.9,38.5,188.1,87.0,24.16,73.2,9.0,5.0,6.0,2.0,128.0,275.0,314.0,76.2,9.0,14.0,38.0,8.0,80.0
6142,2015.0,21.0,0.0,0.0,78.0,55.0,23.0,1.0,11.0,215.0,126.0,341.0,1.71,92.0,68.0,34.0,20.0,22.0,12.0,8.0,6.0,0.0,18.0,66.7,28.42,18.94,32.0,50.0,41.0,40.0,2.22,3.33,45.0,30.0,187.5,87.3,25.8,80.7,12.0,3.0,3.0,4.0,130.0,206.0,248.0,72.7,9.0,9.0,52.0,18.0,66.7,172.0,124.0,296.0,1.39,83.0,56.0,48.0,22.0,20.0,7.0,2.0,10.0,3.0,20.0,35.0,42.29,14.8,35.0,48.0,25.0,53.0,2.65,7.57,32.1,13.2,187.7,87.4,24.41,88.7,10.0,3.0,4.0,5.0,125.0,176.0,208.0,70.3,13.0,10.0,32.0,11.0,28.6
6145,2015.0,22.0,1.0,0.0,51.0,132.0,-81.0,0.0,9.0,166.0,147.0,313.0,1.13,68.0,54.0,51.0,18.0,16.0,7.0,5.0,8.0,1.0,16.0,43.8,44.71,19.56,41.0,53.0,51.0,36.0,2.25,5.14,41.7,19.4,187.5,87.8,24.66,72.5,10.0,6.0,4.0,2.0,132.0,182.0,218.0,69.6,11.0,6.0,40.0,10.0,71.4,210.0,180.0,390.0,1.17,100.0,80.0,42.0,16.0,18.0,20.0,15.0,11.0,1.0,32.0,62.5,19.5,12.19,39.0,38.0,28.0,74.0,2.31,3.7,41.9,27.0,187.5,84.7,22.74,66.8,9.0,9.0,2.0,2.0,135.0,249.0,296.0,75.9,11.0,24.0,31.0,19.0,75.0
6155,2015.0,23.0,1.0,0.0,56.0,113.0,-57.0,0.0,10.0,200.0,168.0,368.0,1.19,99.0,47.0,41.0,17.0,16.0,8.0,6.0,7.0,1.0,16.0,50.0,46.0,23.0,37.0,52.0,30.0,46.0,2.88,5.75,32.6,17.4,187.9,87.5,25.0,75.1,10.0,6.0,3.0,3.0,122.0,248.0,292.0,79.3,8.0,13.0,42.0,6.0,75.0,213.0,182.0,395.0,1.17,115.0,42.0,36.0,16.0,17.0,17.0,11.0,9.0,2.0,28.0,60.7,23.24,14.11,31.0,31.0,38.0,49.0,1.75,2.88,53.1,34.7,188.4,88.0,26.8,137.2,4.0,3.0,6.0,9.0,119.0,278.0,319.0,80.8,10.0,13.0,39.0,9.0,64.7
6172,2016.0,1.0,1.0,0.0,83.0,92.0,-9.0,0.0,14.0,215.0,161.0,376.0,1.34,105.0,51.0,41.0,21.0,16.0,12.0,8.0,9.0,2.0,23.0,52.2,31.33,16.35,34.0,39.0,28.0,57.0,2.48,4.75,36.8,21.1,188.7,88.1,25.58,84.5,9.0,6.0,3.0,4.0,129.0,247.0,292.0,77.7,10.0,18.0,43.0,4.0,66.7,191.0,141.0,332.0,1.35,79.0,60.0,33.0,16.0,21.0,14.0,12.0,6.0,2.0,22.0,63.6,23.71,15.09,38.0,53.0,38.0,46.0,2.09,3.29,43.5,30.4,187.8,85.8,24.41,73.7,10.0,5.0,4.0,3.0,131.0,196.0,249.0,75.0,10.0,12.0,32.0,2.0,85.7
6189,2016.0,2.0,0.0,1.0,71.0,131.0,-60.0,0.0,16.0,187.0,161.0,348.0,1.16,85.0,62.0,46.0,23.0,23.0,10.0,8.0,10.0,1.0,21.0,47.6,34.8,16.57,30.0,48.0,44.0,44.0,2.1,4.4,45.5,22.7,189.0,88.7,25.33,83.7,8.0,6.0,4.0,4.0,130.0,214.0,258.0,74.1,11.0,10.0,49.0,11.0,80.0,214.0,187.0,401.0,1.14,100.0,59.0,28.0,23.0,23.0,20.0,17.0,10.0,1.0,31.0,64.5,20.05,12.94,37.0,47.0,33.0,69.0,2.23,3.45,43.5,29.0,186.5,86.1,24.91,88.1,10.0,3.0,3.0,6.0,150.0,253.0,307.0,76.6,15.0,15.0,42.0,7.0,85.0
6194,2016.0,3.0,1.0,0.0,41.0,95.0,-54.0,0.0,8.0,194.0,186.0,380.0,1.04,82.0,53.0,38.0,14.0,20.0,5.0,3.0,8.0,3.0,16.0,31.2,76.0,23.75,24.0,43.0,41.0,49.0,3.06,9.8,26.5,10.2,188.5,88.1,24.91,77.6,10.0,5.0,3.0,4.0,125.0,251.0,274.0,72.1,9.0,5.0,43.0,8.0,60.0,222.0,198.0,420.0,1.12,109.0,65.0,19.0,20.0,14.0,13.0,10.0,13.0,4.0,30.0,43.3,32.31,14.0,32.0,40.0,41.0,61.0,2.03,4.69,42.6,21.3,187.6,86.5,24.8,86.5,9.0,8.0,0.0,5.0,125.0,300.0,320.0,76.2,8.0,23.0,61.0,8.0,76.9
6203,2016.0,4.0,0.0,1.0,49.0,85.0,-36.0,0.0,18.0,209.0,127.0,336.0,1.65,97.0,57.0,50.0,13.0,30.0,7.0,7.0,5.0,2.0,14.0,50.0,48.0,24.0,32.0,63.0,35.0,44.0,3.14,6.29,27.3,15.9,188.0,87.6,24.58,72.9,11.0,5.0,2.0,4.0,131.0,211.0,252.0,75.0,14.0,11.0,43.0,6.0,100.0,217.0,209.0,426.0,1.04,91.0,61.0,26.0,30.0,13.0,13.0,8.0,5.0,2.0,20.0,65.0,32.77,21.3,41.0,48.0,36.0,50.0,2.5,3.85,36.0,26.0,186.8,85.3,24.49,77.9,9.0,8.0,1.0,4.0,135.0,287.0,324.0,76.1,7.0,6.0,53.0,18.0,61.5
6214,2016.0,5.0,1.0,1.0,72.0,68.0,4.0,1.0,6.0,181.0,175.0,356.0,1.03,66.0,77.0,45.0,18.0,18.0,10.0,7.0,11.0,1.0,22.0,45.5,35.6,16.18,32.0,46.0,34.0,47.0,2.14,4.7,44.7,21.3,188.7,88.4,24.74,76.4,10.0,6.0,2.0,4.0,139.0,215.0,259.0,72.8,9.0,13.0,49.0,5.0,70.0,184.0,178.0,362.0,1.03,68.0,100.0,46.0,18.0,18.0,9.0,5.0,12.0,2.0,23.0,39.1,40.22,15.74,38.0,54.0,36.0,48.0,2.09,5.33,43.8,18.8,187.5,85.5,25.74,101.0,7.0,6.0,3.0,6.0,146.0,219.0,260.0,71.8,10.0,12.0,59.0,4.0,55.6
6224,2016.0,6.0,0.0,0.0,72.0,57.0,15.0,1.0,5.0,227.0,151.0,378.0,1.5,115.0,67.0,39.0,12.0,11.0,10.0,5.0,9.0,3.0,22.0,45.5,37.8,17.18,35.0,42.0,36.0,63.0,2.86,6.3,30.2,15.9,188.2,88.2,25.41,83.9,8.0,6.0,4.0,4.0,145.0,237.0,277.0,73.3,19.0,18.0,46.0,12.0,50.0,194.0,172.0,366.0,1.13,83.0,67.0,39.0,11.0,12.0,8.0,6.0,6.0,3.0,17.0,47.1,45.75,21.53,37.0,44.0,46.0,47.0,2.76,5.88,29.8,17.0,187.4,85.2,25.91,93.7,11.0,2.0,4.0,5.0,126.0,237.0,271.0,74.0,9.0,6.0,53.0,1.0,75.0
6227,2016.0,7.0,1.0,1.0,99.0,84.0,15.0,1.0,4.0,204.0,177.0,381.0,1.15,80.0,73.0,30.0,21.0,20.0,15.0,10.0,7.0,2.0,24.0,62.5,25.4,15.88,40.0,48.0,28.0,57.0,2.38,3.8,38.6,26.3,188.3,88.2,26.16,102.1,6.0,5.0,6.0,5.0,143.0,240.0,289.0,75.9,18.0,16.0,56.0,14.0,66.7,177.0,168.0,345.0,1.05,75.0,68.0,35.0,20.0,21.0,12.0,9.0,10.0,2.0,24.0,50.0,28.75,14.38,29.0,46.0,41.0,46.0,1.92,3.83,47.8,26.1,188.7,87.7,23.91,68.8,12.0,3.0,5.0,2.0,125.0,221.0,264.0,76.5,11.0,5.0,49.0,8.0,75.0
6241,2016.0,8.0,0.0,0.0,93.0,91.0,2.0,1.0,13.0,226.0,159.0,385.0,1.42,112.0,70.0,59.0,26.0,11.0,14.0,13.0,8.0,1.0,23.0,60.9,27.5,16.74,40.0,44.0,39.0,49.0,2.13,3.5,44.9,28.6,188.3,88.2,26.16,103.1,6.0,5.0,5.0,6.0,139.0,240.0,294.0,76.4,12.0,17.0,46.0,1.0,92.9,171.0,135.0,306.0,1.27,58.0,66.0,27.0,11.0,26.0,13.0,9.0,13.0,0.0,26.0,50.0,23.54,11.77,43.0,63.0,29.0,56.0,2.15,4.31,46.4,23.2,187.2,85.0,24.49,84.0,6.0,10.0,3.0,3.0,136.0,170.0,209.0,68.3,10.0,6.0,54.0,7.0,69.2
6248,2016.0,9.0,1.0,0.0,46.0,113.0,-67.0,0.0,12.0,203.0,177.0,380.0,1.15,93.0,51.0,20.0,15.0,23.0,6.0,2.0,8.0,2.0,16.0,37.5,63.33,23.75,29.0,51.0,30.0,46.0,2.88,7.67,30.4,13.0,188.0,87.1,25.58,92.9,8.0,5.0,4.0,5.0,116.0,260.0,287.0,75.5,6.0,8.0,38.0,5.0,33.3,217.0,146.0,363.0,1.49,108.0,59.0,53.0,23.0,15.0,17.0,12.0,10.0,1.0,28.0,60.7,21.35,12.96,41.0,37.0,34.0,49.0,1.75,2.88,55.1,34.7,187.6,87.3,27.8,151.9,4.0,4.0,4.0,10.0,138.0,230.0,278.0,76.6,11.0,13.0,36.0,3.0,70.6
6259,2016.0,10.0,0.0,0.0,104.0,85.0,19.0,1.0,7.0,211.0,177.0,388.0,1.19,85.0,80.0,31.0,22.0,10.0,16.0,12.0,8.0,0.0,24.0,66.7,24.25,16.17,42.0,46.0,35.0,60.0,2.5,3.75,40.0,26.7,188.6,88.1,25.91,98.4,7.0,5.0,5.0,5.0,136.0,246.0,301.0,77.6,10.0,10.0,55.0,10.0,75.0,196.0,203.0,399.0,0.97,88.0,69.0,45.0,10.0,22.0,12.0,11.0,11.0,2.0,25.0,48.0,33.25,15.96,35.0,53.0,38.0,50.0,2.0,4.17,46.0,24.0,190.8,89.9,26.16,124.0,5.0,7.0,2.0,8.0,139.0,263.0,305.0,76.4,15.0,12.0,35.0,11.0,91.7
6264,2016.0,11.0,0.0,0.0,102.0,64.0,38.0,1.0,2.0,205.0,170.0,375.0,1.21,113.0,70.0,31.0,22.0,23.0,16.0,15.0,6.0,0.0,22.0,72.7,23.44,17.05,25.0,60.0,31.0,50.0,2.27,3.12,44.0,32.0,189.1,88.8,25.58,90.1,8.0,5.0,5.0,4.0,113.0,261.0,282.0,75.2,9.0,16.0,47.0,5.0,93.8,184.0,158.0,342.0,1.16,79.0,71.0,43.0,23.0,22.0,9.0,5.0,9.0,1.0,19.0,47.4,38.0,18.0,42.0,55.0,33.0,44.0,2.32,4.89,40.9,20.5,187.9,89.8,24.24,71.3,8.0,7.0,6.0,1.0,129.0,211.0,249.0,72.8,5.0,12.0,37.0,4.0,55.6
6276,2016.0,12.0,1.0,0.0,78.0,110.0,-32.0,0.0,15.0,222.0,194.0,416.0,1.14,108.0,43.0,35.0,19.0,15.0,12.0,9.0,6.0,0.0,18.0,66.7,34.67,23.11,39.0,51.0,43.0,48.0,2.67,4.0,37.5,25.0,189.0,88.5,25.66,91.0,8.0,4.0,6.0,4.0,127.0,281.0,329.0,79.1,7.0,14.0,41.0,6.0,75.0,198.0,155.0,353.0,1.28,82.0,70.0,47.0,15.0,19.0,17.0,14.0,7.0,1.0,25.0,68.0,20.76,14.12,43.0,58.0,34.0,63.0,2.52,3.71,38.1,27.0,187.7,85.1,24.49,72.5,10.0,6.0,4.0,2.0,126.0,229.0,265.0,75.1,10.0,12.0,46.0,10.0,82.4
6289,2016.0,14.0,1.0,0.0,65.0,127.0,-62.0,0.0,9.0,196.0,157.0,353.0,1.25,84.0,88.0,51.0,20.0,21.0,9.0,5.0,8.0,3.0,20.0,45.0,39.22,17.65,35.0,61.0,44.0,42.0,2.1,4.67,40.5,21.4,188.8,88.5,25.49,87.5,9.0,4.0,5.0,4.0,126.0,212.0,250.0,70.8,7.0,11.0,43.0,4.0,55.6,205.0,175.0,380.0,1.17,74.0,67.0,51.0,21.0,20.0,18.0,14.0,17.0,2.0,37.0,48.6,21.11,10.27,45.0,51.0,30.0,65.0,1.76,3.61,53.8,27.7,188.4,87.4,25.8,102.2,6.0,8.0,3.0,5.0,151.0,224.0,261.0,68.7,8.0,14.0,46.0,3.0,77.8
6296,2016.0,15.0,0.0,1.0,45.0,57.0,-12.0,0.0,4.0,199.0,148.0,347.0,1.34,101.0,62.0,34.0,18.0,17.0,6.0,5.0,6.0,3.0,15.0,40.0,57.83,23.13,32.0,39.0,31.0,44.0,2.93,7.33,27.3,13.6,189.5,89.0,25.24,86.6,9.0,4.0,5.0,4.0,127.0,217.0,248.0,71.5,10.0,14.0,37.0,5.0,83.3,195.0,170.0,365.0,1.15,96.0,67.0,24.0,17.0,18.0,8.0,4.0,9.0,0.0,17.0,47.1,45.62,21.47,28.0,39.0,36.0,41.0,2.41,5.12,41.5,19.5,188.5,88.1,24.58,89.5,7.0,6.0,5.0,4.0,119.0,245.0,289.0,79.2,15.0,12.0,50.0,4.0,50.0
6304,2016.0,16.0,0.0,1.0,47.0,107.0,-60.0,0.0,1.0,200.0,150.0,350.0,1.33,76.0,66.0,37.0,18.0,19.0,7.0,5.0,5.0,0.0,12.0,58.3,50.0,29.17,35.0,68.0,38.0,51.0,4.25,7.29,23.5,13.7,189.1,88.8,25.58,93.1,8.0,4.0,6.0,4.0,142.0,205.0,237.0,67.7,1.0,6.0,61.0,5.0,71.4,237.0,215.0,452.0,1.1,84.0,75.0,40.0,19.0,18.0,16.0,14.0,10.0,1.0,27.0,59.3,28.25,16.74,43.0,66.0,44.0,59.0,2.19,3.69,44.1,27.1,187.4,86.5,25.41,97.7,8.0,5.0,5.0,4.0,182.0,274.0,325.0,71.9,7.0,15.0,63.0,5.0,87.5
6313,2016.0,17.0,0.0,1.0,75.0,82.0,-7.0,0.0,17.0,202.0,157.0,359.0,1.29,105.0,65.0,43.0,21.0,17.0,11.0,9.0,7.0,2.0,20.0,55.0,32.64,17.95,40.0,52.0,32.0,43.0,2.15,3.91,41.9,25.6,188.2,87.7,24.41,70.4,12.0,3.0,5.0,2.0,122.0,236.0,287.0,79.9,15.0,11.0,41.0,7.0,81.8,190.0,140.0,330.0,1.36,87.0,77.0,41.0,17.0,21.0,12.0,8.0,9.0,1.0,22.0,54.5,27.5,15.0,37.0,47.0,29.0,48.0,2.18,4.0,43.8,25.0,188.0,89.0,26.41,119.7,3.0,5.0,6.0,8.0,121.0,207.0,253.0,76.7,11.0,13.0,34.0,2.0,66.7
6317,2016.0,18.0,1.0,0.0,68.0,74.0,-6.0,0.0,16.0,204.0,179.0,383.0,1.14,67.0,89.0,47.0,20.0,15.0,10.0,6.0,7.0,1.0,18.0,55.6,38.3,21.28,47.0,46.0,40.0,53.0,2.94,5.3,32.1,18.9,188.5,88.0,24.58,72.7,11.0,4.0,5.0,2.0,149.0,217.0,276.0,72.1,12.0,3.0,36.0,8.0,60.0,183.0,195.0,378.0,0.94,67.0,80.0,51.0,16.0,21.0,10.0,6.0,10.0,4.0,24.0,41.7,37.8,15.75,45.0,58.0,40.0,54.0,2.25,5.4,37.0,18.5,187.1,86.5,24.41,79.5,10.0,5.0,1.0,6.0,168.0,213.0,254.0,67.2,12.0,6.0,41.0,8.0,60.0
6327,2016.0,19.0,1.0,0.0,55.0,74.0,-19.0,0.0,10.0,205.0,176.0,381.0,1.16,85.0,61.0,31.0,13.0,15.0,7.0,5.0,9.0,4.0,20.0,35.0,54.43,19.05,31.0,40.0,38.0,47.0,2.35,6.71,34.0,14.9,188.6,87.8,25.0,79.3,10.0,4.0,6.0,2.0,127.0,248.0,293.0,76.9,14.0,15.0,53.0,9.0,71.4,199.0,154.0,353.0,1.29,97.0,42.0,33.0,15.0,13.0,10.0,6.0,11.0,3.0,24.0,41.7,35.3,14.71,22.0,36.0,35.0,52.0,2.17,5.2,40.4,19.2,188.2,86.3,26.49,129.2,7.0,3.0,5.0,7.0,112.0,238.0,271.0,76.8,14.0,13.0,55.0,7.0,60.0
6340,2016.0,20.0,0.0,1.0,51.0,122.0,-71.0,0.0,15.0,189.0,191.0,380.0,0.99,79.0,63.0,40.0,9.0,17.0,7.0,3.0,8.0,1.0,16.0,43.8,54.29,23.75,33.0,57.0,35.0,41.0,2.56,5.86,36.6,17.1,188.7,88.2,25.41,91.2,9.0,4.0,5.0,4.0,126.0,257.0,285.0,75.0,8.0,7.0,52.0,7.0,42.9,238.0,166.0,404.0,1.43,132.0,62.0,28.0,17.0,9.0,19.0,14.0,7.0,1.0,27.0,70.4,21.26,14.96,31.0,46.0,32.0,54.0,2.0,2.84,48.1,35.2,186.8,85.3,25.74,108.7,6.0,7.0,4.0,5.0,129.0,272.0,306.0,75.7,10.0,27.0,33.0,17.0,73.7
6344,2016.0,21.0,1.0,0.0,95.0,99.0,-4.0,0.0,2.0,194.0,135.0,329.0,1.44,65.0,67.0,47.0,23.0,21.0,13.0,7.0,14.0,3.0,30.0,43.3,25.31,10.97,43.0,44.0,28.0,68.0,2.27,5.23,39.7,19.1,189.1,88.5,25.8,85.5,9.0,5.0,5.0,3.0,148.0,175.0,240.0,72.9,13.0,14.0,43.0,21.0,53.8,181.0,114.0,295.0,1.59,68.0,79.0,38.0,21.0,23.0,15.0,9.0,6.0,3.0,24.0,62.5,19.67,12.29,36.0,45.0,49.0,46.0,1.92,3.07,45.7,32.6,189.6,88.3,23.49,69.0,11.0,4.0,6.0,1.0,137.0,157.0,209.0,70.8,12.0,14.0,58.0,6.0,60.0
6358,2016.0,22.0,0.0,0.0,78.0,58.0,20.0,1.0,11.0,221.0,153.0,374.0,1.44,86.0,83.0,37.0,20.0,5.0,11.0,5.0,10.0,2.0,23.0,47.8,34.0,16.26,41.0,50.0,45.0,52.0,2.26,4.73,40.4,21.2,188.7,88.2,25.49,91.5,8.0,5.0,6.0,3.0,142.0,216.0,260.0,69.5,10.0,12.0,45.0,3.0,45.5,191.0,202.0,393.0,0.95,93.0,67.0,35.0,5.0,20.0,7.0,6.0,14.0,2.0,23.0,30.4,56.14,17.09,26.0,56.0,37.0,55.0,2.39,7.86,38.2,12.7,188.0,86.7,23.0,61.0,12.0,6.0,2.0,2.0,136.0,261.0,285.0,72.5,15.0,13.0,60.0,3.0,85.7
