,Year,Round,H/A?,H/A Win?,Points For,Points Against,Margin,"Team Won? (1=W, 0=L)",Team_against_ID,Kicks,Handballs,Disposals,Kick to HB Ratio,Marks,Tackles,Hitouts,Frees For,Frees Against,Goals Kicked,Goal Assists1,Behinds Kicked,Rushed Behinds,Scoring Shots,Conversion %,Disposals Per Goal,Disposals Per Scoring Shot,Clearances1,Clangers1,Rebound 50s1,Inside 50s,In50s Per Scoring Shot,In50s Per Goal,% In50s Score,% In50s Goal,Height,Weight,Age,Av Games,<50 Games,50-99 Games,100-149 Games,>150 Games,Contested Poss,Uncontested Poss,Effective Disposals,Disposal Efficiency,Clangers2,Contested Marks,Marks Inside 50,Clearances2,Rebound 50s2,1%ers,Bounces,Goals Assists2,Goal Assist %,Kicks (O),Handballs (O),Disposals (O),Kick to HB Ratio (O),Marks (O),Tackles(O),Hitouts(O),Frees For(O),Frees Against(O),Goals Kicked(O),Goal Assists1(O),Behinds Kicked(O),Rushed Behinds(O),Scoring Shots(O),Conversion %(O),Disposals Per Goal(O),Disposals Per Scoring Shot(O),Clearances1(O),Clangers1(O),Rebound 50s1(O),Inside 50s(O),In50s Per Scoring Shot(O),In50s Per Goal(O),% In50s Score(O),% In50s Goal(O),Height(O),Weight(O),Age(O),Av Games(O),<50 Games(O),50-99 Games(O),100-149 Games(O),>150 Games(O),Contested Poss(O),Uncontested Poss(O),Effective Disposals(O),Disposal Efficiency(O),Clangers2(O),Contested Marks(O),Marks Inside 50(O),Clearances2(O),Rebound 50s2(O),1%ers(O),Bounces(O),Goals Assists2(O),Goal Assist %(O)
5581,2013.0,4.0,0.0,1.0,65.0,89.0,-24.0,0.0,3.0,198.0,134.0,332.0,1.48,73.0,68.0,37.0,22.0,17.0,7.0,6.0,15.0,8.0,30.0,23.3,47.43,11.07,35.0,39.0,21.0,51.0,1.7,7.29,43.1,13.7,187.5,86.9,25.49,97.5,6.0,8.0,4.0,4.0,147.0,177.0,213.0,64.2,39.0,7.0,11.0,35.0,21.0,42.0,13.0,6.0,85.7,203.0,173.0,376.0,1.17,69.0,63.0,32.0,18.0,21.0,12.0,6.0,13.0,4.0,29.0,41.4,31.33,12.97,34.0,47.0,39.0,43.0,1.48,3.58,58.1,27.9,187.7,87.6,25.66,97.1,5.0,9.0,4.0,4.0,162.0,210.0,256.0,68.1,47.0,14.0,8.0,34.0,39.0,51.0,34.0,6.0,50.0
5591,2013.0,5.0,1.0,0.0,79.0,84.0,-5.0,0.0,13.0,228.0,120.0,348.0,1.9,114.0,70.0,35.0,14.0,18.0,10.0,9.0,14.0,5.0,29.0,34.5,34.8,12.0,30.0,52.0,32.0,50.0,1.72,5.0,48.0,20.0,187.5,87.0,25.41,94.2,6.0,8.0,5.0,3.0,137.0,204.0,241.0,69.3,52.0,18.0,20.0,30.0,32.0,43.0,10.0,9.0,90.0,202.0,164.0,366.0,1.23,68.0,67.0,31.0,18.0,14.0,12.0,9.0,12.0,0.0,24.0,50.0,30.5,15.25,32.0,52.0,33.0,50.0,2.08,4.17,48.0,24.0,188.6,88.0,24.8,76.9,8.0,6.0,5.0,3.0,144.0,212.0,245.0,66.9,52.0,7.0,3.0,32.0,33.0,42.0,13.0,9.0,75.0
5603,2013.0,6.0,0.0,0.0,137.0,67.0,70.0,1.0,18.0,236.0,134.0,370.0,1.76,114.0,80.0,57.0,24.0,11.0,21.0,16.0,10.0,1.0,32.0,65.6,17.62,11.56,40.0,35.0,39.0,52.0,1.62,2.48,59.6,40.4,189.1,89.3,25.16,95.8,5.0,10.0,4.0,3.0,144.0,224.0,268.0,72.4,35.0,18.0,18.0,40.0,39.0,49.0,19.0,16.0,76.2,176.0,142.0,318.0,1.24,54.0,65.0,40.0,11.0,24.0,10.0,6.0,5.0,2.0,17.0,58.8,31.8,18.71,49.0,47.0,26.0,53.0,3.12,5.3,28.3,18.9,187.1,86.7,23.66,65.0,15.0,2.0,1.0,4.0,158.0,158.0,209.0,65.7,47.0,14.0,3.0,49.0,26.0,45.0,6.0,6.0,60.0
5606,2013.0,7.0,1.0,1.0,108.0,82.0,26.0,1.0,2.0,183.0,125.0,308.0,1.46,52.0,68.0,59.0,21.0,22.0,17.0,10.0,5.0,1.0,23.0,73.9,18.12,13.39,42.0,55.0,35.0,46.0,2.0,2.71,47.8,37.0,189.1,89.1,24.8,90.3,6.0,9.0,5.0,2.0,154.0,154.0,197.0,64.0,55.0,7.0,11.0,42.0,35.0,52.0,9.0,10.0,58.8,223.0,151.0,374.0,1.48,100.0,70.0,41.0,22.0,20.0,12.0,7.0,6.0,4.0,22.0,54.5,31.17,17.0,41.0,44.0,27.0,52.0,2.36,4.33,34.6,23.1,187.1,86.9,24.91,90.2,9.0,5.0,4.0,4.0,154.0,209.0,250.0,66.8,44.0,10.0,6.0,41.0,27.0,49.0,9.0,7.0,58.3
5613,2013.0,8.0,0.0,0.0,90.0,88.0,2.0,1.0,12.0,194.0,93.0,287.0,2.09,93.0,65.0,46.0,21.0,17.0,12.0,7.0,17.0,1.0,30.0,40.0,23.92,9.57,30.0,32.0,31.0,50.0,1.67,4.17,58.0,24.0,188.6,88.3,25.49,112.8,3.0,8.0,7.0,4.0,126.0,165.0,201.0,70.0,32.0,19.0,17.0,30.0,31.0,43.0,7.0,7.0,58.3,216.0,98.0,314.0,2.2,112.0,42.0,27.0,17.0,21.0,13.0,11.0,7.0,3.0,23.0,56.5,24.15,13.65,34.0,49.0,34.0,50.0,2.17,3.85,40.0,26.0,187.1,87.5,25.24,97.7,6.0,8.0,4.0,4.0,121.0,189.0,244.0,77.7,49.0,20.0,10.0,34.0,34.0,28.0,18.0,11.0,84.6
5624,2013.0,9.0,1.0,1.0,155.0,55.0,100.0,1.0,9.0,234.0,158.0,392.0,1.48,109.0,77.0,55.0,22.0,14.0,23.0,17.0,16.0,1.0,40.0,57.5,17.04,9.8,52.0,47.0,28.0,63.0,1.57,2.74,61.9,36.5,188.1,88.0,25.33,100.4,4.0,9.0,6.0,3.0,152.0,237.0,278.0,70.9,47.0,10.0,25.0,52.0,28.0,43.0,15.0,17.0,73.9,179.0,159.0,338.0,1.13,81.0,59.0,22.0,14.0,22.0,8.0,8.0,4.0,3.0,15.0,53.3,42.25,22.53,34.0,49.0,36.0,42.0,2.8,5.25,28.6,19.0,186.8,85.4,21.74,33.1,17.0,4.0,1.0,0.0,124.0,216.0,238.0,70.4,49.0,6.0,4.0,34.0,36.0,38.0,4.0,8.0,100.0
5639,2013.0,10.0,0.0,1.0,62.0,103.0,-41.0,0.0,14.0,196.0,128.0,324.0,1.53,79.0,84.0,81.0,16.0,9.0,8.0,5.0,9.0,5.0,22.0,36.4,40.5,14.73,41.0,34.0,26.0,48.0,2.18,6.0,35.4,16.7,188.4,88.4,25.8,118.2,2.0,9.0,6.0,5.0,144.0,174.0,229.0,70.7,34.0,12.0,10.0,41.0,26.0,38.0,8.0,5.0,62.5,214.0,137.0,351.0,1.56,97.0,70.0,27.0,9.0,16.0,16.0,12.0,6.0,1.0,23.0,69.6,21.94,15.26,45.0,37.0,36.0,47.0,2.04,2.94,46.8,34.0,187.0,88.0,25.24,95.1,4.0,10.0,6.0,2.0,130.0,211.0,258.0,73.5,37.0,13.0,10.0,45.0,36.0,42.0,11.0,12.0,75.0
5644,2013.0,11.0,1.0,1.0,84.0,80.0,4.0,1.0,15.0,201.0,135.0,336.0,1.49,96.0,40.0,57.0,22.0,14.0,12.0,7.0,7.0,5.0,24.0,50.0,28.0,14.0,44.0,43.0,33.0,49.0,2.04,4.08,38.8,24.5,187.5,87.1,25.24,101.4,5.0,8.0,5.0,4.0,123.0,208.0,242.0,72.0,43.0,9.0,13.0,44.0,33.0,38.0,3.0,7.0,58.3,200.0,121.0,321.0,1.65,87.0,74.0,23.0,14.0,22.0,11.0,8.0,13.0,1.0,25.0,44.0,29.18,12.84,32.0,49.0,37.0,49.0,1.96,4.45,49.0,22.4,186.4,85.7,25.24,91.8,10.0,4.0,3.0,5.0,118.0,196.0,242.0,75.4,49.0,13.0,17.0,32.0,37.0,32.0,12.0,8.0,72.7
5652,2013.0,13.0,1.0,0.0,103.0,123.0,-20.0,0.0,10.0,212.0,171.0,383.0,1.24,94.0,72.0,48.0,20.0,13.0,16.0,10.0,3.0,4.0,23.0,69.6,23.94,16.65,43.0,43.0,25.0,57.0,2.48,3.56,33.3,28.1,188.5,88.8,26.0,115.0,2.0,8.0,8.0,4.0,155.0,225.0,275.0,71.8,43.0,9.0,14.0,43.0,25.0,39.0,6.0,10.0,62.5,197.0,137.0,334.0,1.44,68.0,75.0,32.0,13.0,20.0,19.0,14.0,9.0,0.0,28.0,67.9,17.58,11.93,37.0,46.0,40.0,49.0,1.75,2.58,57.1,38.8,187.9,88.8,26.33,125.2,6.0,4.0,1.0,11.0,156.0,175.0,227.0,68.0,46.0,11.0,13.0,37.0,40.0,60.0,8.0,14.0,73.7
5658,2013.0,14.0,0.0,1.0,91.0,98.0,-7.0,0.0,5.0,229.0,154.0,383.0,1.49,98.0,62.0,38.0,16.0,11.0,13.0,7.0,8.0,5.0,26.0,50.0,29.46,14.73,37.0,38.0,30.0,49.0,1.88,3.77,42.9,26.5,188.8,88.4,25.33,98.3,5.0,8.0,6.0,3.0,157.0,223.0,272.0,71.0,38.0,19.0,12.0,37.0,30.0,46.0,5.0,7.0,53.8,213.0,133.0,346.0,1.6,91.0,63.0,41.0,11.0,16.0,15.0,8.0,7.0,1.0,23.0,65.2,23.07,15.04,46.0,37.0,30.0,48.0,2.09,3.2,45.8,31.2,189.0,88.8,24.66,80.6,5.0,12.0,2.0,3.0,144.0,202.0,234.0,67.6,37.0,12.0,8.0,46.0,30.0,56.0,6.0,8.0,53.3
5671,2013.0,15.0,1.0,1.0,75.0,69.0,6.0,1.0,1.0,220.0,135.0,355.0,1.63,82.0,69.0,42.0,18.0,22.0,11.0,6.0,6.0,3.0,20.0,55.0,32.27,17.75,38.0,57.0,39.0,49.0,2.45,4.45,34.7,22.4,188.9,88.0,25.41,100.8,5.0,8.0,6.0,3.0,145.0,208.0,239.0,67.3,57.0,7.0,7.0,38.0,39.0,58.0,9.0,6.0,54.5,218.0,132.0,350.0,1.65,88.0,51.0,37.0,22.0,17.0,9.0,6.0,13.0,2.0,24.0,37.5,38.89,14.58,40.0,38.0,33.0,54.0,2.25,6.0,40.7,16.7,186.4,88.5,24.24,75.5,10.0,5.0,4.0,3.0,159.0,191.0,235.0,67.1,38.0,10.0,9.0,40.0,33.0,49.0,3.0,6.0,66.7
5684,2013.0,16.0,0.0,1.0,93.0,121.0,-28.0,0.0,6.0,190.0,115.0,305.0,1.65,83.0,86.0,42.0,23.0,22.0,14.0,10.0,8.0,1.0,23.0,60.9,21.79,13.26,44.0,38.0,22.0,47.0,2.04,3.36,46.8,29.8,188.9,88.0,25.8,96.3,6.0,8.0,5.0,3.0,156.0,155.0,210.0,68.9,38.0,20.0,10.0,44.0,22.0,48.0,8.0,10.0,71.4,202.0,163.0,365.0,1.24,84.0,59.0,48.0,22.0,23.0,19.0,16.0,6.0,1.0,26.0,73.1,19.21,14.04,45.0,50.0,31.0,44.0,1.69,2.32,56.8,43.2,188.1,88.5,25.49,96.4,6.0,7.0,3.0,6.0,156.0,216.0,262.0,71.8,50.0,12.0,15.0,45.0,31.0,49.0,9.0,16.0,84.2
5693,2013.0,17.0,0.0,1.0,79.0,113.0,-34.0,0.0,16.0,204.0,160.0,364.0,1.27,102.0,82.0,52.0,19.0,13.0,11.0,7.0,10.0,3.0,24.0,45.8,33.09,15.17,36.0,31.0,35.0,39.0,1.62,3.55,53.8,28.2,188.4,88.0,24.8,94.4,5.0,10.0,4.0,3.0,134.0,239.0,282.0,77.5,31.0,12.0,12.0,36.0,35.0,62.0,7.0,7.0,63.6,194.0,188.0,382.0,1.03,62.0,60.0,36.0,13.0,19.0,17.0,13.0,10.0,1.0,28.0,60.7,22.47,13.64,46.0,41.0,27.0,53.0,1.89,3.12,50.9,32.1,187.2,89.0,25.41,102.9,6.0,6.0,6.0,4.0,158.0,219.0,293.0,76.7,41.0,15.0,9.0,46.0,27.0,62.0,12.0,13.0,76.5
5701,2013.0,18.0,1.0,0.0,89.0,111.0,-22.0,0.0,18.0,207.0,163.0,370.0,1.27,105.0,61.0,37.0,15.0,20.0,13.0,9.0,9.0,2.0,24.0,54.2,28.46,15.42,34.0,47.0,33.0,55.0,2.29,4.23,40.0,23.6,188.0,86.8,24.16,74.5,8.0,8.0,5.0,1.0,127.0,239.0,274.0,74.1,47.0,9.0,13.0,34.0,33.0,48.0,25.0,9.0,69.2,225.0,205.0,430.0,1.1,88.0,63.0,29.0,20.0,15.0,16.0,10.0,13.0,2.0,31.0,51.6,26.88,13.87,37.0,42.0,39.0,56.0,1.81,3.5,51.8,28.6,187.3,86.0,24.58,90.6,9.0,5.0,1.0,7.0,143.0,283.0,329.0,76.5,42.0,6.0,14.0,37.0,39.0,53.0,9.0,10.0,62.5
5706,2013.0,19.0,0.0,0.0,130.0,113.0,17.0,1.0,8.0,223.0,122.0,345.0,1.83,108.0,62.0,60.0,26.0,14.0,20.0,16.0,9.0,1.0,30.0,66.7,17.25,11.5,38.0,41.0,29.0,49.0,1.63,2.45,59.2,40.8,188.5,87.5,24.66,85.8,9.0,6.0,4.0,3.0,135.0,207.0,248.0,71.9,41.0,10.0,16.0,38.0,29.0,33.0,18.0,16.0,80.0,178.0,153.0,331.0,1.16,72.0,48.0,33.0,14.0,24.0,17.0,12.0,10.0,1.0,28.0,60.7,19.47,11.82,41.0,52.0,21.0,50.0,1.79,2.94,54.0,34.0,188.0,87.2,22.91,62.3,14.0,4.0,2.0,2.0,145.0,193.0,232.0,70.1,52.0,10.0,6.0,41.0,21.0,41.0,28.0,12.0,70.6
5718,2013.0,20.0,1.0,1.0,120.0,67.0,53.0,1.0,5.0,221.0,143.0,364.0,1.55,98.0,69.0,37.0,18.0,9.0,18.0,15.0,7.0,5.0,30.0,60.0,20.22,12.13,39.0,41.0,47.0,51.0,1.7,2.83,49.0,35.3,188.8,87.7,24.8,92.4,6.0,8.0,6.0,2.0,141.0,219.0,249.0,68.4,41.0,10.0,12.0,39.0,47.0,40.0,28.0,15.0,83.3,226.0,171.0,397.0,1.32,109.0,67.0,40.0,9.0,18.0,9.0,7.0,9.0,4.0,22.0,40.9,44.11,18.05,38.0,49.0,30.0,60.0,2.73,6.67,30.0,15.0,189.3,89.2,25.66,100.5,5.0,11.0,2.0,4.0,145.0,252.0,285.0,71.8,49.0,13.0,13.0,38.0,30.0,48.0,15.0,7.0,77.8
5725,2013.0,21.0,0.0,1.0,41.0,107.0,-66.0,0.0,7.0,187.0,151.0,338.0,1.24,73.0,76.0,47.0,20.0,20.0,6.0,4.0,5.0,0.0,11.0,54.5,56.33,30.73,34.0,50.0,37.0,36.0,3.27,6.0,30.6,16.7,188.8,88.0,25.0,98.0,6.0,7.0,6.0,3.0,145.0,190.0,243.0,71.9,50.0,9.0,5.0,34.0,37.0,60.0,0.0,4.0,66.7,232.0,202.0,434.0,1.15,90.0,73.0,32.0,20.0,20.0,16.0,12.0,10.0,1.0,27.0,59.3,27.12,16.07,41.0,41.0,30.0,58.0,2.15,3.62,44.8,27.6,188.3,88.1,26.8,118.6,7.0,3.0,3.0,9.0,157.0,273.0,323.0,74.4,41.0,7.0,5.0,41.0,30.0,47.0,4.0,12.0,75.0
5730,2013.0,22.0,1.0,0.0,39.0,101.0,-62.0,0.0,4.0,185.0,195.0,380.0,0.95,75.0,51.0,38.0,15.0,15.0,5.0,3.0,7.0,2.0,14.0,35.7,76.0,27.14,34.0,45.0,39.0,44.0,3.14,8.8,27.3,11.4,189.1,87.9,24.91,95.1,6.0,7.0,6.0,3.0,139.0,234.0,266.0,70.0,45.0,7.0,10.0,34.0,39.0,37.0,2.0,3.0,60.0,237.0,217.0,454.0,1.09,116.0,65.0,28.0,15.0,15.0,15.0,12.0,10.0,1.0,26.0,57.7,30.27,17.46,27.0,51.0,38.0,58.0,2.23,3.87,43.1,25.9,187.4,90.4,25.24,109.4,7.0,4.0,2.0,9.0,143.0,309.0,340.0,74.9,51.0,9.0,12.0,27.0,38.0,34.0,14.0,12.0,80.0
5745,2013.0,23.0,0.0,1.0,43.0,129.0,-86.0,0.0,1.0,176.0,161.0,337.0,1.09,72.0,57.0,44.0,23.0,20.0,5.0,3.0,9.0,4.0,18.0,27.8,67.4,18.72,35.0,46.0,35.0,35.0,1.94,7.0,40.0,14.3,189.0,88.1,25.49,106.5,6.0,5.0,6.0,5.0,132.0,204.0,235.0,69.7,46.0,8.0,4.0,35.0,35.0,36.0,16.0,3.0,60.0,226.0,176.0,402.0,1.28,83.0,47.0,35.0,20.0,23.0,19.0,11.0,9.0,6.0,34.0,55.9,21.16,11.82,43.0,45.0,26.0,64.0,1.88,3.37,43.8,29.7,185.5,86.0,24.33,79.8,8.0,6.0,5.0,3.0,144.0,242.0,308.0,76.6,45.0,12.0,11.0,43.0,26.0,30.0,8.0,11.0,57.9
5765,2014.0,1.0,0.0,0.0,134.0,69.0,65.0,1.0,18.0,208.0,180.0,388.0,1.16,90.0,70.0,53.0,15.0,16.0,21.0,14.0,7.0,1.0,29.0,72.4,18.48,13.38,42.0,41.0,24.0,59.0,2.03,2.81,47.5,35.6,189.0,88.3,25.24,99.2,4.0,8.0,7.0,3.0,160.0,229.0,283.0,72.9,41.0,16.0,13.0,42.0,24.0,41.0,22.0,14.0,66.7,191.0,204.0,395.0,0.94,76.0,65.0,31.0,15.0,15.0,11.0,9.0,3.0,0.0,14.0,78.6,35.91,28.21,42.0,47.0,38.0,37.0,2.64,3.36,37.8,29.7,186.6,86.9,25.33,87.8,10.0,4.0,2.0,6.0,125.0,260.0,293.0,74.2,47.0,5.0,8.0,42.0,38.0,47.0,15.0,9.0,81.8
5773,2014.0,2.0,1.0,1.0,123.0,30.0,93.0,1.0,11.0,216.0,170.0,386.0,1.27,94.0,56.0,46.0,17.0,20.0,18.0,12.0,9.0,6.0,33.0,54.5,21.44,11.7,39.0,36.0,33.0,53.0,1.61,2.94,50.9,34.0,189.0,88.2,25.41,102.2,4.0,8.0,7.0,3.0,129.0,255.0,289.0,74.9,36.0,6.0,7.0,39.0,33.0,47.0,21.0,12.0,66.7,222.0,169.0,391.0,1.31,123.0,62.0,31.0,20.0,17.0,4.0,4.0,5.0,1.0,10.0,40.0,97.75,39.1,31.0,46.0,27.0,39.0,3.9,9.75,23.1,10.3,187.9,86.8,24.58,63.3,12.0,4.0,4.0,2.0,130.0,260.0,282.0,72.1,46.0,5.0,9.0,31.0,27.0,51.0,5.0,4.0,100.0
5779,2014.0,3.0,0.0,0.0,83.0,58.0,25.0,1.0,15.0,195.0,133.0,328.0,1.47,91.0,66.0,60.0,19.0,17.0,12.0,10.0,11.0,0.0,23.0,52.2,27.33,14.26,37.0,42.0,27.0,43.0,1.87,3.58,53.5,27.9,189.7,88.4,25.8,96.6,5.0,8.0,6.0,3.0,137.0,189.0,220.0,67.1,42.0,10.0,13.0,37.0,27.0,48.0,14.0,10.0,83.3,179.0,167.0,346.0,1.07,71.0,76.0,29.0,17.0,19.0,8.0,6.0,10.0,0.0,18.0,44.4,43.25,19.22,42.0,55.0,26.0,38.0,2.11,4.75,47.4,21.1,187.3,85.7,25.24,89.1,11.0,3.0,3.0,5.0,148.0,199.0,230.0,66.5,55.0,10.0,8.0,42.0,26.0,34.0,5.0,6.0,75.0
5789,2014.0,4.0,1.0,0.0,32.0,107.0,-75.0,0.0,7.0,176.0,138.0,314.0,1.28,58.0,47.0,33.0,11.0,20.0,4.0,4.0,7.0,1.0,12.0,33.3,78.5,26.17,27.0,54.0,44.0,32.0,2.67,8.0,34.4,12.5,189.7,88.1,24.33,84.0,6.0,8.0,6.0,2.0,130.0,179.0,204.0,65.0,54.0,3.0,4.0,27.0,44.0,52.0,5.0,4.0,100.0,262.0,165.0,427.0,1.59,137.0,73.0,25.0,20.0,11.0,16.0,12.0,11.0,0.0,27.0,59.3,26.69,15.81,31.0,48.0,26.0,62.0,2.3,3.88,43.5,25.8,189.3,89.2,26.41,118.2,7.0,2.0,5.0,8.0,150.0,278.0,311.0,72.8,48.0,13.0,21.0,31.0,26.0,57.0,10.0,12.0,75.0
5796,2014.0,5.0,0.0,1.0,56.0,70.0,-14.0,0.0,13.0,198.0,182.0,380.0,1.09,73.0,77.0,37.0,19.0,14.0,7.0,4.0,12.0,2.0,21.0,33.3,54.29,18.1,39.0,46.0,45.0,41.0,1.95,5.86,46.3,17.1,188.1,87.2,24.91,98.4,5.0,7.0,7.0,3.0,150.0,234.0,266.0,70.0,46.0,7.0,3.0,39.0,45.0,59.0,9.0,4.0,57.1,227.0,141.0,368.0,1.61,104.0,75.0,33.0,14.0,19.0,10.0,7.0,8.0,2.0,20.0,50.0,36.8,18.4,34.0,53.0,30.0,63.0,3.15,6.3,28.6,15.9,187.4,86.9,24.41,87.2,10.0,4.0,6.0,2.0,143.0,221.0,270.0,73.4,53.0,13.0,8.0,34.0,30.0,66.0,19.0,7.0,70.0
5806,2014.0,6.0,1.0,0.0,89.0,92.0,-3.0,0.0,3.0,202.0,161.0,363.0,1.25,79.0,46.0,55.0,14.0,17.0,12.0,7.0,15.0,2.0,29.0,41.4,30.25,12.52,31.0,48.0,37.0,59.0,2.03,4.92,45.8,20.3,189.5,88.5,24.24,83.0,6.0,8.0,6.0,2.0,137.0,219.0,271.0,74.7,48.0,9.0,8.0,31.0,37.0,47.0,10.0,7.0,58.3,225.0,159.0,384.0,1.42,105.0,72.0,27.0,17.0,14.0,14.0,8.0,7.0,1.0,22.0,63.6,27.43,17.45,42.0,42.0,43.0,53.0,2.41,3.79,39.6,26.4,188.5,87.6,26.0,104.0,6.0,6.0,3.0,7.0,138.0,243.0,295.0,76.8,42.0,6.0,11.0,42.0,43.0,59.0,16.0,8.0,57.1
5819,2014.0,7.0,0.0,1.0,54.0,73.0,-19.0,0.0,6.0,168.0,139.0,307.0,1.21,80.0,80.0,27.0,15.0,16.0,7.0,4.0,12.0,0.0,19.0,36.8,43.86,16.16,28.0,43.0,29.0,37.0,1.95,5.29,51.4,18.9,189.7,89.4,24.91,97.3,5.0,8.0,6.0,3.0,114.0,192.0,214.0,69.7,43.0,11.0,4.0,28.0,29.0,42.0,18.0,4.0,57.1,236.0,182.0,418.0,1.3,133.0,67.0,43.0,17.0,15.0,11.0,8.0,6.0,1.0,18.0,61.1,38.0,23.22,33.0,33.0,29.0,44.0,2.44,4.0,38.6,25.0,188.0,88.4,26.58,117.9,4.0,7.0,4.0,7.0,131.0,286.0,331.0,79.2,33.0,18.0,10.0,33.0,29.0,28.0,9.0,8.0,72.7
5824,2014.0,8.0,0.0,0.0,188.0,77.0,111.0,1.0,9.0,233.0,161.0,394.0,1.45,123.0,64.0,51.0,19.0,10.0,30.0,17.0,5.0,3.0,38.0,78.9,13.13,10.37,41.0,34.0,13.0,67.0,1.76,2.23,52.2,44.8,188.1,87.6,25.49,107.5,3.0,8.0,8.0,3.0,135.0,257.0,302.0,76.6,34.0,9.0,21.0,41.0,13.0,32.0,11.0,17.0,56.7,168.0,190.0,358.0,0.88,80.0,49.0,29.0,10.0,18.0,12.0,8.0,4.0,1.0,17.0,70.6,29.83,21.06,36.0,43.0,35.0,27.0,1.59,2.25,59.3,44.4,186.8,84.4,22.41,50.1,16.0,3.0,1.0,2.0,105.0,254.0,275.0,76.8,43.0,6.0,7.0,36.0,35.0,35.0,15.0,8.0,66.7
5834,2014.0,10.0,1.0,0.0,101.0,109.0,-8.0,0.0,4.0,236.0,154.0,390.0,1.53,111.0,71.0,48.0,19.0,13.0,15.0,9.0,10.0,1.0,26.0,57.7,26.0,15.0,37.0,46.0,34.0,65.0,2.5,4.33,38.5,23.1,188.2,87.7,25.41,108.0,3.0,8.0,8.0,3.0,147.0,244.0,282.0,72.3,46.0,9.0,8.0,37.0,34.0,47.0,10.0,9.0,60.0,202.0,143.0,345.0,1.41,73.0,92.0,21.0,13.0,19.0,17.0,12.0,6.0,1.0,24.0,70.8,20.29,14.38,36.0,53.0,44.0,51.0,2.12,3.0,45.1,33.3,189.0,91.0,25.16,103.9,7.0,4.0,5.0,6.0,141.0,201.0,242.0,70.1,53.0,9.0,9.0,36.0,44.0,64.0,17.0,12.0,70.6
5846,2014.0,11.0,0.0,1.0,44.0,82.0,-38.0,0.0,12.0,216.0,139.0,355.0,1.55,111.0,93.0,45.0,15.0,13.0,6.0,4.0,7.0,1.0,14.0,42.9,59.17,25.36,32.0,52.0,30.0,52.0,3.71,8.67,25.0,11.5,188.5,87.6,25.24,106.0,2.0,9.0,9.0,2.0,135.0,223.0,253.0,71.3,52.0,15.0,10.0,32.0,30.0,59.0,3.0,4.0,66.7,221.0,178.0,399.0,1.24,87.0,80.0,34.0,13.0,15.0,12.0,8.0,10.0,0.0,22.0,54.5,33.25,18.14,39.0,48.0,43.0,44.0,2.0,3.67,50.0,27.3,186.6,87.0,26.8,113.9,5.0,8.0,5.0,4.0,155.0,241.0,278.0,69.7,48.0,6.0,5.0,39.0,43.0,51.0,16.0,8.0,66.7
5848,2014.0,12.0,1.0,0.0,79.0,123.0,-44.0,0.0,10.0,189.0,149.0,338.0,1.27,82.0,80.0,57.0,16.0,19.0,12.0,8.0,3.0,4.0,19.0,63.2,28.17,17.79,50.0,46.0,41.0,47.0,2.47,3.92,31.9,25.5,188.5,87.7,25.41,106.5,4.0,7.0,8.0,3.0,142.0,194.0,248.0,73.4,46.0,18.0,12.0,50.0,41.0,47.0,2.0,8.0,66.7,206.0,173.0,379.0,1.19,81.0,77.0,50.0,19.0,16.0,19.0,12.0,9.0,0.0,28.0,67.9,19.95,13.54,39.0,39.0,31.0,62.0,2.21,3.26,45.2,30.6,187.4,86.8,25.16,94.1,8.0,7.0,1.0,6.0,150.0,230.0,284.0,74.9,39.0,13.0,8.0,39.0,31.0,57.0,14.0,12.0,63.2
5859,2014.0,13.0,0.0,0.0,103.0,100.0,3.0,1.0,8.0,225.0,130.0,355.0,1.73,115.0,63.0,53.0,12.0,11.0,15.0,11.0,6.0,7.0,28.0,53.6,23.67,12.68,44.0,33.0,27.0,46.0,1.64,3.07,45.7,32.6,188.9,87.1,24.8,87.3,5.0,6.0,10.0,1.0,141.0,212.0,259.0,73.0,33.0,19.0,18.0,44.0,27.0,44.0,16.0,11.0,73.3,184.0,162.0,346.0,1.14,70.0,64.0,34.0,11.0,11.0,15.0,9.0,9.0,1.0,25.0,60.0,23.07,13.84,42.0,34.0,27.0,48.0,1.92,3.2,50.0,31.2,188.1,86.4,23.33,70.0,8.0,11.0,1.0,2.0,134.0,209.0,261.0,75.4,34.0,8.0,6.0,42.0,27.0,52.0,14.0,9.0,60.0
5872,2014.0,14.0,1.0,1.0,103.0,70.0,33.0,1.0,15.0,198.0,168.0,366.0,1.18,80.0,53.0,43.0,18.0,9.0,15.0,11.0,10.0,3.0,28.0,53.6,24.4,13.07,37.0,34.0,24.0,52.0,1.86,3.47,48.1,28.8,188.6,87.5,25.0,90.0,4.0,7.0,10.0,1.0,146.0,227.0,273.0,74.6,34.0,13.0,17.0,37.0,24.0,63.0,5.0,11.0,73.3,199.0,149.0,348.0,1.34,103.0,66.0,27.0,9.0,18.0,10.0,7.0,9.0,1.0,20.0,50.0,34.8,17.4,30.0,38.0,34.0,44.0,2.2,4.4,43.2,22.7,187.3,85.9,24.8,77.7,13.0,3.0,2.0,4.0,122.0,229.0,251.0,72.1,38.0,7.0,13.0,30.0,34.0,49.0,12.0,7.0,70.0
