,Year,Round,H/A?,H/A Win?,Points For,Points Against,Margin,"Team Won? (1=W, 0=L)",Team_against_ID,Kicks,Handballs,Disposals,Kick to HB Ratio,Marks,Tackles,Hitouts,Frees For,Frees Against,Goals Kicked,Goal Assists1,Behinds Kicked,Rushed Behinds,Scoring Shots,Conversion %,Disposals Per Goal,Disposals Per Scoring Shot,Clearances1,Clangers1,Rebound 50s1,Inside 50s,In50s Per Scoring Shot,In50s Per Goal,% In50s Score,% In50s Goal,Height,Weight,Age,Av Games,<50 Games,50-99 Games,100-149 Games,>150 Games,Contested Poss,Uncontested Poss,Effective Disposals,Disposal Efficiency,Clangers2,Contested Marks,Marks Inside 50,Clearances2,Rebound 50s2,1%ers,Bounces,Goals Assists2,Goal Assist %,Kicks (O),Handballs (O),Disposals (O),Kick to HB Ratio (O),Marks (O),Tackles(O),Hitouts(O),Frees For(O),Frees Against(O),Goals Kicked(O),Goal Assists1(O),Behinds Kicked(O),Rushed Behinds(O),Scoring Shots(O),Conversion %(O),Disposals Per Goal(O),Disposals Per Scoring Shot(O),Clearances1(O),Clangers1(O),Rebound 50s1(O),Inside 50s(O),In50s Per Scoring Shot(O),In50s Per Goal(O),% In50s Score(O),% In50s Goal(O),Height(O),Weight(O),Age(O),Av Games(O),<50 Games(O),50-99 Games(O),100-149 Games(O),>150 Games(O),Contested Poss(O),Uncontested Poss(O),Effective Disposals(O),Disposal Efficiency(O),Clangers2(O),Contested Marks(O),Marks Inside 50(O),Clearances2(O),Rebound 50s2(O),1%ers(O),Bounces(O),Goals Assists2(O),Goal Assist %(O)
6170,2015.0,27.0,0.0,0.0,80.0,55.0,25.0,1.0,12.0,208.0,133.0,341.0,1.56,79.0,75.0,44.0,24.0,18.0,10.0,6.0,16.0,4.0,30.0,33.3,34.1,11.37,36.0,40.0,31.0,52.0,1.73,5.2,50.0,19.2,188.0,87.6,25.91,111.7,4.0,3.0,10.0,5.0,133.0,201.0,234.0,68.6,40.0,13.0,13.0,36.0,31.0,67.0,3.0,6.0,60.0,184.0,145.0,329.0,1.27,66.0,70.0,49.0,18.0,24.0,7.0,6.0,9.0,4.0,20.0,35.0,47.0,16.45,45.0,60.0,35.0,44.0,2.2,6.29,36.4,15.9,188.2,87.7,27.16,147.4,3.0,4.0,6.0,9.0,149.0,180.0,228.0,69.3,60.0,11.0,11.0,45.0,35.0,35.0,12.0,6.0,85.7
6171,2015.0,28.0,1.0,0.0,61.0,107.0,-46.0,0.0,10.0,158.0,163.0,321.0,0.97,56.0,45.0,49.0,13.0,14.0,8.0,5.0,11.0,2.0,21.0,38.1,40.12,15.29,41.0,50.0,37.0,40.0,1.9,5.0,47.5,20.0,188.0,87.6,25.91,112.7,4.0,3.0,10.0,5.0,120.0,203.0,229.0,71.3,50.0,6.0,11.0,41.0,37.0,55.0,6.0,5.0,62.5,270.0,166.0,436.0,1.63,148.0,59.0,32.0,14.0,13.0,16.0,15.0,8.0,3.0,27.0,59.3,27.25,16.15,35.0,44.0,28.0,59.0,2.19,3.69,40.7,27.1,187.7,88.7,27.8,166.8,0.0,3.0,8.0,11.0,136.0,301.0,343.0,78.7,44.0,18.0,17.0,35.0,28.0,62.0,3.0,15.0,93.8
6179,2016.0,1.0,0.0,0.0,166.0,102.0,64.0,1.0,2.0,240.0,198.0,438.0,1.21,121.0,59.0,61.0,17.0,29.0,26.0,21.0,7.0,3.0,36.0,72.2,16.85,12.17,45.0,51.0,24.0,64.0,1.78,2.46,51.6,40.6,188.7,89.2,25.74,106.4,4.0,4.0,10.0,4.0,160.0,288.0,346.0,79.0,51.0,17.0,25.0,45.0,24.0,36.0,6.0,21.0,80.8,154.0,169.0,323.0,0.91,56.0,74.0,28.0,29.0,17.0,15.0,13.0,9.0,3.0,27.0,55.6,21.53,11.96,40.0,47.0,33.0,45.0,1.67,3.0,53.3,33.3,188.4,88.8,23.58,61.5,10.0,7.0,5.0,0.0,128.0,199.0,243.0,75.2,47.0,8.0,10.0,40.0,33.0,53.0,2.0,13.0,86.7
6188,2016.0,2.0,1.0,0.0,53.0,99.0,-46.0,0.0,10.0,166.0,127.0,293.0,1.31,59.0,81.0,60.0,16.0,19.0,7.0,5.0,9.0,2.0,18.0,38.9,41.86,16.28,36.0,47.0,45.0,34.0,1.89,4.86,47.1,20.6,188.5,89.0,25.74,107.7,4.0,4.0,10.0,4.0,138.0,154.0,186.0,63.5,47.0,8.0,7.0,36.0,45.0,48.0,3.0,5.0,71.4,226.0,232.0,458.0,0.97,101.0,89.0,36.0,19.0,16.0,14.0,10.0,11.0,4.0,29.0,48.3,32.71,15.79,44.0,51.0,26.0,68.0,2.34,4.86,36.8,20.6,187.5,85.9,26.24,115.9,7.0,2.0,6.0,7.0,163.0,303.0,342.0,74.7,51.0,9.0,16.0,44.0,26.0,54.0,4.0,10.0,71.4
6195,2016.0,3.0,0.0,0.0,92.0,59.0,33.0,1.0,6.0,215.0,149.0,364.0,1.44,90.0,77.0,47.0,26.0,18.0,12.0,7.0,16.0,4.0,32.0,37.5,30.33,11.38,38.0,50.0,22.0,63.0,1.97,5.25,44.4,19.0,188.5,89.0,25.74,111.1,4.0,3.0,11.0,4.0,139.0,223.0,265.0,72.8,50.0,13.0,15.0,38.0,22.0,48.0,2.0,7.0,58.3,209.0,132.0,341.0,1.58,93.0,73.0,23.0,18.0,27.0,8.0,3.0,10.0,1.0,19.0,42.1,42.62,17.95,29.0,61.0,47.0,37.0,1.95,4.62,48.6,21.6,186.5,84.9,26.74,123.5,4.0,5.0,6.0,7.0,126.0,211.0,242.0,71.0,61.0,14.0,9.0,29.0,47.0,49.0,6.0,3.0,37.5
6199,2016.0,4.0,0.0,0.0,125.0,57.0,68.0,1.0,14.0,213.0,129.0,342.0,1.65,113.0,59.0,54.0,29.0,22.0,18.0,12.0,13.0,4.0,35.0,51.4,19.0,9.77,37.0,48.0,15.0,60.0,1.71,3.33,51.7,30.0,188.3,88.8,25.49,104.8,5.0,3.0,11.0,3.0,130.0,219.0,264.0,77.2,48.0,18.0,20.0,37.0,15.0,37.0,1.0,12.0,66.7,178.0,162.0,340.0,1.1,89.0,57.0,21.0,22.0,29.0,9.0,6.0,3.0,0.0,12.0,75.0,37.78,28.33,33.0,58.0,41.0,27.0,2.25,3.0,44.4,33.3,187.9,85.3,24.74,87.4,8.0,5.0,4.0,5.0,107.0,229.0,260.0,76.5,58.0,9.0,8.0,33.0,41.0,40.0,2.0,6.0,66.7
6209,2016.0,5.0,1.0,0.0,49.0,88.0,-39.0,0.0,16.0,217.0,159.0,376.0,1.36,81.0,83.0,41.0,19.0,19.0,7.0,3.0,3.0,4.0,14.0,50.0,53.71,26.86,32.0,55.0,41.0,59.0,4.21,8.43,16.9,11.9,188.1,88.8,26.16,117.6,3.0,3.0,12.0,4.0,169.0,204.0,248.0,66.0,55.0,17.0,8.0,32.0,41.0,55.0,2.0,3.0,42.9,220.0,153.0,373.0,1.44,81.0,84.0,40.0,19.0,19.0,12.0,10.0,11.0,5.0,28.0,42.9,31.08,13.32,43.0,45.0,49.0,63.0,2.25,5.25,36.5,19.0,185.9,85.5,25.66,108.4,8.0,3.0,3.0,8.0,167.0,197.0,260.0,69.7,45.0,18.0,10.0,43.0,49.0,59.0,1.0,10.0,83.3
6225,2016.0,6.0,0.0,0.0,124.0,62.0,62.0,1.0,4.0,205.0,143.0,348.0,1.43,92.0,56.0,47.0,29.0,20.0,18.0,15.0,14.0,2.0,34.0,52.9,19.33,10.24,42.0,36.0,22.0,61.0,1.79,3.39,52.5,29.5,188.0,89.0,26.33,118.3,4.0,2.0,12.0,4.0,135.0,218.0,256.0,73.6,36.0,11.0,19.0,42.0,22.0,44.0,6.0,15.0,83.3,182.0,206.0,388.0,0.88,79.0,79.0,25.0,20.0,29.0,9.0,6.0,5.0,3.0,17.0,52.9,43.11,22.82,30.0,54.0,38.0,33.0,1.94,3.67,42.4,27.3,189.1,87.8,24.16,71.3,11.0,4.0,5.0,2.0,132.0,255.0,301.0,77.6,54.0,8.0,8.0,30.0,38.0,43.0,4.0,6.0,66.7
6228,2016.0,7.0,1.0,0.0,79.0,123.0,-44.0,0.0,7.0,180.0,177.0,357.0,1.02,72.0,55.0,39.0,21.0,27.0,12.0,10.0,5.0,2.0,19.0,63.2,29.75,18.79,32.0,56.0,38.0,43.0,2.26,3.58,39.5,27.9,188.1,89.1,26.0,116.0,4.0,3.0,11.0,4.0,137.0,222.0,253.0,70.9,56.0,11.0,9.0,32.0,38.0,36.0,0.0,10.0,83.3,220.0,162.0,382.0,1.36,98.0,77.0,37.0,27.0,21.0,18.0,15.0,15.0,0.0,33.0,54.5,21.22,11.58,44.0,52.0,26.0,60.0,1.82,3.33,55.0,30.0,190.4,89.8,26.24,117.7,6.0,6.0,2.0,8.0,135.0,246.0,292.0,76.4,52.0,9.0,17.0,44.0,26.0,44.0,6.0,15.0,83.3
6243,2016.0,8.0,0.0,0.0,132.0,29.0,103.0,1.0,15.0,231.0,173.0,404.0,1.34,93.0,73.0,53.0,24.0,13.0,20.0,14.0,8.0,4.0,32.0,62.5,20.2,12.62,45.0,46.0,28.0,61.0,1.91,3.05,45.9,32.8,188.4,89.6,26.16,117.4,4.0,3.0,11.0,4.0,150.0,252.0,295.0,73.0,46.0,15.0,17.0,45.0,28.0,40.0,9.0,14.0,70.0,187.0,189.0,376.0,0.99,73.0,83.0,36.0,13.0,24.0,3.0,2.0,7.0,4.0,14.0,21.4,125.33,26.86,37.0,71.0,39.0,37.0,2.64,12.33,27.0,8.1,186.2,84.2,24.8,91.6,10.0,5.0,3.0,4.0,137.0,235.0,265.0,70.5,71.0,10.0,5.0,37.0,39.0,58.0,2.0,2.0,66.7
6247,2016.0,9.0,1.0,1.0,94.0,86.0,8.0,1.0,13.0,195.0,148.0,343.0,1.32,68.0,75.0,71.0,25.0,20.0,14.0,10.0,6.0,4.0,24.0,58.3,24.5,14.29,45.0,52.0,34.0,61.0,2.54,4.36,32.8,23.0,188.4,89.6,26.16,118.4,4.0,3.0,11.0,4.0,163.0,188.0,231.0,67.3,52.0,7.0,10.0,45.0,34.0,58.0,1.0,10.0,71.4,214.0,178.0,392.0,1.2,86.0,98.0,15.0,20.0,25.0,13.0,10.0,7.0,1.0,21.0,61.9,30.15,18.67,36.0,65.0,36.0,55.0,2.62,4.23,36.4,23.6,187.0,85.0,24.74,90.5,4.0,11.0,4.0,3.0,158.0,238.0,287.0,73.2,65.0,12.0,13.0,36.0,36.0,64.0,7.0,10.0,76.9
6261,2016.0,10.0,0.0,0.0,132.0,55.0,77.0,1.0,8.0,201.0,148.0,349.0,1.36,100.0,56.0,60.0,21.0,7.0,20.0,13.0,10.0,2.0,32.0,62.5,17.45,10.91,37.0,32.0,22.0,60.0,1.88,3.0,50.0,33.3,188.2,88.7,26.16,116.8,5.0,2.0,11.0,4.0,133.0,213.0,261.0,74.8,32.0,12.0,21.0,37.0,22.0,39.0,4.0,13.0,65.0,208.0,129.0,337.0,1.61,113.0,76.0,26.0,7.0,21.0,7.0,4.0,13.0,0.0,20.0,35.0,48.14,16.85,34.0,52.0,36.0,36.0,1.8,5.14,55.6,19.4,188.2,87.1,24.66,77.6,11.0,7.0,0.0,4.0,118.0,225.0,233.0,69.1,52.0,10.0,11.0,34.0,36.0,39.0,3.0,4.0,57.1
6269,2016.0,11.0,1.0,0.0,75.0,83.0,-8.0,0.0,18.0,199.0,123.0,322.0,1.62,90.0,81.0,43.0,17.0,17.0,11.0,9.0,8.0,1.0,20.0,55.0,29.27,16.1,30.0,43.0,37.0,49.0,2.45,4.45,38.8,22.4,188.0,88.6,26.0,118.4,4.0,3.0,10.0,5.0,114.0,206.0,246.0,76.4,43.0,9.0,12.0,30.0,37.0,42.0,4.0,9.0,81.8,228.0,218.0,446.0,1.05,115.0,62.0,29.0,17.0,17.0,12.0,7.0,9.0,2.0,23.0,52.2,37.17,19.39,35.0,50.0,37.0,53.0,2.3,4.42,39.6,22.6,187.5,85.7,24.33,71.6,11.0,6.0,2.0,3.0,153.0,293.0,335.0,75.1,50.0,13.0,17.0,35.0,37.0,58.0,8.0,7.0,58.3
6275,2016.0,12.0,0.0,1.0,76.0,105.0,-29.0,0.0,1.0,183.0,142.0,325.0,1.29,59.0,64.0,58.0,16.0,19.0,11.0,7.0,5.0,5.0,21.0,52.4,29.55,15.48,40.0,47.0,40.0,35.0,1.67,3.18,45.7,31.4,188.3,88.8,25.74,114.1,5.0,3.0,8.0,6.0,164.0,169.0,216.0,66.5,47.0,19.0,8.0,40.0,40.0,58.0,14.0,7.0,63.6,233.0,150.0,383.0,1.55,107.0,89.0,40.0,19.0,16.0,15.0,12.0,14.0,1.0,30.0,50.0,25.53,12.77,40.0,38.0,19.0,65.0,2.17,4.33,44.6,23.1,187.3,86.0,25.24,96.0,7.0,6.0,5.0,4.0,168.0,227.0,279.0,72.8,38.0,19.0,14.0,40.0,19.0,55.0,4.0,12.0,80.0
6281,2016.0,13.0,1.0,1.0,131.0,82.0,49.0,1.0,2.0,187.0,148.0,335.0,1.26,80.0,72.0,25.0,21.0,21.0,20.0,12.0,9.0,2.0,31.0,64.5,16.75,10.81,32.0,47.0,35.0,57.0,1.84,2.85,50.9,35.1,188.0,88.6,26.33,115.9,4.0,4.0,8.0,6.0,125.0,208.0,248.0,74.0,47.0,11.0,16.0,32.0,35.0,46.0,9.0,12.0,60.0,232.0,213.0,445.0,1.09,111.0,65.0,56.0,21.0,21.0,12.0,7.0,8.0,2.0,22.0,54.5,37.08,20.23,44.0,56.0,35.0,52.0,2.36,4.33,38.5,23.1,188.0,87.9,24.8,73.3,9.0,6.0,6.0,1.0,138.0,316.0,352.0,79.1,56.0,1.0,10.0,44.0,35.0,64.0,5.0,7.0,58.3
6292,2016.0,15.0,0.0,0.0,130.0,52.0,78.0,1.0,5.0,224.0,178.0,402.0,1.26,116.0,62.0,42.0,18.0,11.0,20.0,12.0,10.0,0.0,30.0,66.7,20.1,13.4,38.0,32.0,26.0,52.0,1.73,2.6,57.7,38.5,187.7,88.6,26.8,111.3,5.0,5.0,7.0,5.0,127.0,277.0,324.0,80.6,32.0,13.0,18.0,38.0,26.0,43.0,2.0,12.0,60.0,197.0,126.0,323.0,1.56,86.0,72.0,53.0,11.0,18.0,7.0,4.0,7.0,3.0,17.0,41.2,46.14,19.0,44.0,51.0,32.0,37.0,2.18,5.29,37.8,18.9,186.7,85.2,25.8,100.6,9.0,3.0,4.0,6.0,121.0,195.0,234.0,72.4,51.0,10.0,8.0,44.0,32.0,44.0,1.0,4.0,57.1
6305,2016.0,16.0,0.0,0.0,104.0,72.0,32.0,1.0,12.0,215.0,118.0,333.0,1.82,102.0,77.0,32.0,27.0,24.0,16.0,11.0,8.0,0.0,24.0,66.7,20.81,13.88,41.0,54.0,33.0,48.0,2.0,3.0,50.0,33.3,187.6,88.7,26.41,118.5,4.0,5.0,5.0,8.0,133.0,204.0,263.0,79.0,54.0,13.0,13.0,41.0,33.0,46.0,2.0,11.0,68.8,197.0,137.0,334.0,1.44,76.0,60.0,69.0,24.0,27.0,11.0,4.0,6.0,0.0,17.0,64.7,30.36,19.65,46.0,54.0,29.0,48.0,2.82,4.36,35.4,22.9,187.0,86.2,26.49,126.7,7.0,3.0,4.0,8.0,137.0,193.0,237.0,71.0,54.0,13.0,11.0,46.0,29.0,38.0,1.0,4.0,36.4
6313,2016.0,17.0,1.0,1.0,82.0,75.0,7.0,1.0,3.0,190.0,140.0,330.0,1.36,87.0,77.0,41.0,17.0,21.0,12.0,8.0,9.0,1.0,22.0,54.5,27.5,15.0,37.0,47.0,29.0,48.0,2.18,4.0,43.8,25.0,188.0,89.0,26.41,119.7,3.0,5.0,6.0,8.0,121.0,207.0,253.0,76.7,47.0,11.0,13.0,37.0,29.0,34.0,2.0,8.0,66.7,202.0,157.0,359.0,1.29,105.0,65.0,43.0,21.0,17.0,11.0,9.0,7.0,2.0,20.0,55.0,32.64,17.95,40.0,52.0,32.0,43.0,2.15,3.91,41.9,25.6,188.2,87.7,24.41,70.4,12.0,3.0,5.0,2.0,122.0,236.0,287.0,79.9,52.0,15.0,11.0,40.0,32.0,41.0,7.0,9.0,81.8
6319,2016.0,18.0,0.0,0.0,66.0,60.0,6.0,1.0,11.0,184.0,128.0,312.0,1.44,57.0,85.0,44.0,22.0,19.0,10.0,4.0,5.0,1.0,16.0,62.5,31.2,19.5,42.0,47.0,48.0,37.0,2.31,3.7,40.5,27.0,188.5,88.7,25.91,113.5,5.0,3.0,6.0,8.0,144.0,168.0,212.0,67.9,47.0,9.0,8.0,42.0,48.0,45.0,1.0,4.0,40.0,201.0,202.0,403.0,1.0,66.0,99.0,46.0,19.0,22.0,8.0,5.0,9.0,3.0,20.0,40.0,50.38,20.15,38.0,65.0,24.0,66.0,3.3,8.25,25.8,12.1,187.7,86.2,23.74,67.7,11.0,6.0,3.0,2.0,159.0,243.0,289.0,71.7,65.0,8.0,12.0,38.0,24.0,47.0,3.0,5.0,62.5
6328,2016.0,19.0,1.0,0.0,72.0,91.0,-19.0,0.0,4.0,162.0,160.0,322.0,1.01,74.0,89.0,29.0,13.0,17.0,11.0,9.0,5.0,1.0,17.0,64.7,29.27,18.94,28.0,46.0,31.0,47.0,2.76,4.27,34.0,23.4,187.1,88.6,25.91,111.5,5.0,3.0,6.0,8.0,116.0,208.0,226.0,70.2,46.0,8.0,12.0,28.0,31.0,49.0,2.0,9.0,81.8,199.0,213.0,412.0,0.93,78.0,118.0,53.0,17.0,13.0,13.0,7.0,7.0,6.0,26.0,50.0,31.69,15.85,47.0,44.0,31.0,47.0,1.81,3.62,42.6,27.7,188.3,88.5,24.8,86.2,8.0,6.0,4.0,4.0,150.0,265.0,304.0,73.8,44.0,11.0,12.0,47.0,31.0,50.0,6.0,7.0,53.8
6342,2016.0,20.0,1.0,1.0,110.0,64.0,46.0,1.0,6.0,222.0,156.0,378.0,1.42,108.0,66.0,39.0,15.0,18.0,17.0,12.0,7.0,1.0,25.0,68.0,22.24,15.12,31.0,50.0,33.0,60.0,2.4,3.53,40.0,28.3,188.4,89.9,25.58,109.5,5.0,4.0,5.0,8.0,132.0,245.0,291.0,77.0,50.0,15.0,14.0,31.0,33.0,39.0,12.0,12.0,70.6,209.0,160.0,369.0,1.31,97.0,52.0,36.0,18.0,15.0,9.0,5.0,8.0,2.0,19.0,47.4,41.0,19.42,39.0,54.0,40.0,44.0,2.32,4.89,38.6,20.5,187.2,85.1,26.0,105.8,7.0,6.0,2.0,7.0,131.0,233.0,283.0,76.7,54.0,16.0,8.0,39.0,40.0,44.0,9.0,5.0,55.6
6346,2016.0,21.0,1.0,1.0,97.0,96.0,1.0,1.0,9.0,174.0,151.0,325.0,1.15,64.0,67.0,55.0,19.0,17.0,14.0,11.0,11.0,2.0,27.0,51.9,23.21,12.04,41.0,41.0,39.0,58.0,2.15,4.14,43.1,24.1,188.5,90.1,26.0,116.6,4.0,4.0,5.0,9.0,132.0,195.0,228.0,70.2,41.0,8.0,11.0,41.0,39.0,50.0,3.0,11.0,78.6,213.0,179.0,392.0,1.19,81.0,73.0,47.0,17.0,19.0,14.0,11.0,12.0,0.0,26.0,53.8,28.0,15.08,44.0,52.0,43.0,59.0,2.27,4.21,44.1,23.7,188.2,87.4,25.8,107.8,3.0,12.0,2.0,5.0,148.0,244.0,304.0,77.6,52.0,16.0,15.0,44.0,43.0,46.0,11.0,11.0,78.6
6352,2016.0,22.0,0.0,0.0,92.0,67.0,25.0,1.0,10.0,200.0,163.0,363.0,1.23,89.0,62.0,44.0,20.0,20.0,13.0,7.0,9.0,5.0,27.0,48.1,27.92,13.44,43.0,57.0,29.0,51.0,1.89,3.92,43.1,25.5,187.6,89.0,26.16,123.7,3.0,4.0,6.0,9.0,153.0,222.0,258.0,71.1,57.0,18.0,13.0,43.0,29.0,44.0,1.0,7.0,53.8,213.0,137.0,350.0,1.55,93.0,67.0,34.0,20.0,20.0,10.0,7.0,5.0,2.0,17.0,58.8,35.0,20.59,31.0,49.0,35.0,43.0,2.53,4.3,34.9,23.3,186.7,86.1,26.8,143.9,4.0,4.0,6.0,8.0,108.0,240.0,269.0,76.9,49.0,2.0,7.0,31.0,35.0,50.0,4.0,7.0,70.0
6368,2016.0,23.0,1.0,1.0,100.0,71.0,29.0,1.0,1.0,205.0,203.0,408.0,1.01,85.0,52.0,46.0,12.0,20.0,14.0,7.0,14.0,2.0,30.0,46.7,29.14,13.6,36.0,59.0,29.0,52.0,1.73,3.71,53.8,26.9,188.0,89.2,26.33,120.3,3.0,5.0,5.0,9.0,162.0,250.0,289.0,70.8,59.0,15.0,14.0,36.0,29.0,60.0,4.0,7.0,50.0,202.0,150.0,352.0,1.35,78.0,72.0,36.0,20.0,12.0,10.0,6.0,7.0,4.0,21.0,47.6,35.2,16.76,38.0,52.0,29.0,47.0,2.24,4.7,36.2,21.3,187.3,86.5,25.41,97.1,8.0,7.0,3.0,4.0,138.0,212.0,249.0,70.7,52.0,10.0,13.0,38.0,29.0,47.0,9.0,6.0,60.0
9298,2016.0,25.0,0.0,1.0,52.0,99.0,-47.0,0.0,18.0,189.0,174.0,363.0,1.09,79.0,79.0,52.0,13.0,17.0,7.0,1.0,7.0,3.0,17.0,41.2,51.86,21.35,32.0,40.0,36.0,43.0,2.53,6.14,32.6,16.3,188.6,90.0,26.41,119.2,3.0,6.0,4.0,9.0,139.0,224.0,270.0,74.4,40.0,16.0,9.0,32.0,36.0,54.0,4.0,1.0,14.3,213.0,187.0,400.0,1.14,87.0,77.0,30.0,17.0,13.0,14.0,11.0,12.0,3.0,29.0,48.3,28.57,13.79,40.0,35.0,32.0,55.0,1.9,3.93,47.3,25.5,186.9,85.0,24.66,84.0,8.0,7.0,4.0,3.0,162.0,238.0,300.0,75.0,35.0,14.0,12.0,40.0,32.0,63.0,6.0,11.0,78.6
9313,2017.0,1.0,1.0,1.0,136.0,93.0,43.0,1.0,12.0,226.0,188.0,414.0,1.2,115.0,64.0,29.0,16.0,20.0,21.0,18.0,9.0,1.0,31.0,67.7,19.71,13.35,37.0,46.0,31.0,56.0,1.81,2.67,53.6,37.5,187.6,89.0,27.58,143.8,2.0,4.0,7.0,9.0,131.0,285.0,318.0,76.8,46.0,15.0,19.0,37.0,31.0,27.0,4.0,18.0,85.7,168.0,173.0,341.0,0.97,54.0,65.0,51.0,20.0,16.0,13.0,12.0,15.0,0.0,28.0,46.4,26.23,12.18,37.0,46.0,29.0,52.0,1.86,4.0,53.8,25.0,188.5,88.2,25.58,96.3,7.0,4.0,5.0,6.0,137.0,204.0,252.0,73.9,46.0,8.0,19.0,37.0,29.0,29.0,1.0,12.0,92.3
9321,2017.0,2.0,0.0,0.0,116.0,97.0,19.0,1.0,15.0,226.0,196.0,422.0,1.15,112.0,55.0,38.0,23.0,8.0,18.0,14.0,6.0,2.0,26.0,69.2,23.44,16.23,40.0,42.0,24.0,45.0,1.73,2.5,53.3,40.0,187.8,89.1,26.74,122.9,4.0,4.0,6.0,8.0,140.0,289.0,315.0,74.6,42.0,17.0,15.0,40.0,24.0,46.0,4.0,14.0,77.8,209.0,152.0,361.0,1.38,76.0,66.0,46.0,8.0,23.0,13.0,6.0,14.0,5.0,32.0,40.6,27.77,11.28,41.0,56.0,26.0,45.0,1.41,3.46,60.0,28.9,187.6,87.4,24.74,83.8,7.0,8.0,5.0,2.0,138.0,219.0,253.0,70.1,56.0,5.0,11.0,41.0,26.0,47.0,1.0,6.0,46.2
9327,2017.0,3.0,1.0,0.0,65.0,76.0,-11.0,0.0,14.0,208.0,162.0,370.0,1.28,86.0,67.0,52.0,27.0,21.0,8.0,6.0,11.0,6.0,25.0,32.0,46.25,14.8,38.0,54.0,49.0,56.0,2.24,7.0,33.9,14.3,187.6,88.8,27.0,128.5,3.0,4.0,7.0,8.0,134.0,234.0,255.0,68.9,54.0,7.0,13.0,38.0,49.0,61.0,8.0,6.0,75.0,236.0,163.0,399.0,1.45,69.0,76.0,27.0,21.0,26.0,11.0,7.0,9.0,1.0,21.0,52.4,36.27,19.0,34.0,70.0,46.0,63.0,3.0,5.73,31.7,17.5,186.5,86.3,24.49,81.1,9.0,6.0,1.0,6.0,159.0,225.0,269.0,67.4,70.0,5.0,12.0,34.0,46.0,57.0,9.0,7.0,63.6
9334,2017.0,4.0,0.0,0.0,91.0,65.0,26.0,1.0,16.0,231.0,165.0,396.0,1.4,98.0,73.0,58.0,23.0,16.0,13.0,9.0,12.0,1.0,26.0,50.0,30.46,15.23,34.0,51.0,30.0,54.0,2.08,4.15,46.3,24.1,188.2,89.0,27.8,129.7,4.0,3.0,5.0,10.0,153.0,246.0,292.0,73.7,51.0,11.0,7.0,34.0,30.0,58.0,3.0,9.0,69.2,203.0,158.0,361.0,1.28,72.0,72.0,33.0,16.0,23.0,10.0,8.0,3.0,2.0,15.0,66.7,36.1,24.07,43.0,63.0,38.0,41.0,2.73,4.1,31.7,24.4,186.2,85.2,24.33,81.5,12.0,2.0,2.0,6.0,157.0,201.0,244.0,67.6,63.0,7.0,8.0,43.0,38.0,48.0,5.0,8.0,80.0
9349,2017.0,5.0,1.0,0.0,75.0,125.0,-50.0,0.0,10.0,186.0,173.0,359.0,1.08,80.0,79.0,40.0,10.0,16.0,11.0,7.0,8.0,1.0,20.0,55.0,32.64,17.95,41.0,50.0,33.0,49.0,2.45,4.45,38.8,22.4,188.0,88.8,26.33,121.6,5.0,2.0,6.0,9.0,141.0,219.0,266.0,74.1,50.0,15.0,12.0,41.0,33.0,51.0,3.0,7.0,63.6,245.0,211.0,456.0,1.16,99.0,72.0,51.0,16.0,10.0,19.0,13.0,9.0,2.0,30.0,63.3,24.0,15.2,39.0,44.0,34.0,56.0,1.87,2.95,50.0,33.9,187.2,86.9,26.33,122.2,7.0,2.0,6.0,7.0,163.0,286.0,355.0,77.9,44.0,10.0,11.0,39.0,34.0,75.0,6.0,13.0,68.4
9357,2017.0,6.0,0.0,0.0,103.0,62.0,41.0,1.0,6.0,261.0,186.0,447.0,1.4,137.0,69.0,25.0,20.0,13.0,16.0,8.0,7.0,0.0,23.0,69.6,27.94,19.43,39.0,49.0,38.0,52.0,2.26,3.25,44.2,30.8,188.0,89.1,26.8,126.6,5.0,3.0,4.0,10.0,148.0,296.0,337.0,75.4,49.0,15.0,11.0,39.0,38.0,43.0,6.0,8.0,50.0,194.0,164.0,358.0,1.18,84.0,60.0,54.0,13.0,20.0,9.0,2.0,7.0,1.0,17.0,52.9,39.78,21.06,35.0,56.0,36.0,51.0,3.0,5.67,31.4,17.6,187.4,86.8,24.58,79.9,11.0,3.0,4.0,4.0,127.0,223.0,260.0,72.6,56.0,8.0,6.0,35.0,36.0,37.0,5.0,2.0,22.2
9364,2017.0,7.0,1.0,1.0,97.0,87.0,10.0,1.0,13.0,212.0,138.0,350.0,1.54,97.0,58.0,30.0,16.0,20.0,15.0,11.0,6.0,1.0,22.0,68.2,23.33,15.91,35.0,59.0,48.0,39.0,1.77,2.6,53.8,38.5,187.8,89.4,27.8,129.0,4.0,4.0,4.0,10.0,156.0,198.0,255.0,72.9,59.0,17.0,7.0,35.0,48.0,41.0,5.0,11.0,73.3,241.0,180.0,421.0,1.34,118.0,62.0,48.0,20.0,16.0,12.0,9.0,12.0,3.0,27.0,44.4,35.08,15.59,44.0,52.0,23.0,68.0,2.52,5.67,35.3,17.6,188.2,87.6,25.16,102.8,5.0,7.0,4.0,6.0,146.0,276.0,311.0,73.9,52.0,19.0,12.0,44.0,23.0,58.0,11.0,9.0,75.0
