,Year,Round,H/A?,H/A Win?,Points For,Points Against,Margin,"Team Won? (1=W, 0=L)",Team_against_ID,Kicks,Handballs,Disposals,Kick to HB Ratio,Marks,Tackles,Hitouts,Frees For,Frees Against,Goals Kicked,Goal Assists1,Behinds Kicked,Rushed Behinds,Scoring Shots,Conversion %,Disposals Per Goal,Disposals Per Scoring Shot,Clearances1,Clangers1,Rebound 50s1,Inside 50s,In50s Per Scoring Shot,In50s Per Goal,% In50s Score,% In50s Goal,Height,Weight,Age,Av Games,<50 Games,50-99 Games,100-149 Games,>150 Games,Contested Poss,Uncontested Poss,Effective Disposals,Disposal Efficiency,Clangers2,Contested Marks,Marks Inside 50,Clearances2,Rebound 50s2,1%ers,Bounces,Goals Assists2,Goal Assist %,Kicks (O),Handballs (O),Disposals (O),Kick to HB Ratio (O),Marks (O),Tackles(O),Hitouts(O),Frees For(O),Frees Against(O),Goals Kicked(O),Goal Assists1(O),Behinds Kicked(O),Rushed Behinds(O),Scoring Shots(O),Conversion %(O),Disposals Per Goal(O),Disposals Per Scoring Shot(O),Clearances1(O),Clangers1(O),Rebound 50s1(O),Inside 50s(O),In50s Per Scoring Shot(O),In50s Per Goal(O),% In50s Score(O),% In50s Goal(O),Height(O),Weight(O),Age(O),Av Games(O),<50 Games(O),50-99 Games(O),100-149 Games(O),>150 Games(O),Contested Poss(O),Uncontested Poss(O),Effective Disposals(O),Disposal Efficiency(O),Clangers2(O),Contested Marks(O),Marks Inside 50(O),Clearances2(O),Rebound 50s2(O),1%ers(O),Bounces(O),Goals Assists2(O),Goal Assist %(O)
6314,2016.0,17.0,0.0,0.0,110.0,74.0,36.0,1.0,11.0,192.0,170.0,362.0,1.13,88.0,67.0,38.0,15.0,12.0,15.0,12.0,19.0,1.0,35.0,42.9,24.13,10.34,31.0,42.0,36.0,60.0,1.71,4.0,56.7,25.0,186.2,84.5,24.91,92.5,8.0,7.0,3.0,4.0,138.0,228.0,267.0,73.8,42.0,14.0,20.0,31.0,36.0,38.0,6.0,12.0,80.0,184.0,216.0,400.0,0.85,84.0,52.0,39.0,12.0,15.0,11.0,11.0,7.0,1.0,19.0,57.9,36.36,21.05,34.0,50.0,36.0,50.0,2.63,4.55,36.0,22.0,187.2,86.0,23.8,65.8,11.0,6.0,3.0,2.0,136.0,261.0,299.0,74.8,50.0,11.0,12.0,34.0,36.0,50.0,6.0,11.0,100.0
6320,2016.0,18.0,1.0,1.0,75.0,60.0,15.0,1.0,18.0,217.0,174.0,391.0,1.25,108.0,63.0,45.0,24.0,25.0,11.0,4.0,9.0,0.0,20.0,55.0,35.55,19.55,33.0,54.0,37.0,48.0,2.4,4.36,41.7,22.9,186.5,84.5,25.8,97.4,7.0,7.0,4.0,4.0,145.0,250.0,303.0,77.5,54.0,21.0,9.0,33.0,37.0,39.0,3.0,4.0,36.4,191.0,181.0,372.0,1.06,82.0,69.0,30.0,25.0,24.0,9.0,6.0,6.0,0.0,15.0,60.0,41.33,24.8,34.0,58.0,33.0,50.0,3.33,5.56,30.0,18.0,187.3,86.0,24.91,80.3,8.0,9.0,2.0,3.0,142.0,236.0,278.0,74.7,58.0,10.0,6.0,34.0,33.0,53.0,3.0,6.0,66.7
6330,2016.0,19.0,1.0,0.0,62.0,85.0,-23.0,0.0,12.0,167.0,157.0,324.0,1.06,71.0,56.0,32.0,19.0,24.0,8.0,3.0,12.0,2.0,22.0,36.4,40.5,14.73,26.0,47.0,27.0,57.0,2.59,7.12,35.1,14.0,186.5,84.6,25.8,98.1,7.0,7.0,4.0,4.0,126.0,194.0,239.0,73.8,47.0,13.0,12.0,26.0,27.0,28.0,9.0,3.0,37.5,198.0,173.0,371.0,1.14,96.0,62.0,39.0,24.0,19.0,12.0,9.0,11.0,2.0,25.0,48.0,30.92,14.84,34.0,44.0,43.0,44.0,1.76,3.67,52.3,27.3,187.0,87.0,27.66,154.2,4.0,4.0,4.0,10.0,135.0,245.0,286.0,77.1,44.0,15.0,13.0,34.0,43.0,41.0,10.0,9.0,75.0
6340,2016.0,20.0,1.0,1.0,122.0,51.0,71.0,1.0,3.0,238.0,166.0,404.0,1.43,132.0,62.0,28.0,17.0,9.0,19.0,14.0,7.0,1.0,27.0,70.4,21.26,14.96,31.0,46.0,32.0,54.0,2.0,2.84,48.1,35.2,186.8,85.3,25.74,108.7,6.0,7.0,4.0,5.0,129.0,272.0,306.0,75.7,46.0,10.0,27.0,31.0,32.0,33.0,17.0,14.0,73.7,189.0,191.0,380.0,0.99,79.0,63.0,40.0,9.0,17.0,7.0,3.0,8.0,1.0,16.0,43.8,54.29,23.75,33.0,57.0,35.0,41.0,2.56,5.86,36.6,17.1,188.7,88.2,25.41,91.2,9.0,4.0,5.0,4.0,126.0,257.0,285.0,75.0,57.0,8.0,7.0,33.0,35.0,52.0,7.0,3.0,42.9
6347,2016.0,21.0,0.0,1.0,76.0,146.0,-70.0,0.0,16.0,183.0,179.0,362.0,1.02,75.0,79.0,34.0,19.0,17.0,11.0,10.0,8.0,2.0,21.0,52.4,32.91,17.24,34.0,46.0,33.0,48.0,2.29,4.36,39.6,22.9,187.4,85.6,25.33,102.3,8.0,5.0,4.0,5.0,142.0,226.0,266.0,73.5,46.0,11.0,10.0,34.0,33.0,40.0,5.0,10.0,90.9,236.0,223.0,459.0,1.06,116.0,53.0,45.0,17.0,19.0,23.0,18.0,8.0,0.0,31.0,74.2,19.96,14.81,39.0,53.0,35.0,60.0,1.94,2.61,51.7,38.3,187.1,86.8,24.74,93.5,9.0,5.0,1.0,7.0,154.0,302.0,352.0,76.7,53.0,16.0,25.0,39.0,35.0,54.0,5.0,18.0,78.3
6354,2016.0,22.0,1.0,1.0,55.0,46.0,9.0,1.0,14.0,233.0,177.0,410.0,1.32,113.0,65.0,34.0,19.0,22.0,7.0,3.0,10.0,3.0,20.0,35.0,58.57,20.5,24.0,54.0,29.0,51.0,2.55,7.29,33.3,13.7,186.8,84.7,25.8,96.7,9.0,4.0,5.0,4.0,128.0,276.0,306.0,74.6,54.0,13.0,14.0,24.0,29.0,30.0,12.0,3.0,42.9,192.0,160.0,352.0,1.2,100.0,44.0,24.0,22.0,19.0,6.0,2.0,8.0,2.0,16.0,37.5,58.67,22.0,22.0,53.0,39.0,40.0,2.5,6.67,35.0,15.0,187.4,84.1,24.58,85.8,8.0,5.0,4.0,5.0,119.0,237.0,269.0,76.4,53.0,13.0,11.0,22.0,39.0,35.0,11.0,2.0,33.3
6362,2016.0,23.0,0.0,0.0,161.0,103.0,58.0,1.0,2.0,227.0,159.0,386.0,1.43,113.0,46.0,41.0,19.0,10.0,25.0,15.0,4.0,7.0,36.0,69.4,15.44,10.72,38.0,45.0,35.0,70.0,1.94,2.8,41.4,35.7,187.2,84.9,25.74,106.5,8.0,4.0,4.0,6.0,134.0,249.0,303.0,78.5,45.0,16.0,27.0,38.0,35.0,45.0,21.0,15.0,60.0,184.0,171.0,355.0,1.08,87.0,47.0,38.0,10.0,19.0,15.0,10.0,7.0,6.0,28.0,53.6,23.67,12.68,37.0,55.0,42.0,54.0,1.93,3.6,40.7,27.8,188.5,87.0,23.66,73.4,10.0,4.0,7.0,1.0,115.0,235.0,283.0,79.7,55.0,14.0,12.0,37.0,42.0,40.0,2.0,10.0,66.7
9309,2017.0,1.0,0.0,1.0,90.0,120.0,-30.0,0.0,11.0,179.0,158.0,337.0,1.13,64.0,53.0,19.0,20.0,15.0,13.0,5.0,10.0,2.0,25.0,52.0,25.92,13.48,31.0,51.0,32.0,43.0,1.72,3.31,53.5,30.2,187.5,87.3,25.16,91.3,6.0,8.0,5.0,3.0,139.0,199.0,235.0,69.7,51.0,9.0,10.0,31.0,32.0,39.0,6.0,5.0,38.5,255.0,199.0,454.0,1.28,123.0,61.0,54.0,15.0,20.0,18.0,12.0,10.0,2.0,30.0,60.0,25.22,15.13,44.0,60.0,24.0,55.0,1.83,3.06,50.9,32.7,187.8,88.7,23.8,74.6,12.0,3.0,4.0,3.0,147.0,306.0,352.0,77.5,60.0,9.0,17.0,44.0,24.0,46.0,2.0,12.0,66.7
9321,2017.0,2.0,1.0,0.0,97.0,116.0,-19.0,0.0,17.0,209.0,152.0,361.0,1.38,76.0,66.0,46.0,8.0,23.0,13.0,6.0,14.0,5.0,32.0,40.6,27.77,11.28,41.0,56.0,26.0,45.0,1.41,3.46,60.0,28.9,187.6,87.4,24.74,83.8,7.0,8.0,5.0,2.0,138.0,219.0,253.0,70.1,56.0,5.0,11.0,41.0,26.0,47.0,1.0,6.0,46.2,226.0,196.0,422.0,1.15,112.0,55.0,38.0,23.0,8.0,18.0,14.0,6.0,2.0,26.0,69.2,23.44,16.23,40.0,42.0,24.0,45.0,1.73,2.5,53.3,40.0,187.8,89.1,26.74,122.9,4.0,4.0,6.0,8.0,140.0,289.0,315.0,74.6,42.0,17.0,15.0,40.0,24.0,46.0,4.0,14.0,77.8
9331,2017.0,3.0,0.0,0.0,107.0,76.0,31.0,1.0,2.0,225.0,136.0,361.0,1.65,104.0,73.0,37.0,20.0,23.0,14.0,6.0,21.0,2.0,37.0,37.8,25.79,9.76,40.0,46.0,35.0,59.0,1.59,4.21,59.3,23.7,188.2,87.8,25.8,93.1,7.0,8.0,4.0,3.0,154.0,209.0,260.0,72.0,46.0,22.0,22.0,40.0,35.0,47.0,4.0,6.0,42.9,186.0,171.0,357.0,1.09,87.0,72.0,47.0,23.0,20.0,11.0,10.0,8.0,2.0,21.0,52.4,32.45,17.0,39.0,51.0,38.0,46.0,2.19,4.18,41.3,23.9,189.2,87.6,23.74,66.2,10.0,6.0,6.0,0.0,133.0,214.0,253.0,70.9,51.0,10.0,6.0,39.0,38.0,41.0,1.0,10.0,90.9
9340,2017.0,4.0,1.0,1.0,69.0,55.0,14.0,1.0,4.0,248.0,170.0,418.0,1.46,137.0,87.0,27.0,17.0,20.0,9.0,5.0,13.0,2.0,24.0,37.5,46.44,17.42,22.0,53.0,39.0,66.0,2.75,7.33,33.3,13.6,187.5,87.0,25.16,95.0,7.0,8.0,3.0,4.0,138.0,280.0,317.0,75.8,53.0,19.0,18.0,22.0,39.0,47.0,12.0,5.0,55.6,204.0,187.0,391.0,1.09,94.0,56.0,39.0,20.0,17.0,7.0,4.0,12.0,1.0,20.0,35.0,55.86,19.55,40.0,58.0,47.0,50.0,2.5,7.14,38.0,14.0,187.4,88.1,25.24,92.5,6.0,6.0,7.0,3.0,152.0,246.0,282.0,72.1,58.0,8.0,12.0,40.0,47.0,56.0,7.0,4.0,57.1
9348,2017.0,5.0,0.0,1.0,88.0,126.0,-38.0,0.0,7.0,197.0,174.0,371.0,1.13,82.0,67.0,30.0,22.0,24.0,13.0,8.0,6.0,4.0,23.0,56.5,28.54,16.13,32.0,69.0,44.0,52.0,2.26,4.0,36.5,25.0,187.6,87.4,25.8,93.9,8.0,7.0,4.0,3.0,132.0,240.0,272.0,73.3,69.0,3.0,10.0,32.0,44.0,56.0,12.0,8.0,61.5,227.0,222.0,449.0,1.02,101.0,82.0,43.0,24.0,22.0,19.0,12.0,10.0,2.0,31.0,61.3,23.63,14.48,37.0,57.0,37.0,65.0,2.1,3.42,44.6,29.2,190.5,90.3,26.16,109.6,7.0,4.0,5.0,6.0,156.0,298.0,338.0,75.3,57.0,14.0,14.0,37.0,37.0,43.0,6.0,12.0,63.2
9353,2017.0,6.0,1.0,1.0,130.0,55.0,75.0,1.0,10.0,253.0,215.0,468.0,1.18,123.0,61.0,38.0,17.0,10.0,19.0,13.0,11.0,5.0,35.0,54.3,24.63,13.37,35.0,44.0,35.0,56.0,1.6,2.95,53.6,33.9,187.8,87.9,25.41,96.7,8.0,7.0,4.0,3.0,146.0,324.0,371.0,79.3,44.0,14.0,15.0,35.0,35.0,40.0,11.0,13.0,68.4,215.0,170.0,385.0,1.26,120.0,44.0,33.0,10.0,17.0,8.0,6.0,7.0,0.0,15.0,53.3,48.12,25.67,29.0,50.0,32.0,44.0,2.93,5.5,34.1,18.2,187.5,87.1,26.16,117.0,8.0,2.0,6.0,6.0,114.0,270.0,295.0,76.6,50.0,11.0,8.0,29.0,32.0,66.0,2.0,6.0,75.0
9361,2017.0,7.0,0.0,0.0,108.0,85.0,23.0,1.0,9.0,216.0,173.0,389.0,1.25,84.0,87.0,49.0,22.0,10.0,16.0,11.0,10.0,2.0,28.0,57.1,24.31,13.89,49.0,40.0,32.0,57.0,2.04,3.56,45.6,28.1,187.9,87.6,25.33,94.8,9.0,6.0,4.0,3.0,155.0,231.0,280.0,72.0,40.0,7.0,10.0,49.0,32.0,49.0,11.0,11.0,68.8,194.0,197.0,391.0,0.98,74.0,78.0,45.0,10.0,22.0,12.0,8.0,10.0,3.0,25.0,48.0,32.58,15.64,38.0,55.0,35.0,46.0,1.84,3.83,47.8,26.1,188.9,89.0,24.58,90.7,6.0,8.0,4.0,4.0,143.0,254.0,291.0,74.4,55.0,3.0,11.0,38.0,35.0,58.0,5.0,8.0,66.7
9372,2017.0,8.0,0.0,0.0,85.0,66.0,19.0,1.0,3.0,215.0,205.0,420.0,1.05,106.0,49.0,34.0,17.0,16.0,12.0,10.0,12.0,1.0,25.0,48.0,35.0,16.8,33.0,57.0,23.0,55.0,2.2,4.58,43.6,21.8,187.5,87.7,25.33,97.9,7.0,8.0,4.0,3.0,136.0,287.0,324.0,77.1,57.0,9.0,14.0,33.0,23.0,39.0,5.0,10.0,83.3,235.0,116.0,351.0,2.03,130.0,66.0,26.0,16.0,17.0,10.0,7.0,3.0,3.0,16.0,62.5,35.1,21.94,29.0,45.0,37.0,33.0,2.06,3.3,39.4,30.3,188.5,87.0,24.8,86.5,9.0,6.0,3.0,4.0,116.0,222.0,268.0,76.4,45.0,19.0,12.0,29.0,37.0,30.0,3.0,7.0,70.0
9380,2017.0,9.0,0.0,1.0,68.0,118.0,-50.0,0.0,16.0,204.0,220.0,424.0,0.93,94.0,73.0,40.0,19.0,17.0,10.0,8.0,7.0,1.0,18.0,55.6,42.4,23.56,37.0,52.0,38.0,47.0,2.61,4.7,36.2,21.3,187.7,87.5,25.8,96.6,8.0,6.0,4.0,4.0,141.0,292.0,321.0,75.7,52.0,5.0,6.0,37.0,38.0,49.0,10.0,8.0,80.0,241.0,190.0,431.0,1.27,129.0,51.0,33.0,17.0,18.0,18.0,11.0,8.0,2.0,28.0,64.3,23.94,15.39,28.0,54.0,36.0,56.0,2.0,3.11,46.4,32.1,187.8,87.6,25.0,93.5,9.0,4.0,3.0,6.0,146.0,288.0,327.0,75.9,54.0,9.0,18.0,28.0,36.0,44.0,4.0,11.0,61.1
9389,2017.0,10.0,1.0,0.0,50.0,90.0,-40.0,0.0,18.0,217.0,219.0,436.0,0.99,109.0,95.0,58.0,11.0,15.0,7.0,6.0,6.0,2.0,15.0,46.7,62.29,29.07,39.0,51.0,40.0,49.0,3.27,7.0,26.5,14.3,187.1,86.9,24.8,86.4,9.0,5.0,5.0,3.0,141.0,291.0,337.0,77.3,51.0,11.0,9.0,39.0,40.0,43.0,6.0,6.0,85.7,188.0,247.0,435.0,0.76,76.0,63.0,29.0,15.0,11.0,13.0,12.0,12.0,0.0,25.0,52.0,33.46,17.4,32.0,38.0,39.0,58.0,2.32,4.46,43.1,22.4,187.9,86.1,25.16,91.2,8.0,7.0,4.0,3.0,143.0,296.0,331.0,76.1,38.0,6.0,14.0,32.0,39.0,49.0,13.0,12.0,92.3
9403,2017.0,12.0,1.0,0.0,54.0,111.0,-57.0,0.0,1.0,194.0,219.0,413.0,0.89,78.0,60.0,34.0,15.0,27.0,7.0,5.0,12.0,0.0,19.0,36.8,59.0,21.74,35.0,65.0,38.0,45.0,2.37,6.43,42.2,15.6,188.1,88.1,24.91,87.6,7.0,7.0,5.0,3.0,154.0,252.0,294.0,71.2,65.0,17.0,13.0,35.0,38.0,42.0,1.0,5.0,71.4,213.0,205.0,418.0,1.04,92.0,63.0,42.0,27.0,15.0,16.0,6.0,12.0,3.0,31.0,51.6,26.12,13.48,37.0,57.0,32.0,61.0,1.97,3.81,45.9,26.2,188.4,88.1,25.33,88.8,8.0,6.0,4.0,4.0,159.0,259.0,303.0,72.5,57.0,13.0,13.0,37.0,32.0,45.0,14.0,6.0,37.5
9410,2017.0,13.0,1.0,1.0,89.0,72.0,17.0,1.0,12.0,206.0,175.0,381.0,1.18,101.0,72.0,32.0,19.0,17.0,12.0,9.0,16.0,1.0,29.0,41.4,31.75,13.14,30.0,48.0,37.0,56.0,1.93,4.67,50.0,21.4,187.4,87.3,25.49,103.9,5.0,8.0,5.0,4.0,132.0,247.0,283.0,74.3,48.0,8.0,14.0,30.0,37.0,41.0,8.0,9.0,75.0,174.0,204.0,378.0,0.85,76.0,69.0,37.0,17.0,19.0,10.0,6.0,10.0,2.0,22.0,45.5,37.8,17.18,33.0,60.0,33.0,50.0,2.27,5.0,40.0,20.0,187.7,88.0,25.58,94.5,8.0,5.0,2.0,7.0,139.0,243.0,268.0,70.9,60.0,10.0,10.0,33.0,33.0,46.0,13.0,6.0,60.0
9423,2017.0,14.0,0.0,0.0,103.0,72.0,31.0,1.0,8.0,208.0,168.0,376.0,1.24,98.0,75.0,31.0,19.0,15.0,14.0,10.0,17.0,2.0,33.0,42.4,26.86,11.39,30.0,38.0,34.0,53.0,1.61,3.79,58.5,26.4,187.4,87.3,25.49,104.9,5.0,8.0,5.0,4.0,125.0,251.0,280.0,74.5,38.0,7.0,17.0,30.0,34.0,33.0,3.0,10.0,71.4,222.0,182.0,404.0,1.22,126.0,55.0,36.0,15.0,19.0,10.0,9.0,12.0,0.0,22.0,45.5,40.4,18.36,32.0,55.0,37.0,49.0,2.23,4.9,44.9,20.4,187.6,85.7,23.16,62.7,8.0,10.0,3.0,1.0,124.0,283.0,314.0,77.7,55.0,10.0,12.0,32.0,37.0,41.0,13.0,9.0,90.0
9432,2017.0,15.0,1.0,1.0,89.0,80.0,9.0,1.0,6.0,198.0,190.0,388.0,1.04,84.0,74.0,51.0,18.0,17.0,12.0,11.0,14.0,3.0,29.0,41.4,32.33,13.38,35.0,49.0,34.0,48.0,1.66,4.0,54.2,25.0,187.3,87.2,25.49,105.4,5.0,8.0,5.0,4.0,144.0,241.0,283.0,72.9,49.0,9.0,17.0,35.0,34.0,33.0,13.0,11.0,91.7,224.0,195.0,419.0,1.15,117.0,76.0,35.0,17.0,18.0,12.0,9.0,8.0,0.0,20.0,60.0,34.92,20.95,31.0,58.0,32.0,47.0,2.35,3.92,42.6,25.5,187.5,88.1,24.74,86.9,10.0,2.0,7.0,3.0,150.0,271.0,304.0,72.6,58.0,16.0,6.0,31.0,32.0,38.0,4.0,9.0,75.0
9438,2017.0,16.0,0.0,0.0,138.0,71.0,67.0,1.0,14.0,221.0,208.0,429.0,1.06,109.0,66.0,47.0,18.0,15.0,21.0,15.0,11.0,1.0,33.0,63.6,20.43,13.0,34.0,61.0,34.0,64.0,1.94,3.05,50.0,32.8,187.2,86.1,25.33,102.2,7.0,5.0,6.0,4.0,142.0,286.0,331.0,77.2,61.0,21.0,19.0,34.0,34.0,43.0,11.0,15.0,71.4,175.0,144.0,319.0,1.22,93.0,54.0,18.0,15.0,18.0,10.0,7.0,11.0,0.0,21.0,47.6,31.9,15.19,29.0,56.0,36.0,45.0,2.14,4.5,46.7,22.2,185.1,84.1,24.66,91.8,9.0,3.0,4.0,6.0,128.0,201.0,220.0,69.0,56.0,13.0,20.0,29.0,36.0,38.0,4.0,7.0,70.0
9442,2017.0,17.0,0.0,1.0,57.0,118.0,-61.0,0.0,5.0,193.0,183.0,376.0,1.05,90.0,50.0,25.0,11.0,14.0,7.0,6.0,14.0,1.0,22.0,31.8,53.71,17.09,32.0,48.0,41.0,44.0,2.0,6.29,47.7,15.9,187.4,86.1,25.24,101.6,7.0,5.0,6.0,4.0,120.0,251.0,282.0,75.0,48.0,12.0,10.0,32.0,41.0,32.0,5.0,6.0,85.7,256.0,186.0,442.0,1.38,138.0,68.0,32.0,14.0,11.0,17.0,12.0,14.0,2.0,33.0,51.5,26.0,13.39,29.0,53.0,34.0,61.0,1.85,3.59,50.8,27.9,186.1,85.9,25.49,100.8,7.0,8.0,3.0,4.0,135.0,295.0,347.0,78.5,53.0,19.0,20.0,29.0,34.0,27.0,11.0,12.0,70.6
9455,2017.0,18.0,1.0,0.0,59.0,101.0,-42.0,0.0,16.0,209.0,193.0,402.0,1.08,93.0,54.0,48.0,22.0,15.0,9.0,8.0,3.0,2.0,14.0,64.3,44.67,28.71,28.0,53.0,45.0,37.0,2.64,4.11,32.4,24.3,187.9,87.4,25.16,99.5,6.0,7.0,6.0,3.0,146.0,264.0,306.0,76.1,53.0,12.0,5.0,28.0,45.0,38.0,3.0,8.0,88.9,202.0,158.0,360.0,1.28,90.0,53.0,27.0,15.0,22.0,14.0,12.0,15.0,2.0,31.0,45.2,25.71,11.61,35.0,59.0,25.0,65.0,2.1,4.64,44.6,21.5,187.2,87.4,25.66,108.3,9.0,4.0,2.0,7.0,156.0,211.0,264.0,73.3,59.0,23.0,16.0,35.0,25.0,65.0,2.0,12.0,85.7
9463,2017.0,19.0,1.0,0.0,61.0,63.0,-2.0,0.0,13.0,198.0,161.0,359.0,1.23,62.0,75.0,33.0,28.0,19.0,8.0,5.0,11.0,2.0,21.0,38.1,44.88,17.1,43.0,57.0,50.0,54.0,2.57,6.75,35.2,14.8,187.0,86.4,24.0,76.1,8.0,6.0,6.0,2.0,153.0,197.0,250.0,69.6,57.0,13.0,8.0,43.0,50.0,58.0,5.0,5.0,62.5,230.0,109.0,339.0,2.11,83.0,72.0,51.0,19.0,28.0,9.0,4.0,6.0,3.0,18.0,50.0,37.67,18.83,35.0,84.0,45.0,60.0,3.33,6.67,25.0,15.0,187.8,87.3,25.8,115.0,4.0,5.0,5.0,8.0,151.0,173.0,207.0,61.1,84.0,16.0,11.0,35.0,45.0,51.0,1.0,4.0,44.4
9475,2017.0,20.0,0.0,0.0,103.0,95.0,8.0,1.0,17.0,236.0,191.0,427.0,1.24,107.0,83.0,53.0,21.0,12.0,15.0,12.0,10.0,3.0,28.0,53.6,28.47,15.25,42.0,45.0,28.0,62.0,2.21,4.13,40.3,24.2,188.1,87.9,24.8,93.4,6.0,7.0,6.0,3.0,162.0,272.0,320.0,74.9,45.0,16.0,18.0,42.0,28.0,39.0,14.0,12.0,80.0,188.0,152.0,340.0,1.24,84.0,51.0,23.0,12.0,21.0,14.0,12.0,10.0,1.0,25.0,56.0,24.29,13.6,30.0,55.0,42.0,46.0,1.84,3.29,52.2,30.4,187.0,88.1,26.58,135.1,4.0,3.0,5.0,10.0,128.0,222.0,243.0,71.5,55.0,5.0,12.0,30.0,42.0,63.0,8.0,12.0,85.7
9484,2017.0,21.0,1.0,0.0,72.0,96.0,-24.0,0.0,11.0,203.0,190.0,393.0,1.07,85.0,70.0,34.0,20.0,20.0,10.0,7.0,10.0,2.0,22.0,45.5,39.3,17.86,31.0,62.0,43.0,55.0,2.5,5.5,36.4,18.2,188.1,87.8,24.66,88.1,6.0,7.0,5.0,4.0,151.0,245.0,280.0,71.2,62.0,12.0,13.0,31.0,43.0,44.0,11.0,7.0,70.0,212.0,211.0,423.0,1.0,100.0,58.0,23.0,20.0,20.0,14.0,12.0,8.0,4.0,26.0,53.8,30.21,16.27,27.0,45.0,38.0,62.0,2.38,4.43,35.5,22.6,187.5,88.8,24.91,90.3,10.0,4.0,4.0,4.0,159.0,274.0,309.0,73.0,45.0,10.0,15.0,27.0,38.0,55.0,12.0,12.0,85.7
9494,2017.0,22.0,0.0,0.0,127.0,78.0,49.0,1.0,12.0,201.0,231.0,432.0,0.87,98.0,70.0,34.0,12.0,12.0,18.0,15.0,13.0,6.0,37.0,48.6,24.0,11.68,45.0,37.0,29.0,61.0,1.65,3.39,50.8,29.5,188.4,88.3,25.33,104.1,5.0,7.0,5.0,5.0,132.0,304.0,343.0,79.4,37.0,7.0,15.0,45.0,29.0,38.0,12.0,15.0,83.3,179.0,197.0,376.0,0.91,86.0,64.0,37.0,12.0,12.0,12.0,9.0,6.0,0.0,18.0,66.7,31.33,20.89,26.0,48.0,38.0,44.0,2.44,3.67,40.9,27.3,188.8,88.3,24.49,85.7,10.0,3.0,2.0,7.0,138.0,228.0,280.0,74.5,48.0,16.0,18.0,26.0,38.0,40.0,7.0,9.0,75.0
9501,2017.0,23.0,1.0,0.0,81.0,122.0,-41.0,0.0,14.0,190.0,204.0,394.0,0.93,66.0,63.0,48.0,16.0,18.0,12.0,10.0,9.0,0.0,21.0,57.1,32.83,18.76,44.0,63.0,36.0,52.0,2.48,4.33,40.4,23.1,187.5,87.5,24.91,97.9,5.0,8.0,5.0,4.0,158.0,239.0,275.0,69.8,63.0,12.0,12.0,44.0,36.0,44.0,6.0,10.0,83.3,219.0,172.0,391.0,1.27,101.0,64.0,32.0,18.0,16.0,19.0,15.0,6.0,2.0,27.0,70.4,20.58,14.48,34.0,53.0,34.0,58.0,2.15,3.05,43.1,32.8,186.5,85.6,24.8,96.6,9.0,3.0,3.0,7.0,144.0,244.0,288.0,73.7,53.0,11.0,13.0,34.0,34.0,39.0,8.0,15.0,78.9
9516,2018.0,1.0,0.0,0.0,107.0,82.0,25.0,1.0,2.0,242.0,180.0,422.0,1.34,135.0,48.0,25.0,21.0,25.0,16.0,14.0,8.0,3.0,27.0,59.3,26.38,15.63,27.0,57.0,35.0,59.0,2.19,3.69,40.7,27.1,188.1,88.4,24.8,81.9,7.0,7.0,4.0,4.0,133.0,300.0,325.0,77.0,57.0,5.0,13.0,27.0,35.0,54.0,11.0,14.0,87.5,215.0,160.0,375.0,1.34,87.0,44.0,44.0,25.0,21.0,12.0,8.0,9.0,1.0,22.0,54.5,31.25,17.05,44.0,65.0,37.0,49.0,2.23,4.08,42.9,24.5,188.6,89.2,24.66,87.7,6.0,9.0,4.0,3.0,139.0,232.0,265.0,70.7,65.0,9.0,9.0,44.0,37.0,45.0,3.0,8.0,66.7
9524,2018.0,2.0,1.0,0.0,43.0,95.0,-52.0,0.0,12.0,192.0,180.0,372.0,1.07,87.0,75.0,19.0,16.0,23.0,5.0,3.0,8.0,5.0,18.0,27.8,74.4,20.67,28.0,66.0,49.0,41.0,2.28,8.2,31.7,12.2,188.1,88.4,24.8,82.9,7.0,7.0,4.0,4.0,119.0,258.0,278.0,74.7,66.0,9.0,9.0,28.0,49.0,50.0,17.0,3.0,60.0,222.0,142.0,364.0,1.56,100.0,65.0,51.0,23.0,16.0,13.0,9.0,16.0,1.0,30.0,43.3,28.0,12.13,30.0,56.0,31.0,66.0,2.2,5.08,43.9,19.7,187.0,87.4,25.41,96.4,7.0,6.0,2.0,7.0,150.0,219.0,255.0,70.1,56.0,13.0,17.0,30.0,31.0,40.0,4.0,9.0,69.2
9537,2018.0,3.0,0.0,1.0,55.0,104.0,-49.0,0.0,1.0,220.0,157.0,377.0,1.4,101.0,51.0,22.0,17.0,21.0,7.0,4.0,10.0,3.0,20.0,35.0,53.86,18.85,31.0,53.0,31.0,54.0,2.7,7.71,31.5,13.0,188.0,87.6,24.49,77.5,9.0,5.0,4.0,4.0,135.0,247.0,278.0,73.7,53.0,11.0,12.0,31.0,31.0,46.0,7.0,4.0,57.1,236.0,161.0,397.0,1.47,111.0,79.0,42.0,21.0,17.0,15.0,12.0,12.0,2.0,29.0,51.7,26.47,13.69,34.0,42.0,41.0,51.0,1.76,3.4,52.9,29.4,187.6,88.1,26.16,107.5,7.0,3.0,5.0,7.0,134.0,255.0,315.0,79.3,42.0,12.0,14.0,34.0,41.0,51.0,8.0,12.0,80.0
