,Year,Round,H/A?,H/A Win?,Points For,Points Against,Margin,"Team Won? (1=W, 0=L)",Team_against_ID,Kicks,Handballs,Disposals,Kick to HB Ratio,Marks,Tackles,Hitouts,Frees For,Frees Against,Goals Kicked,Goal Assists1,Behinds Kicked,Rushed Behinds,Scoring Shots,Conversion %,Disposals Per Goal,Disposals Per Scoring Shot,Clearances1,Clangers1,Rebound 50s1,Inside 50s,In50s Per Scoring Shot,In50s Per Goal,% In50s Score,% In50s Goal,Height,Weight,Age,Av Games,<50 Games,50-99 Games,100-149 Games,>150 Games,Contested Poss,Uncontested Poss,Effective Disposals,Disposal Efficiency,Clangers2,Contested Marks,Marks Inside 50,Clearances2,Rebound 50s2,1%ers,Bounces,Goals Assists2,Goal Assist %,Kicks (O),Handballs (O),Disposals (O),Kick to HB Ratio (O),Marks (O),Tackles(O),Hitouts(O),Frees For(O),Frees Against(O),Goals Kicked(O),Goal Assists1(O),Behinds Kicked(O),Rushed Behinds(O),Scoring Shots(O),Conversion %(O),Disposals Per Goal(O),Disposals Per Scoring Shot(O),Clearances1(O),Clangers1(O),Rebound 50s1(O),Inside 50s(O),In50s Per Scoring Shot(O),In50s Per Goal(O),% In50s Score(O),% In50s Goal(O),Height(O),Weight(O),Age(O),Av Games(O),<50 Games(O),50-99 Games(O),100-149 Games(O),>150 Games(O),Contested Poss(O),Uncontested Poss(O),Effective Disposals(O),Disposal Efficiency(O),Clangers2(O),Contested Marks(O),Marks Inside 50(O),Clearances2(O),Rebound 50s2(O),1%ers(O),Bounces(O),Goals Assists2(O),Goal Assist %(O)
5707,2013.0,19.0,1.0,0.0,77.0,108.0,-31.0,0.0,2.0,213.0,148.0,361.0,1.44,91.0,41.0,37.0,19.0,7.0,11.0,9.0,8.0,3.0,22.0,50.0,32.82,16.41,39.0,37.0,35.0,49.0,2.23,4.45,38.8,22.4,186.5,85.7,25.41,103.0,9.0,5.0,1.0,7.0,134.0,218.0,261.0,72.3,37.0,15.0,7.0,39.0,35.0,43.0,37.0,9.0,81.8,222.0,164.0,386.0,1.35,114.0,52.0,44.0,7.0,19.0,16.0,10.0,9.0,3.0,28.0,57.1,24.12,13.79,38.0,51.0,33.0,53.0,1.89,3.31,47.2,30.2,187.3,87.2,24.33,82.2,10.0,5.0,2.0,5.0,130.0,254.0,279.0,72.3,51.0,14.0,7.0,38.0,33.0,49.0,14.0,10.0,62.5
5712,2013.0,20.0,0.0,1.0,56.0,102.0,-46.0,0.0,10.0,211.0,170.0,381.0,1.24,95.0,46.0,24.0,19.0,15.0,7.0,5.0,11.0,3.0,21.0,33.3,54.43,18.14,27.0,36.0,38.0,47.0,2.24,6.71,38.3,14.9,185.7,85.0,25.49,110.6,7.0,5.0,2.0,8.0,119.0,264.0,290.0,76.1,36.0,8.0,8.0,27.0,38.0,39.0,14.0,5.0,71.4,239.0,176.0,415.0,1.36,122.0,55.0,34.0,15.0,18.0,14.0,10.0,13.0,5.0,32.0,43.8,29.64,12.97,36.0,30.0,37.0,57.0,1.78,4.07,47.4,24.6,186.3,87.4,26.0,111.8,5.0,7.0,2.0,8.0,110.0,303.0,331.0,79.8,30.0,6.0,14.0,36.0,37.0,39.0,15.0,10.0,71.4
5728,2013.0,21.0,1.0,0.0,59.0,118.0,-59.0,0.0,16.0,199.0,178.0,377.0,1.12,91.0,46.0,36.0,13.0,13.0,8.0,7.0,10.0,1.0,19.0,42.1,47.12,19.84,38.0,51.0,41.0,41.0,2.16,5.12,43.9,19.5,186.1,85.8,25.66,113.4,7.0,5.0,2.0,8.0,134.0,247.0,286.0,75.9,51.0,16.0,9.0,38.0,41.0,34.0,24.0,7.0,87.5,212.0,177.0,389.0,1.2,85.0,57.0,52.0,13.0,13.0,18.0,15.0,9.0,1.0,28.0,64.3,21.61,13.89,39.0,51.0,29.0,63.0,2.25,3.5,42.9,28.6,187.1,89.2,26.58,120.9,3.0,7.0,7.0,5.0,141.0,241.0,295.0,75.8,51.0,11.0,19.0,39.0,29.0,51.0,9.0,15.0,83.3
5736,2013.0,22.0,0.0,0.0,116.0,70.0,46.0,1.0,8.0,249.0,170.0,419.0,1.46,127.0,43.0,45.0,17.0,12.0,17.0,11.0,10.0,4.0,31.0,54.8,24.65,13.52,32.0,39.0,23.0,63.0,2.03,3.71,42.9,27.0,185.8,85.1,26.33,124.0,7.0,4.0,2.0,9.0,127.0,289.0,325.0,77.6,39.0,11.0,24.0,32.0,23.0,27.0,36.0,11.0,64.7,182.0,151.0,333.0,1.21,92.0,28.0,24.0,12.0,17.0,10.0,6.0,7.0,3.0,20.0,50.0,33.3,16.65,30.0,51.0,40.0,35.0,1.75,3.5,48.6,28.6,187.3,86.9,23.24,57.6,13.0,5.0,1.0,3.0,107.0,222.0,254.0,76.3,51.0,7.0,11.0,30.0,40.0,38.0,15.0,6.0,60.0
5743,2013.0,23.0,0.0,0.0,112.0,41.0,71.0,1.0,6.0,268.0,252.0,520.0,1.06,143.0,48.0,22.0,13.0,14.0,16.0,14.0,14.0,2.0,32.0,50.0,32.5,16.25,29.0,44.0,19.0,61.0,1.91,3.81,49.2,26.2,186.9,86.7,26.91,135.5,5.0,5.0,2.0,10.0,143.0,384.0,414.0,79.6,44.0,13.0,27.0,29.0,19.0,42.0,15.0,14.0,87.5,163.0,128.0,291.0,1.27,67.0,42.0,45.0,14.0,13.0,6.0,4.0,4.0,1.0,11.0,54.5,48.5,26.45,29.0,40.0,40.0,27.0,2.45,4.5,37.0,22.2,189.1,87.9,23.8,63.0,13.0,4.0,1.0,4.0,115.0,171.0,209.0,71.8,40.0,8.0,7.0,29.0,40.0,45.0,11.0,4.0,66.7
5764,2014.0,1.0,0.0,0.0,68.0,51.0,17.0,1.0,11.0,227.0,121.0,348.0,1.88,118.0,54.0,34.0,16.0,10.0,10.0,8.0,6.0,2.0,18.0,55.6,34.8,19.33,40.0,40.0,41.0,38.0,2.11,3.8,42.1,26.3,188.0,85.8,24.16,67.6,12.0,4.0,3.0,3.0,125.0,224.0,260.0,74.7,40.0,8.0,8.0,40.0,41.0,41.0,27.0,8.0,80.0,215.0,193.0,408.0,1.11,109.0,56.0,47.0,10.0,16.0,6.0,5.0,11.0,4.0,21.0,28.6,68.0,19.43,30.0,46.0,26.0,47.0,2.24,7.83,36.2,12.8,187.9,86.8,24.58,62.3,12.0,4.0,4.0,2.0,121.0,293.0,318.0,77.9,46.0,5.0,10.0,30.0,26.0,48.0,7.0,5.0,83.3
5768,2014.0,2.0,0.0,0.0,95.0,88.0,7.0,1.0,9.0,226.0,141.0,367.0,1.6,115.0,74.0,30.0,15.0,16.0,15.0,10.0,4.0,1.0,20.0,75.0,24.47,18.35,40.0,61.0,33.0,50.0,2.5,3.33,38.0,30.0,187.6,86.2,25.33,90.2,10.0,4.0,3.0,5.0,147.0,224.0,268.0,73.0,61.0,17.0,15.0,40.0,33.0,45.0,8.0,10.0,66.7,197.0,157.0,354.0,1.25,76.0,69.0,56.0,16.0,15.0,13.0,7.0,8.0,2.0,23.0,56.5,27.23,15.39,37.0,43.0,35.0,52.0,2.26,4.0,40.4,25.0,186.8,85.0,22.58,53.4,16.0,2.0,2.0,2.0,141.0,204.0,246.0,69.5,43.0,5.0,7.0,37.0,35.0,50.0,19.0,7.0,53.8
5779,2014.0,3.0,1.0,0.0,58.0,83.0,-25.0,0.0,17.0,179.0,167.0,346.0,1.07,71.0,76.0,29.0,17.0,19.0,8.0,6.0,10.0,0.0,18.0,44.4,43.25,19.22,42.0,55.0,26.0,38.0,2.11,4.75,47.4,21.1,187.3,85.7,25.24,89.1,11.0,3.0,3.0,5.0,148.0,199.0,230.0,66.5,55.0,10.0,8.0,42.0,26.0,34.0,5.0,6.0,75.0,195.0,133.0,328.0,1.47,91.0,66.0,60.0,19.0,17.0,12.0,10.0,11.0,0.0,23.0,52.2,27.33,14.26,37.0,42.0,27.0,43.0,1.87,3.58,53.5,27.9,189.7,88.4,25.8,96.6,5.0,8.0,6.0,3.0,137.0,189.0,220.0,67.1,42.0,10.0,13.0,37.0,27.0,48.0,14.0,10.0,83.3
5791,2014.0,4.0,0.0,1.0,50.0,136.0,-86.0,0.0,1.0,185.0,152.0,337.0,1.22,79.0,57.0,30.0,9.0,9.0,7.0,5.0,7.0,1.0,15.0,46.7,48.14,22.47,37.0,40.0,30.0,48.0,3.2,6.86,29.2,14.6,186.7,85.5,25.0,86.1,11.0,4.0,2.0,5.0,126.0,204.0,226.0,67.1,40.0,4.0,8.0,37.0,30.0,49.0,12.0,5.0,71.4,242.0,179.0,421.0,1.35,127.0,67.0,43.0,9.0,9.0,20.0,18.0,10.0,6.0,36.0,55.6,21.05,11.69,37.0,34.0,40.0,53.0,1.47,2.65,56.6,37.7,185.0,87.3,25.8,85.9,8.0,7.0,3.0,4.0,126.0,290.0,326.0,77.4,34.0,12.0,17.0,37.0,40.0,38.0,19.0,18.0,90.0
5797,2014.0,5.0,1.0,1.0,81.0,65.0,16.0,1.0,5.0,236.0,169.0,405.0,1.4,123.0,52.0,38.0,13.0,13.0,11.0,10.0,8.0,7.0,26.0,42.3,36.82,15.58,34.0,38.0,34.0,42.0,1.62,3.82,45.2,26.2,186.5,84.7,24.8,88.6,12.0,2.0,2.0,6.0,122.0,286.0,314.0,77.5,38.0,5.0,14.0,34.0,34.0,43.0,15.0,10.0,90.9,233.0,177.0,410.0,1.32,136.0,46.0,29.0,13.0,13.0,9.0,6.0,9.0,2.0,20.0,45.0,45.56,20.5,30.0,38.0,29.0,44.0,2.2,4.89,40.9,20.5,188.8,87.0,25.24,98.8,6.0,10.0,1.0,5.0,120.0,291.0,318.0,77.6,38.0,10.0,9.0,30.0,29.0,42.0,2.0,6.0,66.7
5803,2014.0,6.0,0.0,1.0,79.0,82.0,-3.0,0.0,2.0,217.0,172.0,389.0,1.26,93.0,71.0,53.0,21.0,22.0,11.0,5.0,12.0,1.0,24.0,45.8,35.36,16.21,46.0,61.0,43.0,60.0,2.5,5.45,38.3,18.3,187.0,84.9,24.58,83.2,12.0,3.0,2.0,5.0,143.0,236.0,274.0,70.4,61.0,10.0,8.0,46.0,43.0,56.0,5.0,5.0,45.5,186.0,152.0,338.0,1.22,59.0,80.0,50.0,22.0,21.0,12.0,9.0,6.0,4.0,22.0,54.5,28.17,15.36,45.0,52.0,48.0,57.0,2.59,4.75,31.6,21.1,188.0,86.3,23.74,72.5,11.0,4.0,3.0,4.0,137.0,196.0,237.0,70.1,52.0,7.0,5.0,45.0,48.0,57.0,6.0,9.0,75.0
5812,2014.0,7.0,1.0,0.0,30.0,175.0,-145.0,0.0,10.0,172.0,156.0,328.0,1.1,62.0,73.0,40.0,12.0,10.0,4.0,3.0,2.0,4.0,10.0,40.0,82.0,32.8,45.0,40.0,36.0,25.0,2.5,6.25,24.0,16.0,186.5,85.6,25.8,93.1,11.0,2.0,3.0,6.0,134.0,186.0,221.0,67.4,40.0,7.0,5.0,45.0,36.0,42.0,5.0,3.0,75.0,261.0,217.0,478.0,1.2,113.0,56.0,50.0,10.0,12.0,27.0,19.0,12.0,1.0,40.0,67.5,17.7,11.95,48.0,37.0,20.0,68.0,1.7,2.52,57.4,39.7,187.1,87.5,25.91,117.0,5.0,7.0,1.0,9.0,145.0,314.0,372.0,77.8,37.0,10.0,24.0,48.0,20.0,62.0,17.0,19.0,70.4
5825,2014.0,8.0,0.0,1.0,69.0,101.0,-32.0,0.0,3.0,179.0,145.0,324.0,1.23,67.0,67.0,30.0,12.0,15.0,9.0,6.0,12.0,3.0,24.0,37.5,36.0,13.5,41.0,44.0,40.0,46.0,1.92,5.11,45.7,19.6,187.4,86.3,24.8,87.0,13.0,1.0,2.0,6.0,131.0,191.0,212.0,65.4,44.0,7.0,11.0,41.0,40.0,43.0,8.0,6.0,66.7,233.0,147.0,380.0,1.59,118.0,67.0,48.0,16.0,12.0,15.0,10.0,9.0,2.0,26.0,57.7,25.33,14.62,38.0,41.0,34.0,59.0,2.27,3.93,40.7,25.4,187.5,86.9,25.33,91.5,7.0,6.0,4.0,5.0,131.0,255.0,281.0,73.9,41.0,7.0,14.0,38.0,34.0,46.0,13.0,10.0,66.7
5831,2014.0,9.0,0.0,1.0,87.0,125.0,-38.0,0.0,8.0,225.0,150.0,375.0,1.5,87.0,60.0,50.0,20.0,18.0,13.0,7.0,8.0,1.0,22.0,59.1,28.85,17.05,41.0,38.0,35.0,51.0,2.32,3.92,41.2,25.5,187.1,85.4,24.74,83.8,14.0,1.0,1.0,6.0,140.0,232.0,274.0,73.1,38.0,8.0,9.0,41.0,35.0,44.0,13.0,7.0,53.8,188.0,187.0,375.0,1.01,72.0,49.0,35.0,18.0,20.0,19.0,11.0,8.0,3.0,30.0,63.3,19.74,12.5,42.0,36.0,31.0,55.0,1.83,2.89,49.1,34.5,187.7,85.7,23.24,66.4,11.0,8.0,1.0,2.0,133.0,240.0,291.0,77.6,36.0,8.0,14.0,42.0,31.0,55.0,15.0,11.0,57.9
5839,2014.0,11.0,0.0,1.0,54.0,140.0,-86.0,0.0,4.0,191.0,148.0,339.0,1.29,97.0,61.0,43.0,17.0,18.0,8.0,6.0,6.0,0.0,14.0,57.1,42.38,24.21,34.0,44.0,39.0,41.0,2.93,5.12,34.1,19.5,187.0,85.4,24.91,84.9,14.0,1.0,1.0,6.0,120.0,218.0,238.0,70.2,44.0,8.0,13.0,34.0,39.0,47.0,10.0,6.0,75.0,223.0,171.0,394.0,1.3,98.0,77.0,36.0,18.0,17.0,21.0,14.0,12.0,2.0,35.0,60.0,18.76,11.26,39.0,47.0,32.0,63.0,1.8,3.0,52.4,33.3,188.2,89.9,24.41,85.0,10.0,3.0,5.0,4.0,140.0,264.0,305.0,77.4,47.0,4.0,16.0,39.0,32.0,52.0,16.0,14.0,66.7
5849,2014.0,12.0,1.0,0.0,59.0,129.0,-70.0,0.0,13.0,159.0,156.0,315.0,1.02,48.0,67.0,26.0,13.0,20.0,9.0,4.0,4.0,1.0,14.0,64.3,35.0,22.5,30.0,56.0,36.0,34.0,2.43,3.78,38.2,26.5,187.5,85.5,24.66,75.1,15.0,1.0,1.0,5.0,129.0,179.0,206.0,65.4,56.0,10.0,5.0,30.0,36.0,38.0,6.0,4.0,44.4,251.0,170.0,421.0,1.48,135.0,69.0,55.0,21.0,13.0,19.0,11.0,13.0,2.0,34.0,55.9,22.16,12.38,37.0,41.0,24.0,62.0,1.82,3.26,51.6,30.6,187.1,86.4,24.24,80.5,10.0,5.0,4.0,3.0,131.0,287.0,312.0,74.1,41.0,15.0,18.0,37.0,24.0,46.0,17.0,11.0,57.9
5862,2014.0,13.0,1.0,0.0,37.0,133.0,-96.0,0.0,7.0,142.0,161.0,303.0,0.88,69.0,66.0,21.0,17.0,24.0,5.0,4.0,4.0,3.0,12.0,41.7,60.6,25.25,38.0,53.0,34.0,33.0,2.75,6.6,27.3,15.2,187.5,85.7,24.49,79.6,14.0,2.0,1.0,5.0,116.0,188.0,214.0,70.6,53.0,9.0,2.0,38.0,34.0,42.0,9.0,4.0,80.0,228.0,151.0,379.0,1.51,134.0,72.0,63.0,24.0,17.0,20.0,16.0,10.0,3.0,33.0,60.6,18.95,11.48,31.0,37.0,29.0,57.0,1.73,2.85,52.6,35.1,188.5,87.0,25.24,101.8,9.0,3.0,4.0,6.0,114.0,266.0,299.0,78.9,37.0,9.0,23.0,31.0,29.0,36.0,7.0,16.0,80.0
5872,2014.0,14.0,0.0,1.0,70.0,103.0,-33.0,0.0,17.0,199.0,149.0,348.0,1.34,103.0,66.0,27.0,9.0,18.0,10.0,7.0,9.0,1.0,20.0,50.0,34.8,17.4,30.0,38.0,34.0,44.0,2.2,4.4,43.2,22.7,187.3,85.9,24.8,77.7,13.0,3.0,2.0,4.0,122.0,229.0,251.0,72.1,38.0,7.0,13.0,30.0,34.0,49.0,12.0,7.0,70.0,198.0,168.0,366.0,1.18,80.0,53.0,43.0,18.0,9.0,15.0,11.0,10.0,3.0,28.0,53.6,24.4,13.07,37.0,34.0,24.0,52.0,1.86,3.47,48.1,28.8,188.6,87.5,25.0,90.0,4.0,7.0,10.0,1.0,146.0,227.0,273.0,74.6,34.0,13.0,17.0,37.0,24.0,63.0,5.0,11.0,73.3
5876,2014.0,15.0,0.0,1.0,73.0,117.0,-44.0,0.0,14.0,188.0,138.0,326.0,1.36,99.0,77.0,35.0,17.0,12.0,11.0,7.0,5.0,2.0,18.0,61.1,29.64,18.11,34.0,45.0,32.0,45.0,2.5,4.09,35.6,24.4,187.0,86.0,24.91,81.8,12.0,4.0,2.0,4.0,101.0,222.0,241.0,73.9,45.0,9.0,13.0,34.0,32.0,29.0,13.0,7.0,63.6,210.0,201.0,411.0,1.04,109.0,49.0,38.0,12.0,17.0,18.0,14.0,9.0,0.0,27.0,66.7,22.83,15.22,35.0,44.0,31.0,51.0,1.89,2.83,52.9,35.3,187.4,87.4,25.0,99.7,5.0,7.0,7.0,3.0,123.0,288.0,312.0,75.9,44.0,8.0,22.0,35.0,31.0,51.0,9.0,14.0,77.8
5889,2014.0,16.0,1.0,0.0,66.0,151.0,-85.0,0.0,3.0,159.0,149.0,308.0,1.07,65.0,52.0,33.0,15.0,17.0,10.0,7.0,6.0,0.0,16.0,62.5,30.8,19.25,32.0,46.0,32.0,41.0,2.56,4.1,39.0,24.4,186.8,85.8,24.74,81.5,11.0,4.0,2.0,5.0,108.0,198.0,227.0,73.7,46.0,5.0,11.0,32.0,32.0,26.0,14.0,7.0,70.0,237.0,133.0,370.0,1.78,139.0,50.0,43.0,17.0,15.0,24.0,16.0,4.0,3.0,31.0,77.4,15.42,11.94,35.0,31.0,27.0,58.0,1.87,2.42,48.3,41.4,188.9,88.7,25.66,104.0,7.0,6.0,1.0,8.0,118.0,249.0,308.0,83.2,31.0,19.0,16.0,35.0,27.0,38.0,17.0,16.0,66.7
5894,2014.0,17.0,1.0,0.0,33.0,92.0,-59.0,0.0,12.0,183.0,137.0,320.0,1.34,87.0,81.0,31.0,13.0,16.0,3.0,2.0,13.0,2.0,18.0,16.7,106.67,17.78,30.0,40.0,32.0,40.0,2.22,13.33,40.0,7.5,187.4,86.5,25.66,100.2,10.0,3.0,2.0,7.0,119.0,196.0,238.0,74.4,40.0,17.0,12.0,30.0,32.0,54.0,4.0,2.0,66.7,226.0,162.0,388.0,1.4,103.0,60.0,45.0,16.0,13.0,13.0,10.0,11.0,3.0,27.0,48.1,29.85,14.37,32.0,32.0,30.0,48.0,1.78,3.69,50.0,27.1,186.8,87.1,26.8,118.9,5.0,7.0,5.0,5.0,137.0,240.0,284.0,73.2,32.0,12.0,16.0,32.0,30.0,55.0,10.0,10.0,76.9
5902,2014.0,18.0,0.0,0.0,118.0,60.0,58.0,1.0,6.0,270.0,133.0,403.0,2.03,147.0,72.0,52.0,14.0,11.0,17.0,14.0,14.0,2.0,33.0,51.5,23.71,12.21,41.0,29.0,31.0,59.0,1.79,3.47,52.5,28.8,187.8,86.9,25.41,100.6,10.0,3.0,2.0,7.0,141.0,263.0,303.0,75.2,29.0,9.0,13.0,41.0,31.0,50.0,11.0,14.0,82.4,170.0,112.0,282.0,1.52,75.0,77.0,39.0,11.0,14.0,9.0,5.0,2.0,4.0,15.0,60.0,31.33,18.8,32.0,45.0,40.0,42.0,2.8,4.67,26.2,21.4,189.0,88.6,26.74,120.0,4.0,6.0,4.0,8.0,122.0,162.0,194.0,68.8,45.0,10.0,7.0,32.0,40.0,46.0,10.0,5.0,55.6
5914,2014.0,19.0,1.0,0.0,64.0,117.0,-53.0,0.0,8.0,194.0,129.0,323.0,1.5,95.0,62.0,49.0,18.0,22.0,9.0,7.0,9.0,1.0,19.0,47.4,35.89,17.0,33.0,49.0,27.0,47.0,2.47,5.22,38.3,19.1,187.5,86.7,25.49,105.0,9.0,4.0,2.0,7.0,124.0,196.0,241.0,74.6,49.0,14.0,8.0,33.0,27.0,44.0,8.0,7.0,77.8,182.0,153.0,335.0,1.19,72.0,50.0,25.0,22.0,18.0,17.0,10.0,12.0,3.0,32.0,53.1,19.71,10.47,32.0,41.0,33.0,49.0,1.53,2.88,59.2,34.7,187.5,84.7,22.49,55.7,10.0,9.0,2.0,1.0,140.0,199.0,247.0,73.7,41.0,11.0,16.0,32.0,33.0,51.0,8.0,10.0,58.8
5926,2014.0,20.0,0.0,1.0,99.0,122.0,-23.0,0.0,18.0,202.0,122.0,324.0,1.66,97.0,69.0,34.0,30.0,19.0,15.0,8.0,7.0,2.0,24.0,62.5,21.6,13.5,36.0,39.0,35.0,51.0,2.12,3.4,43.1,29.4,187.6,87.0,25.8,109.9,9.0,3.0,3.0,7.0,125.0,195.0,244.0,75.3,39.0,11.0,9.0,36.0,35.0,43.0,13.0,8.0,53.3,204.0,161.0,365.0,1.27,78.0,46.0,41.0,19.0,30.0,18.0,8.0,11.0,3.0,32.0,56.2,20.28,11.41,35.0,52.0,33.0,55.0,1.72,3.06,52.7,32.7,187.6,87.4,24.8,96.5,9.0,5.0,2.0,6.0,141.0,217.0,279.0,76.4,52.0,12.0,11.0,35.0,33.0,43.0,15.0,8.0,44.4
5929,2014.0,21.0,1.0,0.0,56.0,127.0,-71.0,0.0,16.0,221.0,162.0,383.0,1.36,104.0,38.0,36.0,16.0,16.0,8.0,7.0,7.0,1.0,16.0,50.0,47.88,23.94,34.0,50.0,46.0,38.0,2.38,4.75,39.5,21.1,186.9,86.6,25.91,110.3,9.0,3.0,3.0,7.0,127.0,255.0,275.0,71.8,50.0,6.0,8.0,34.0,46.0,39.0,10.0,7.0,87.5,210.0,192.0,402.0,1.09,95.0,50.0,39.0,16.0,16.0,19.0,15.0,11.0,2.0,32.0,59.4,21.16,12.56,34.0,49.0,29.0,66.0,2.06,3.47,45.5,28.8,187.9,89.1,26.0,113.9,7.0,4.0,4.0,7.0,129.0,276.0,305.0,75.9,49.0,13.0,19.0,34.0,29.0,51.0,12.0,15.0,78.9
5945,2014.0,22.0,1.0,0.0,72.0,98.0,-26.0,0.0,14.0,186.0,122.0,308.0,1.52,88.0,62.0,41.0,14.0,23.0,10.0,9.0,9.0,3.0,22.0,45.5,30.8,14.0,30.0,49.0,34.0,46.0,2.09,4.6,41.3,21.7,187.5,86.1,25.91,108.9,10.0,2.0,3.0,7.0,121.0,188.0,218.0,70.8,49.0,16.0,14.0,30.0,34.0,36.0,0.0,9.0,90.0,222.0,191.0,413.0,1.16,118.0,47.0,38.0,23.0,14.0,15.0,13.0,6.0,2.0,23.0,65.2,27.53,17.96,45.0,38.0,33.0,51.0,2.22,3.4,41.2,29.4,187.8,87.1,25.0,98.9,6.0,5.0,5.0,6.0,127.0,284.0,327.0,79.2,38.0,6.0,16.0,45.0,33.0,45.0,12.0,13.0,86.7
5953,2014.0,23.0,1.0,0.0,62.0,141.0,-79.0,0.0,1.0,194.0,149.0,343.0,1.3,104.0,63.0,30.0,13.0,22.0,9.0,7.0,6.0,2.0,17.0,52.9,38.11,20.18,30.0,46.0,31.0,48.0,2.82,5.33,31.2,18.8,188.0,86.7,26.0,110.8,9.0,3.0,3.0,7.0,110.0,228.0,258.0,75.2,46.0,11.0,10.0,30.0,31.0,33.0,15.0,7.0,77.8,228.0,165.0,393.0,1.38,107.0,40.0,50.0,22.0,13.0,22.0,14.0,6.0,3.0,31.0,71.0,17.86,12.68,39.0,39.0,38.0,56.0,1.81,2.55,50.0,39.3,186.0,88.5,25.49,99.9,7.0,5.0,5.0,5.0,140.0,247.0,304.0,77.4,39.0,8.0,16.0,39.0,38.0,36.0,18.0,14.0,63.6
5969,2015.0,1.0,0.0,1.0,78.0,87.0,-9.0,0.0,9.0,199.0,133.0,332.0,1.5,96.0,49.0,29.0,20.0,25.0,11.0,8.0,7.0,5.0,23.0,47.8,30.18,14.43,37.0,51.0,36.0,52.0,2.26,4.73,34.6,21.2,185.5,84.9,25.0,82.6,12.0,3.0,2.0,5.0,128.0,214.0,245.0,73.8,51.0,13.0,11.0,37.0,36.0,41.0,10.0,8.0,72.7,187.0,166.0,353.0,1.13,92.0,42.0,43.0,25.0,20.0,12.0,8.0,13.0,2.0,27.0,44.4,29.42,13.07,34.0,46.0,40.0,52.0,1.93,4.33,48.1,23.1,186.9,85.5,23.58,73.9,8.0,9.0,2.0,3.0,122.0,232.0,268.0,75.9,46.0,13.0,10.0,34.0,40.0,51.0,12.0,8.0,66.7
5977,2015.0,2.0,1.0,1.0,104.0,76.0,28.0,1.0,8.0,225.0,159.0,384.0,1.42,105.0,66.0,53.0,17.0,19.0,16.0,11.0,7.0,1.0,24.0,66.7,24.0,16.0,34.0,36.0,35.0,54.0,2.25,3.38,42.6,29.6,186.1,85.0,24.16,65.4,12.0,5.0,2.0,3.0,140.0,243.0,288.0,75.0,36.0,11.0,15.0,34.0,35.0,42.0,3.0,11.0,68.8,181.0,177.0,358.0,1.02,52.0,53.0,39.0,19.0,17.0,10.0,8.0,15.0,1.0,26.0,38.5,35.8,13.77,52.0,52.0,35.0,50.0,1.92,5.0,50.0,20.0,186.8,84.6,23.49,69.2,9.0,8.0,1.0,4.0,148.0,206.0,258.0,72.1,52.0,8.0,7.0,52.0,35.0,60.0,13.0,8.0,80.0
5982,2015.0,3.0,1.0,0.0,66.0,140.0,-74.0,0.0,4.0,204.0,156.0,360.0,1.31,85.0,70.0,40.0,16.0,28.0,10.0,8.0,6.0,0.0,16.0,62.5,36.0,22.5,37.0,66.0,52.0,42.0,2.62,4.2,38.1,23.8,186.0,85.0,24.0,62.2,11.0,6.0,2.0,3.0,157.0,211.0,244.0,67.8,66.0,8.0,11.0,37.0,52.0,58.0,3.0,8.0,80.0,220.0,151.0,371.0,1.46,78.0,74.0,40.0,28.0,16.0,21.0,15.0,9.0,5.0,35.0,60.0,17.67,10.6,46.0,45.0,25.0,77.0,2.2,3.67,39.0,27.3,188.8,88.4,24.58,75.3,12.0,3.0,4.0,3.0,173.0,202.0,258.0,69.5,45.0,9.0,21.0,46.0,25.0,58.0,5.0,15.0,71.4
5992,2015.0,4.0,0.0,1.0,81.0,121.0,-40.0,0.0,3.0,179.0,129.0,308.0,1.39,59.0,96.0,54.0,19.0,30.0,12.0,8.0,7.0,2.0,21.0,57.1,25.67,14.67,44.0,57.0,37.0,46.0,2.19,3.83,41.3,26.1,185.8,84.6,24.0,62.0,12.0,5.0,2.0,3.0,153.0,150.0,193.0,62.7,57.0,4.0,7.0,44.0,37.0,25.0,7.0,8.0,66.7,193.0,182.0,375.0,1.06,71.0,86.0,57.0,30.0,18.0,18.0,10.0,11.0,2.0,31.0,58.1,20.83,12.1,51.0,44.0,30.0,61.0,1.97,3.39,47.5,29.5,188.5,88.1,25.66,87.4,8.0,5.0,4.0,5.0,169.0,205.0,257.0,68.5,44.0,11.0,12.0,51.0,30.0,49.0,3.0,10.0,55.6
6007,2015.0,5.0,0.0,1.0,80.0,82.0,-2.0,0.0,5.0,204.0,195.0,399.0,1.05,87.0,68.0,50.0,26.0,25.0,11.0,9.0,11.0,3.0,25.0,44.0,36.27,15.96,32.0,57.0,44.0,46.0,1.84,4.18,47.8,23.9,187.0,85.2,23.74,63.4,11.0,6.0,2.0,3.0,144.0,254.0,296.0,74.2,57.0,12.0,11.0,32.0,44.0,56.0,21.0,9.0,81.8,205.0,169.0,374.0,1.21,86.0,64.0,30.0,25.0,26.0,11.0,6.0,12.0,4.0,27.0,40.7,34.0,13.85,36.0,48.0,29.0,57.0,2.11,5.18,40.4,19.3,187.8,84.3,25.33,101.2,6.0,6.0,6.0,4.0,133.0,238.0,285.0,76.2,48.0,5.0,8.0,36.0,29.0,37.0,10.0,6.0,54.5
