"round.year","round.roundNumber","match.homeTeam.name","match.awayTeam.name","venue.name"
"2017",13,"Port Adelaide","Brisbane Lions","Adelaide Oval"
"2017",13,"Gold Coast Suns","Carlton","Metricon Stadium"
"2017",13,"Western Bulldogs","Melbourne","Marvel Stadium"
"2017",14,"Adelaide Crows","Hawthorn","Adelaide Oval"
"2017",14,"Sydney Swans","Essendon","SCG"
"2017",14,"Collingwood","Port Adelaide","MCG"
"2017",14,"Brisbane Lions","GWS Giants","Gabba"
"2017",14,"Western Bulldogs","North Melbourne","Marvel Stadium"
"2017",14,"West Coast Eagles","Melbourne","Domain Stadium"
"2017",14,"Geelong Cats","Fremantle","GMHBA Stadium"
"2017",14,"Richmond","Carlton","MCG"
"2017",14,"St Kilda","Gold Coast Suns","Marvel Stadium"
"2017",15,"Melbourne","Sydney Swans","MCG"
"2017",15,"Western Bulldogs","West Coast Eagles","Marvel Stadium"
"2017",15,"Carlton","Adelaide Crows","MCG"
"2017",15,"Gold Coast Suns","North Melbourne","Metricon Stadium"
"2017",15,"GWS Giants","Geelong Cats","GIANTS Stadium"
"2017",15,"Port Adelaide","Richmond","Adelaide Oval"
"2017",15,"Essendon","Brisbane Lions","Marvel Stadium"
"2017",15,"Hawthorn","Collingwood","MCG"
"2017",15,"Fremantle","St Kilda","Domain Stadium"
"2017",16,"Adelaide Crows","Western Bulldogs","Adelaide Oval"
"2017",16,"Hawthorn","GWS Giants","University of Tasmania Stadium"
"2017",16,"Collingwood","Essendon","MCG"
"2017",16,"Sydney Swans","Gold Coast Suns","SCG"
"2017",16,"Brisbane Lions","Geelong Cats","Gabba"
"2017",16,"St Kilda","Richmond","Marvel Stadium"
"2017",16,"North Melbourne","Fremantle","Marvel Stadium"
"2017",16,"Carlton","Melbourne","MCG"
"2017",16,"West Coast Eagles","Port Adelaide","Domain Stadium"
"2017",17,"St Kilda","Essendon","Marvel Stadium"
"2017",17,"Geelong Cats","Hawthorn","MCG"
"2017",17,"Port Adelaide","North Melbourne","Adelaide Oval"
"2017",17,"Gold Coast Suns","Collingwood","Metricon Stadium"
"2017",17,"GWS Giants","Sydney Swans","GIANTS Stadium"
"2017",17,"Melbourne","Adelaide Crows","TIO Stadium"
"2017",17,"Richmond","Brisbane Lions","Marvel Stadium"
"2017",17,"Carlton","Western Bulldogs","MCG"
"2017",17,"Fremantle","West Coast Eagles","Domain Stadium"
"2017",18,"Adelaide Crows","Geelong Cats","Adelaide Oval"
"2017",18,"Essendon","North Melbourne","Marvel Stadium"
"2017",18,"Melbourne","Port Adelaide","MCG"
"2017",18,"Western Bulldogs","Gold Coast Suns","Cazalys Stadium"
"2017",18,"Sydney Swans","St Kilda","SCG"
"2017",18,"Fremantle","Hawthorn","Domain Stadium"
"2017",18,"Richmond","GWS Giants","MCG"
"2017",18,"Collingwood","West Coast Eagles","Marvel Stadium"
"2017",18,"Brisbane Lions","Carlton","Gabba"
"2017",19,"Hawthorn","Sydney Swans","MCG"
"2017",19,"North Melbourne","Melbourne","Blundstone Arena"
"2017",19,"GWS Giants","Fremantle","GIANTS Stadium"
"2017",19,"Port Adelaide","St Kilda","Adelaide Oval"
"2017",19,"Gold Coast Suns","Richmond","Metricon Stadium"
"2017",19,"Carlton","Geelong Cats","Marvel Stadium"
"2017",19,"Western Bulldogs","Essendon","Marvel Stadium"
"2017",19,"Collingwood","Adelaide Crows","MCG"
"2017",19,"West Coast Eagles","Brisbane Lions","Domain Stadium"
"2017",20,"Geelong Cats","Sydney Swans","GMHBA Stadium"
"2017",20,"GWS Giants","Melbourne","Manuka Oval"
"2017",20,"Essendon","Carlton","MCG"
"2017",20,"Brisbane Lions","Western Bulldogs","Gabba"
"2017",20,"North Melbourne","Collingwood","Marvel Stadium"
"2017",20,"Fremantle","Gold Coast Suns","Domain Stadium"
"2017",20,"St Kilda","West Coast Eagles","Marvel Stadium"
"2017",20,"Richmond","Hawthorn","MCG"
"2017",20,"Adelaide Crows","Port Adelaide","Adelaide Oval"
"2017",21,"Western Bulldogs","GWS Giants","Marvel Stadium"
"2017",21,"Sydney Swans","Fremantle","SCG"
"2017",21,"Geelong Cats","Richmond","GMHBA Stadium"
"2017",21,"Brisbane Lions","Gold Coast Suns","Gabba"
"2017",21,"Essendon","Adelaide Crows","Marvel Stadium"
"2017",21,"West Coast Eagles","Carlton","Domain Stadium"
"2017",21,"Melbourne","St Kilda","MCG"
"2017",21,"Hawthorn","North Melbourne","University of Tasmania Stadium"
"2017",21,"Port Adelaide","Collingwood","Adelaide Oval"
"2017",22,"Adelaide Crows","Sydney Swans","Adelaide Oval"
"2017",22,"Western Bulldogs","Port Adelaide","Mars Stadium"
"2017",22,"Collingwood","Geelong Cats","MCG"
"2017",22,"GWS Giants","West Coast Eagles","GIANTS Stadium"
"2017",22,"Gold Coast Suns","Essendon","Metricon Stadium"
"2017",22,"Carlton","Hawthorn","Marvel Stadium"
"2017",22,"Melbourne","Brisbane Lions","MCG"
"2017",22,"St Kilda","North Melbourne","Marvel Stadium"
"2017",22,"Fremantle","Richmond","Domain Stadium"
"2017",23,"Hawthorn","Western Bulldogs","Marvel Stadium"
"2017",23,"Collingwood","Melbourne","MCG"
"2017",23,"Brisbane Lions","North Melbourne","Gabba"
"2017",23,"Sydney Swans","Carlton","SCG"
"2017",23,"Geelong Cats","GWS Giants","GMHBA Stadium"
"2017",23,"Port Adelaide","Gold Coast Suns","Adelaide Oval"
"2017",23,"Essendon","Fremantle","Marvel Stadium"
"2017",23,"Richmond","St Kilda","MCG"
"2017",23,"West Coast Eagles","Adelaide Crows","Domain Stadium"
"2017",24,"Adelaide Crows","GWS Giants","Adelaide Oval"
"2017",24,"Geelong Cats","Richmond","MCG"
"2017",24,"Sydney Swans","Essendon","SCG"
"2017",24,"Port Adelaide","West Coast Eagles","Adelaide Oval"
"2017",25,"Geelong Cats","Sydney Swans","MCG"
"2017",25,"GWS Giants","West Coast Eagles","GIANTS Stadium"
"2017",26,"Adelaide Crows","Geelong Cats","Adelaide Oval"
"2017",26,"Richmond","GWS Giants","MCG"
"2017",27,"Adelaide Crows","Richmond","MCG"
"2018",1,"Richmond","Carlton","MCG"
"2018",1,"Essendon","Adelaide Crows","Marvel Stadium"
"2018",1,"St Kilda","Brisbane Lions","Marvel Stadium"
"2018",1,"Port Adelaide","Fremantle","Adelaide Oval"
"2018",1,"Gold Coast Suns","North Melbourne","Cazalys Stadium"
"2018",1,"Hawthorn","Collingwood","MCG"
"2018",1,"GWS Giants","Western Bulldogs","Manuka Oval"
"2018",1,"Melbourne","Geelong Cats","MCG"
"2018",1,"West Coast Eagles","Sydney Swans","Optus Stadium"
"2018",2,"Adelaide Crows","Richmond","Adelaide Oval"
"2018",2,"North Melbourne","St Kilda","Marvel Stadium"
"2018",2,"Carlton","Gold Coast Suns","Marvel Stadium"
"2018",2,"Collingwood","GWS Giants","MCG"
"2018",2,"Brisbane Lions","Melbourne","Gabba"
"2018",2,"Fremantle","Essendon","Optus Stadium"
"2018",2,"Western Bulldogs","West Coast Eagles","Marvel Stadium"
"2018",2,"Sydney Swans","Port Adelaide","SCG"
"2018",2,"Geelong Cats","Hawthorn","MCG"
"2018",3,"Carlton","Collingwood","MCG"
"2018",3,"Port Adelaide","Brisbane Lions","Adelaide Oval"
"2018",3,"Melbourne","North Melbourne","MCG"
"2018",3,"Gold Coast Suns","Fremantle","Optus Stadium"
"2018",3,"Sydney Swans","GWS Giants","SCG"
"2018",3,"St Kilda","Adelaide Crows","Marvel Stadium"
"2018",3,"Richmond","Hawthorn","MCG"
"2018",3,"Western Bulldogs","Essendon","Marvel Stadium"
"2018",3,"West Coast Eagles","Geelong Cats","Optus Stadium"
"2018",4,"Adelaide Crows","Collingwood","Adelaide Oval"
"2018",4,"GWS Giants","Fremantle","Manuka Oval"
"2018",4,"Richmond","Brisbane Lions","MCG"
"2018",4,"Western Bulldogs","Sydney Swans","Marvel Stadium"
"2018",4,"North Melbourne","Carlton","Blundstone Arena"
"2018",4,"West Coast Eagles","Gold Coast Suns","Optus Stadium"
"2018",4,"Essendon","Port Adelaide","Marvel Stadium"
"2018",4,"Hawthorn","Melbourne","MCG"
"2018",4,"Geelong Cats","St Kilda","GMHBA Stadium"
"2018",5,"Sydney Swans","Adelaide Crows","SCG"
"2018",5,"St Kilda","GWS Giants","Marvel Stadium"
"2018",5,"Carlton","West Coast Eagles","MCG"
"2018",5,"Port Adelaide","Geelong Cats","Adelaide Oval"
"2018",5,"Fremantle","Western Bulldogs","Optus Stadium"
"2018",5,"North Melbourne","Hawthorn","Marvel Stadium"
"2018",5,"Brisbane Lions","Gold Coast Suns","Gabba"
"2018",5,"Melbourne","Richmond","MCG"
"2018",5,"Collingwood","Essendon","MCG"
"2018",6,"Western Bulldogs","Carlton","Marvel Stadium"
"2018",6,"Geelong Cats","Sydney Swans","GMHBA Stadium"
"2018",6,"North Melbourne","Port Adelaide","Marvel Stadium"
"2018",6,"GWS Giants","Brisbane Lions","GIANTS Stadium"
"2018",6,"Hawthorn","St Kilda","University of Tasmania Stadium"
"2018",6,"Adelaide Crows","Gold Coast Suns","Adelaide Oval"
"2018",6,"Essendon","Melbourne","Marvel Stadium"
"2018",6,"Collingwood","Richmond","MCG"
"2018",6,"Fremantle","West Coast Eagles","Optus Stadium"
"2018",7,"Geelong Cats","GWS Giants","GMHBA Stadium"
"2018",7,"Western Bulldogs","Gold Coast Suns","Mars Stadium"
"2018",7,"Essendon","Hawthorn","MCG"
"2018",7,"West Coast Eagles","Port Adelaide","Optus Stadium"
"2018",7,"Sydney Swans","North Melbourne","SCG"
"2018",7,"Adelaide Crows","Carlton","Adelaide Oval"
"2018",7,"Richmond","Fremantle","MCG"
"2018",7,"St Kilda","Melbourne","Marvel Stadium"
"2018",7,"Brisbane Lions","Collingwood","Gabba"
"2018",8,"Hawthorn","Sydney Swans","MCG"
"2018",8,"GWS Giants","West Coast Eagles","GIANTS Stadium"
"2018",8,"Carlton","Essendon","MCG"
"2018",8,"Gold Coast Suns","Melbourne","Gabba"
"2018",8,"Port Adelaide","Adelaide Crows","Adelaide Oval"
"2018",8,"Western Bulldogs","Brisbane Lions","Marvel Stadium"
"2018",8,"Fremantle","St Kilda","Optus Stadium"
"2018",8,"North Melbourne","Richmond","Marvel Stadium"
"2018",8,"Collingwood","Geelong Cats","MCG"
"2018",9,"Adelaide Crows","Western Bulldogs","Adelaide Oval"
"2018",9,"North Melbourne","GWS Giants","Blundstone Arena"
"2018",9,"Gold Coast Suns","Port Adelaide","Adelaide Arena at Jiangwan Stadium"
"2018",9,"Essendon","Geelong Cats","MCG"
"2018",9,"Sydney Swans","Fremantle","SCG"
"2018",9,"St Kilda","Collingwood","Marvel Stadium"
"2018",9,"Carlton","Melbourne","MCG"
"2018",9,"Brisbane Lions","Hawthorn","Gabba"
"2018",9,"West Coast Eagles","Richmond","Optus Stadium"
"2018",10,"Collingwood","Western Bulldogs","Marvel Stadium"
"2018",10,"Richmond","St Kilda","MCG"
"2018",10,"Brisbane Lions","Sydney Swans","Gabba"
"2018",10,"Geelong Cats","Carlton","GMHBA Stadium"
"2018",10,"GWS Giants","Essendon","GIANTS Stadium"
"2018",10,"Hawthorn","West Coast Eagles","Marvel Stadium"
"2018",10,"Melbourne","Adelaide Crows","TIO Traeger Park"
"2018",10,"Fremantle","North Melbourne","Optus Stadium"
"2018",11,"Sydney Swans","Carlton","SCG"
"2018",11,"Western Bulldogs","Melbourne","Marvel Stadium"
"2018",11,"Hawthorn","Port Adelaide","University of Tasmania Stadium"
"2018",11,"Gold Coast Suns","Geelong Cats","Metricon Stadium"
"2018",11,"Essendon","Richmond","MCG"
"2018",11,"West Coast Eagles","St Kilda","Optus Stadium"
"2018",11,"North Melbourne","Brisbane Lions","Marvel Stadium"
"2018",11,"Collingwood","Fremantle","MCG"
"2018",11,"Adelaide Crows","GWS Giants","Adelaide Oval"
"2018",12,"Port Adelaide","Richmond","Adelaide Oval"
"2018",12,"Geelong Cats","North Melbourne","GMHBA Stadium"
"2018",12,"GWS Giants","Gold Coast Suns","GIANTS Stadium"
"2018",12,"St Kilda","Sydney Swans","Marvel Stadium"
"2018",12,"Brisbane Lions","Essendon","Gabba"
"2018",12,"Fremantle","Adelaide Crows","Optus Stadium"
"2018",12,"Melbourne","Collingwood","MCG"
"2018",13,"Port Adelaide","Western Bulldogs","Adelaide Oval"
"2018",13,"Sydney Swans","West Coast Eagles","SCG"
"2018",13,"Carlton","Fremantle","Marvel Stadium"
"2018",13,"Gold Coast Suns","St Kilda","Metricon Stadium"
"2018",13,"Hawthorn","Adelaide Crows","MCG"
"2018",13,"Geelong Cats","Richmond","MCG"
"2018",14,"West Coast Eagles","Essendon","Optus Stadium"
"2018",14,"Port Adelaide","Melbourne","Adelaide Oval"
"2018",14,"Hawthorn","Gold Coast Suns","University of Tasmania Stadium"
"2018",14,"Brisbane Lions","GWS Giants","Gabba"
"2018",14,"Western Bulldogs","North Melbourne","Marvel Stadium"
"2018",14,"Collingwood","Carlton","MCG"
"2018",15,"Richmond","Sydney Swans","Marvel Stadium"
"2018",15,"Western Bulldogs","Geelong Cats","Marvel Stadium"
"2018",15,"Carlton","Port Adelaide","MCG"
"2018",15,"Adelaide Crows","West Coast Eagles","Adelaide Oval"
"2018",15,"Gold Coast Suns","Collingwood","Metricon Stadium"
"2018",15,"GWS Giants","Hawthorn","GIANTS Stadium"
"2018",15,"Melbourne","St Kilda","MCG"
"2018",15,"Essendon","North Melbourne","Marvel Stadium"
"2018",15,"Fremantle","Brisbane Lions","Optus Stadium"
"2018",16,"Sydney Swans","Geelong Cats","SCG"
"2018",16,"Richmond","Adelaide Crows","MCG"
"2018",16,"Brisbane Lions","Carlton","Gabba"
"2018",16,"Port Adelaide","St Kilda","Adelaide Oval"
"2018",16,"Western Bulldogs","Hawthorn","Marvel Stadium"
"2018",16,"Melbourne","Fremantle","TIO Stadium"
"2018",16,"North Melbourne","Gold Coast Suns","Marvel Stadium"
"2018",16,"Essendon","Collingwood","MCG"
"2018",16,"West Coast Eagles","GWS Giants","Optus Stadium"
"2018",17,"Adelaide Crows","Geelong Cats","Adelaide Oval"
"2018",17,"St Kilda","Carlton","Marvel Stadium"
"2018",17,"Hawthorn","Brisbane Lions","University of Tasmania Stadium"
"2018",17,"Melbourne","Western Bulldogs","MCG"
"2018",17,"Gold Coast Suns","Essendon","Metricon Stadium"
"2018",17,"GWS Giants","Richmond","GIANTS Stadium"
"2018",17,"Collingwood","West Coast Eagles","MCG"
"2018",17,"North Melbourne","Sydney Swans","Marvel Stadium"
"2018",17,"Fremantle","Port Adelaide","Optus Stadium"
"2018",18,"St Kilda","Richmond","Marvel Stadium"
"2018",18,"Collingwood","North Melbourne","MCG"
"2018",18,"Sydney Swans","Gold Coast Suns","SCG"
"2018",18,"Essendon","Fremantle","Marvel Stadium"
"2018",18,"Brisbane Lions","Adelaide Crows","Gabba"
"2018",18,"Geelong Cats","Melbourne","GMHBA Stadium"
"2018",18,"Carlton","Hawthorn","Marvel Stadium"
"2018",18,"West Coast Eagles","Western Bulldogs","Optus Stadium"
"2018",18,"Port Adelaide","GWS Giants","Adelaide Oval"
"2018",19,"Essendon","Sydney Swans","Marvel Stadium"
"2018",19,"Richmond","Collingwood","MCG"
"2018",19,"Geelong Cats","Brisbane Lions","GMHBA Stadium"
"2018",19,"GWS Giants","St Kilda","GIANTS Stadium"
"2018",19,"Gold Coast Suns","Carlton","Metricon Stadium"
"2018",19,"Adelaide Crows","Melbourne","Adelaide Oval"
"2018",19,"North Melbourne","West Coast Eagles","Blundstone Arena"
"2018",19,"Western Bulldogs","Port Adelaide","Mars Stadium"
"2018",19,"Fremantle","Hawthorn","Optus Stadium"
"2018",20,"Richmond","Geelong Cats","MCG"
"2018",20,"Hawthorn","Essendon","MCG"
"2018",20,"Brisbane Lions","North Melbourne","Gabba"
"2018",20,"Adelaide Crows","Port Adelaide","Adelaide Oval"
"2018",20,"St Kilda","Western Bulldogs","Marvel Stadium"
"2018",20,"Sydney Swans","Collingwood","SCG"
"2018",20,"Carlton","GWS Giants","Marvel Stadium"
"2018",20,"Melbourne","Gold Coast Suns","MCG"
"2018",20,"West Coast Eagles","Fremantle","Optus Stadium"
"2018",21,"Essendon","St Kilda","Marvel Stadium"
"2018",21,"Hawthorn","Geelong Cats","MCG"
"2018",21,"Gold Coast Suns","Richmond","Metricon Stadium"
"2018",21,"Port Adelaide","West Coast Eagles","Adelaide Oval"
"2018",21,"Collingwood","Brisbane Lions","Marvel Stadium"
"2018",21,"GWS Giants","Adelaide Crows","Manuka Oval"
"2018",21,"North Melbourne","Western Bulldogs","Marvel Stadium"
"2018",21,"Melbourne","Sydney Swans","MCG"
"2018",21,"Fremantle","Carlton","Optus Stadium"
"2018",22,"Richmond","Essendon","MCG"
"2018",22,"Collingwood","Port Adelaide","MCG"
"2018",22,"Geelong Cats","Fremantle","GMHBA Stadium"
"2018",22,"GWS Giants","Sydney Swans","GIANTS Stadium"
"2018",22,"Gold Coast Suns","Brisbane Lions","Metricon Stadium"
"2018",22,"St Kilda","Hawthorn","Marvel Stadium"
"2018",22,"Carlton","Western Bulldogs","Marvel Stadium"
"2018",22,"West Coast Eagles","Melbourne","Optus Stadium"
"2018",22,"Adelaide Crows","North Melbourne","Adelaide Oval"
"2018",23,"Port Adelaide","Essendon","Adelaide Oval"
"2018",23,"Geelong Cats","Gold Coast Suns","GMHBA Stadium"
"2018",23,"Richmond","Western Bulldogs","MCG"
"2018",23,"Fremantle","Collingwood","Optus Stadium"
"2018",23,"Carlton","Adelaide Crows","Marvel Stadium"
"2018",23,"Sydney Swans","Hawthorn","SCG"
"2018",23,"Brisbane Lions","West Coast Eagles","Gabba"
"2018",23,"Melbourne","GWS Giants","MCG"
"2018",23,"St Kilda","North Melbourne","Marvel Stadium"
"2018",24,"Richmond","Hawthorn","MCG"
"2018",24,"Melbourne","Geelong Cats","MCG"
"2018",24,"Sydney Swans","GWS Giants","SCG"
"2018",24,"West Coast Eagles","Collingwood","Optus Stadium"
"2018",25,"Hawthorn","Melbourne","MCG"
"2018",25,"Collingwood","GWS Giants","MCG"
"2018",26,"Richmond","Collingwood","MCG"
"2018",26,"West Coast Eagles","Melbourne","Optus Stadium"
"2018",27,"West Coast Eagles","Collingwood","MCG"
"2019",1,"Carlton","Richmond","MCG"
"2019",1,"Collingwood","Geelong Cats","MCG"
"2019",1,"Melbourne","Port Adelaide","MCG"
"2019",1,"Adelaide Crows","Hawthorn","Adelaide Oval"
"2019",1,"Western Bulldogs","Sydney Swans","Marvel Stadium"
"2019",1,"Brisbane Lions","West Coast Eagles","Gabba"
"2019",1,"St Kilda","Gold Coast Suns","Marvel Stadium"
"2019",1,"GWS Giants","Essendon","GIANTS Stadium"
"2019",1,"Fremantle","North Melbourne","Optus Stadium"
"2019",2,"Richmond","Collingwood","MCG"
"2019",2,"Sydney Swans","Adelaide Crows","SCG"
"2019",2,"Essendon","St Kilda","Marvel Stadium"
"2019",2,"Port Adelaide","Carlton","Adelaide Oval"
"2019",2,"Geelong Cats","Melbourne","GMHBA Stadium"
"2019",2,"West Coast Eagles","GWS Giants","Optus Stadium"
"2019",2,"North Melbourne","Brisbane Lions","Marvel Stadium"
"2019",2,"Hawthorn","Western Bulldogs","MCG"
"2019",2,"Gold Coast Suns","Fremantle","Metricon Stadium"
"2019",3,"Adelaide Crows","Geelong Cats","Adelaide Oval"
"2019",3,"Melbourne","Essendon","MCG"
"2019",3,"Carlton","Sydney Swans","Marvel Stadium"
"2019",3,"GWS Giants","Richmond","GIANTS Stadium"
"2019",3,"Brisbane Lions","Port Adelaide","Gabba"
"2019",3,"Collingwood","West Coast Eagles","MCG"
"2019",3,"Western Bulldogs","Gold Coast Suns","Marvel Stadium"
"2019",3,"Hawthorn","North Melbourne","MCG"
"2019",3,"Fremantle","St Kilda","Optus Stadium"
"2019",4,"Sydney Swans","Melbourne","SCG"
"2019",4,"Collingwood","Western Bulldogs","MCG"
"2019",4,"Geelong Cats","GWS Giants","GMHBA Stadium"
"2019",4,"Essendon","Brisbane Lions","MCG"
"2019",4,"Port Adelaide","Richmond","Adelaide Oval"
"2019",4,"North Melbourne","Adelaide Crows","Marvel Stadium"
"2019",4,"West Coast Eagles","Fremantle","Optus Stadium"
"2019",4,"Gold Coast Suns","Carlton","Metricon Stadium"
"2019",4,"St Kilda","Hawthorn","Marvel Stadium"
"2019",5,"Brisbane Lions","Collingwood","Gabba"
"2019",5,"North Melbourne","Essendon","Marvel Stadium"
"2019",5,"West Coast Eagles","Port Adelaide","Optus Stadium"
"2019",5,"GWS Giants","Fremantle","Manuka Oval"
"2019",5,"Melbourne","St Kilda","MCG"
"2019",5,"Richmond","Sydney Swans","Marvel Stadium"
"2019",5,"Western Bulldogs","Carlton","Marvel Stadium"
"2019",5,"Adelaide Crows","Gold Coast Suns","Adelaide Oval"
"2019",5,"Hawthorn","Geelong Cats","MCG"
"2019",6,"Richmond","Melbourne","MCG"
"2019",6,"Essendon","Collingwood","MCG"
"2019",6,"Port Adelaide","North Melbourne","Adelaide Oval"
"2019",6,"Gold Coast Suns","Brisbane Lions","Metricon Stadium"
"2019",6,"St Kilda","Adelaide Crows","Marvel Stadium"
"2019",6,"Sydney Swans","GWS Giants","SCG"
"2019",6,"Fremantle","Western Bulldogs","Optus Stadium"
"2019",6,"Hawthorn","Carlton","University of Tasmania Stadium"
"2019",6,"Geelong Cats","West Coast Eagles","GMHBA Stadium"
"2019",7,"Collingwood","Port Adelaide","Marvel Stadium"
"2019",7,"Melbourne","Hawthorn","MCG"
"2019",7,"GWS Giants","St Kilda","Manuka Oval"
"2019",7,"Brisbane Lions","Sydney Swans","Gabba"
"2019",7,"Western Bulldogs","Richmond","Marvel Stadium"
"2019",7,"West Coast Eagles","Gold Coast Suns","Optus Stadium"
"2019",7,"Carlton","North Melbourne","Marvel Stadium"
"2019",7,"Geelong Cats","Essendon","MCG"
"2019",7,"Adelaide Crows","Fremantle","Adelaide Oval"
"2019",8,"Sydney Swans","Essendon","SCG"
"2019",8,"Western Bulldogs","Brisbane Lions","Mars Stadium"
"2019",8,"Carlton","Collingwood","MCG"
"2019",8,"Gold Coast Suns","Melbourne","Metricon Stadium"
"2019",8,"St Kilda","West Coast Eagles","Marvel Stadium"
"2019",8,"Port Adelaide","Adelaide Crows","Adelaide Oval"
"2019",8,"North Melbourne","Geelong Cats","Marvel Stadium"
"2019",8,"Hawthorn","GWS Giants","MCG"
"2019",8,"Fremantle","Richmond","Optus Stadium"
"2019",9,"West Coast Eagles","Melbourne","Optus Stadium"
"2019",9,"Collingwood","St Kilda","MCG"
"2019",9,"Brisbane Lions","Adelaide Crows","Gabba"
"2019",9,"Geelong Cats","Western Bulldogs","GMHBA Stadium"
"2019",9,"Essendon","Fremantle","Marvel Stadium"
"2019",9,"North Melbourne","Sydney Swans","Blundstone Arena"
"2019",9,"Port Adelaide","Gold Coast Suns","Adelaide Oval"
"2019",9,"Richmond","Hawthorn","MCG"
"2019",9,"GWS Giants","Carlton","GIANTS Stadium"
"2019",10,"Sydney Swans","Collingwood","SCG"
"2019",10,"Hawthorn","Port Adelaide","University of Tasmania Stadium"
"2019",10,"Western Bulldogs","North Melbourne","Marvel Stadium"
"2019",10,"Adelaide Crows","West Coast Eagles","Adelaide Oval"
"2019",10,"Gold Coast Suns","Geelong Cats","Metricon Stadium"
"2019",10,"Richmond","Essendon","MCG"
"2019",10,"Melbourne","GWS Giants","MCG"
"2019",10,"St Kilda","Carlton","Marvel Stadium"
"2019",10,"Fremantle","Brisbane Lions","Optus Stadium"
"2019",11,"North Melbourne","Richmond","Marvel Stadium"
"2019",11,"Collingwood","Fremantle","MCG"
"2019",11,"GWS Giants","Gold Coast Suns","GIANTS Stadium"
"2019",11,"Geelong Cats","Sydney Swans","GMHBA Stadium"
"2019",11,"Brisbane Lions","Hawthorn","Gabba"
"2019",11,"Melbourne","Adelaide Crows","TIO Stadium"
"2019",11,"St Kilda","Port Adelaide","Adelaide Arena at Jiangwan Stadium"
"2019",11,"Essendon","Carlton","MCG"
"2019",11,"West Coast Eagles","Western Bulldogs","Optus Stadium"
"2019",12,"Richmond","Geelong Cats","MCG"
"2019",12,"Carlton","Brisbane Lions","Marvel Stadium"
"2019",12,"Gold Coast Suns","North Melbourne","Metricon Stadium"
"2019",12,"Adelaide Crows","GWS Giants","Adelaide Oval"
"2019",12,"Sydney Swans","West Coast Eagles","SCG"
"2019",12,"Collingwood","Melbourne","MCG"
"2019",13,"Adelaide Crows","Richmond","Adelaide Oval"
"2019",13,"Essendon","Hawthorn","Marvel Stadium"
"2019",13,"Gold Coast Suns","St Kilda","Riverway Stadium"
"2019",13,"Fremantle","Port Adelaide","Optus Stadium"
"2019",13,"Carlton","Western Bulldogs","Marvel Stadium"
"2019",13,"North Melbourne","GWS Giants","Blundstone Arena"
"2019",14,"West Coast Eagles","Essendon","Optus Stadium"
"2019",14,"Sydney Swans","Hawthorn","SCG"
"2019",14,"Melbourne","Fremantle","MCG"
"2019",14,"St Kilda","Brisbane Lions","Marvel Stadium"
"2019",14,"Port Adelaide","Geelong Cats","Adelaide Oval"
"2019",14,"Western Bulldogs","Collingwood","Marvel Stadium"
"2019",15,"Essendon","GWS Giants","Marvel Stadium"
"2019",15,"Geelong Cats","Adelaide Crows","GMHBA Stadium"
"2019",15,"Hawthorn","West Coast Eagles","MCG"
"2019",15,"Sydney Swans","Gold Coast Suns","SCG"
"2019",15,"Collingwood","North Melbourne","Marvel Stadium"
"2019",15,"Port Adelaide","Western Bulldogs","Adelaide Oval"
"2019",15,"St Kilda","Richmond","Marvel Stadium"
"2019",15,"Brisbane Lions","Melbourne","Gabba"
"2019",15,"Fremantle","Carlton","Optus Stadium"
"2019",16,"Hawthorn","Collingwood","MCG"
"2019",16,"Essendon","Sydney Swans","MCG"
"2019",16,"Gold Coast Suns","Richmond","Metricon Stadium"
"2019",16,"Adelaide Crows","Port Adelaide","Adelaide Oval"
"2019",16,"Western Bulldogs","Geelong Cats","Marvel Stadium"
"2019",16,"Fremantle","West Coast Eagles","Optus Stadium"
"2019",16,"Carlton","Melbourne","MCG"
"2019",16,"North Melbourne","St Kilda","Blundstone Arena"
"2019",16,"GWS Giants","Brisbane Lions","GIANTS Stadium"
"2019",17,"West Coast Eagles","Collingwood","Optus Stadium"
"2019",17,"Sydney Swans","Carlton","SCG"
"2019",17,"Hawthorn","Fremantle","University of Tasmania Stadium"
"2019",17,"Essendon","North Melbourne","Marvel Stadium"
"2019",17,"Gold Coast Suns","Adelaide Crows","Metricon Stadium"
"2019",17,"Geelong Cats","St Kilda","GMHBA Stadium"
"2019",17,"Richmond","GWS Giants","MCG"
"2019",17,"Western Bulldogs","Melbourne","Marvel Stadium"
"2019",17,"Port Adelaide","Brisbane Lions","Adelaide Oval"
"2019",18,"Adelaide Crows","Essendon","Adelaide Oval"
"2019",18,"Richmond","Port Adelaide","MCG"
"2019",18,"Carlton","Gold Coast Suns","Marvel Stadium"
"2019",18,"GWS Giants","Collingwood","GIANTS Stadium"
"2019",18,"Brisbane Lions","North Melbourne","Gabba"
"2019",18,"Fremantle","Sydney Swans","Optus Stadium"
"2019",18,"Geelong Cats","Hawthorn","MCG"
"2019",18,"Melbourne","West Coast Eagles","TIO Traeger Park"
"2019",18,"St Kilda","Western Bulldogs","Marvel Stadium"
"2019",19,"Collingwood","Richmond","MCG"
"2019",19,"Hawthorn","Brisbane Lions","University of Tasmania Stadium"
"2019",19,"Carlton","Adelaide Crows","MCG"
"2019",19,"West Coast Eagles","North Melbourne","Optus Stadium"
"2019",19,"St Kilda","Melbourne","Marvel Stadium"
"2019",19,"Port Adelaide","GWS Giants","Adelaide Oval"
