"Player","TM","GM","Off PAV","Def PAV","Mid PAV","Total PAV","Off mPAV","Def mPAV","Mid mPAV","Total mPAV"
"Rosas, Malcolm","GC","15","3.27","0.52","2.11","5.90","0.104","-0.824","-0.290","-0.337"
"Ross, Jack","RI","15","2.11","1.94","3.37","7.42","-0.255","-0.317","0.189","-0.127"
"Ross, Sebastian","SK","21","3.39","4.02","8.37","15.78","-0.184","-0.031","1.017","0.267"
"Rotham, Josh","WC","13","0.99","2.97","0.50","4.45","-0.616","0.154","-0.805","-0.422"
"Roughead, Jordan","CW","1","0.00","0.20","0.00","0.20","-1.000","0.123","-1.000","-0.626"
"Rowbottom, James","SY","24","4.33","3.93","9.77","18.03","0.038","-0.060","1.341","0.440"
"Rowe, James","AD","17","4.27","0.88","2.15","7.30","0.272","-0.739","-0.361","-0.276"
"Rowell, Matt","GC","22","2.18","3.27","11.20","16.65","-0.498","-0.249","1.576","0.277"
"Rozee, Connor","PA","22","6.60","3.36","8.09","18.05","0.518","-0.227","0.861","0.384"
"Ruscoe, Trey","CW","4","0.24","0.54","0.26","1.03","-0.658","-0.229","-0.629","-0.505"
"Ryan, Liam","WC","17","7.93","0.63","2.10","10.65","1.359","-0.812","-0.376","0.057"
"Ryan, Luke","FR","24","0.77","15.27","2.01","18.05","-0.823","2.512","-0.538","0.384"
"Ryder, Paddy","SK","12","4.34","0.75","3.32","8.41","0.829","-0.683","0.400","0.182"
"Saad, Adam","CA","21","2.01","9.09","3.62","14.72","-0.515","1.191","-0.128","0.182"
"Salem, Christian","ME","13","0.68","3.45","1.77","5.90","-0.713","0.466","-0.250","-0.166"
"Saunders, Jack","HW","1","0.30","0.01","0.05","0.36","0.541","-0.954","-0.762","-0.392"
"Schache, Josh","WB","7","1.44","0.70","0.70","2.83","0.086","-0.473","-0.474","-0.287"
"Schoenberg, Harry","AD","16","2.46","1.62","4.85","8.94","-0.221","-0.486","0.535","-0.058"
"Schultz, Lachie","FR","23","7.56","1.78","3.04","12.37","0.814","-0.574","-0.270","-0.010"
"Scott, Anthony","WB","14","2.46","1.48","2.17","6.10","-0.072","-0.441","-0.181","-0.231"
"Scott, Bailey","NM","21","1.95","5.42","1.72","9.09","-0.531","0.307","-0.585","-0.270"
"Scrimshaw, Jack","HW","20","1.85","6.96","1.61","10.43","-0.531","0.761","-0.592","-0.121"
"Selwood, Joel","GE","21","3.84","3.42","10.19","17.45","0.051","-0.064","1.790","0.592"
"Serong, Caleb","FR","22","3.48","3.08","9.49","16.04","-0.128","-0.227","1.381","0.342"
"Serong, Jai","HW","3","0.36","0.02","0.15","0.53","-0.393","-0.964","-0.754","-0.704"
"Setterfield, Will","CA","13","1.30","2.42","2.64","6.36","-0.494","-0.057","0.028","-0.174"
"Sexton, Alex","GC","4","1.30","0.01","0.31","1.63","0.650","-0.984","-0.606","-0.313"
"Sharman, Cooper","SK","10","1.06","2.28","0.85","4.19","-0.462","0.151","-0.571","-0.294"
"Sharp, Harry","BL","5","0.00","0.39","0.23","0.62","-1.000","-0.549","-0.736","-0.761"
"Sharp, Jeremy","GC","12","1.64","0.60","1.26","3.50","-0.310","-0.746","-0.468","-0.508"
"Sheed, Dom","WC","1","0.16","0.21","0.24","0.61","-0.168","0.043","0.191","0.022"
"Sheldrick, Angus","SY","2","0.14","0.00","0.04","0.18","-0.609","-1.009","-0.871","-0.830"
"Shiel, Dylan","ES","19","4.25","1.62","9.87","15.74","0.131","-0.569","1.629","0.397"
"Shiels, Liam","HW","13","1.77","1.22","1.77","4.76","-0.310","-0.526","-0.311","-0.383"
"Sholl, Lachlan","AD","11","1.63","1.50","1.73","4.85","-0.252","-0.311","-0.206","-0.257"
"Short, Jayden","RI","23","4.47","6.20","8.31","18.98","0.027","0.426","0.912","0.455"
"Shuey, Luke","WC","17","3.75","2.43","6.40","12.58","0.116","-0.277","0.906","0.248"
"Sicily, James","HW","22","1.36","17.43","1.87","20.66","-0.688","3.009","-0.570","0.584"
"Sidebottom, Steele","CW","25","3.87","3.79","5.14","12.80","-0.110","-0.129","0.183","-0.019"
"Silvagni, Jack","CA","21","5.13","1.58","4.83","11.53","0.235","-0.620","0.164","-0.074"
"Simpkin, Jy","NM","21","5.22","2.91","7.74","15.87","0.257","-0.299","0.865","0.274"
"Sinclair, Jack","SK","22","3.42","10.09","5.18","18.68","-0.215","1.320","0.191","0.432"
"Sinn, Josh","PA","1","0.05","0.08","0.08","0.21","-0.744","-0.604","-0.591","-0.646"
"Skinner, Sam","PA","2","0.03","0.51","0.10","0.64","-0.936","0.301","-0.741","-0.459"
"Sloane, Rory","AD","4","0.29","0.92","1.28","2.48","-0.635","0.158","0.618","0.047"
"Smith, Bailey","WB","17","4.89","2.62","8.04","15.55","0.522","-0.185","1.502","0.613"
"Smith, Brodie","AD","21","2.78","7.81","3.72","14.31","-0.330","0.881","-0.102","0.149"
"Smith, Devon","ES","8","1.74","0.07","0.90","2.71","0.100","-0.957","-0.428","-0.428"
"Smith, Isaac","GE","24","5.74","4.91","6.34","16.99","0.375","0.176","0.519","0.357"
"Smith, Joel","ME","7","0.00","1.72","0.24","1.96","-1.000","0.360","-0.810","-0.484"
"Smith, Roarke","WB","10","1.15","0.88","0.97","3.00","-0.392","-0.537","-0.486","-0.472"
"Snelling, Will","ES","8","0.56","0.44","1.32","2.33","-0.644","-0.721","-0.162","-0.509"
"Soldo, Ivan","RI","13","2.81","1.02","2.87","6.70","0.143","-0.586","0.169","-0.091"
"Soligo, Jake","AD","16","2.39","2.04","2.69","7.11","-0.246","-0.355","-0.149","-0.250"
"Sonsie, Tyler","RI","7","1.43","0.94","1.68","4.05","0.077","-0.288","0.271","0.020"
"Spargo, Charlie","ME","24","4.36","1.95","3.46","9.77","0.003","-0.551","-0.205","-0.251"
"Sparrow, Tom","ME","23","2.97","2.80","6.50","12.26","-0.288","-0.328","0.559","-0.019"
"Spicer, Phoenix","NM","5","0.77","0.16","0.21","1.14","-0.224","-0.840","-0.785","-0.616"
"Sproule, Zach","GW","6","0.84","0.05","0.66","1.55","-0.292","-0.957","-0.445","-0.565"
"Stack, Sydney","RI","2","0.14","0.10","0.10","0.34","-0.623","-0.736","-0.748","-0.703"
"Stanley, Rhys","GE","20","4.10","4.29","7.93","16.32","0.178","0.234","1.279","0.564"
"Starcevich, Brandon","BL","24","1.32","6.41","2.17","9.89","-0.685","0.536","-0.481","-0.210"
"Steele, Jack","SK","18","3.85","3.43","8.89","16.16","0.082","-0.037","1.498","0.514"
"Stein, Jake","GW","9","0.54","2.08","0.28","2.90","-0.698","0.172","-0.842","-0.456"
"Stengle, Tyson","GE","25","10.26","1.24","5.96","17.46","1.359","-0.716","0.371","0.338"
"Stephens, Cooper","GE","7","0.39","0.52","1.35","2.27","-0.678","-0.569","0.112","-0.378"
"Stephens, Dylan","SY","15","1.84","2.06","2.44","6.34","-0.296","-0.210","-0.066","-0.191"
"Stephenson, Jaidyn","NM","16","2.68","3.52","2.23","8.43","-0.152","0.114","-0.296","-0.111"
"Stewart, James","ES","6","0.91","0.89","0.42","2.21","-0.234","-0.251","-0.650","-0.378"
"Stewart, Tom","GE","20","1.04","12.16","2.61","15.81","-0.702","2.497","-0.249","0.515"
"Stocker, Liam","CA","6","0.20","1.59","0.53","2.31","-0.835","0.342","-0.555","-0.349"
"Stone, Conor","GW","1","0.11","0.04","0.02","0.16","-0.457","-0.808","-0.916","-0.727"
"Strachan, Kieran","AD","2","0.34","0.26","0.38","0.98","-0.138","-0.348","-0.037","-0.174"
"Stringer, Jake","ES","15","6.37","0.75","4.06","11.19","1.149","-0.745","0.370","0.258"
"Strnadica, Luke","WC","2","0.68","0.17","0.39","1.24","0.727","-0.572","-0.023","0.044"
"Swallow, David","GC","22","4.96","4.13","9.90","18.99","0.140","-0.050","1.278","0.456"
"Sweet, Jordon","WB","6","1.19","0.64","1.59","3.42","0.053","-0.440","0.406","0.006"
"Switkowski, Sam","FR","14","3.80","0.83","3.07","7.71","0.499","-0.673","0.212","0.013"
"Taberner, Matthew","FR","13","4.92","0.62","0.97","6.51","1.090","-0.736","-0.589","-0.079"
"Taranto, Tim","GW","16","4.11","2.61","5.63","12.35","0.299","-0.174","0.780","0.302"
"Tarrant, Robbie","RI","20","0.24","7.39","1.17","8.80","-0.937","0.955","-0.691","-0.224"
"Taylor, Curtis","NM","22","3.89","3.45","2.51","9.86","-0.105","-0.206","-0.422","-0.244"
"Taylor, Lewis","SY","1","0.00","0.00","0.00","0.00","-1.000","-1.000","-1.000","-1.000"
"Taylor, Sam","GW","22","0.99","12.50","1.23","14.72","-0.772","1.876","-0.718","0.129"
"Teakle, Brynn","PA","2","0.18","0.13","0.41","0.72","-0.552","-0.661","0.036","-0.392"
"Thilthorpe, Riley","AD","11","2.75","0.80","1.47","5.02","0.263","-0.632","-0.324","-0.231"
"Thomas, Tarryn","NM","10","1.42","0.83","2.01","4.26","-0.284","-0.578","0.017","-0.282"
"Thompson, Rory","GC","3","-0.05","0.86","0.07","0.88","-1.080","0.450","-0.880","-0.503"
"Tomlinson, Adam","ME","8","-0.13","3.40","0.11","3.38","-1.090","1.346","-0.922","-0.222"
"Treacy, Josh","FR","4","0.62","0.45","0.41","1.48","-0.139","-0.379","-0.441","-0.320"
"Treloar, Adam","WB","22","4.64","3.77","7.16","15.57","0.116","-0.094","0.722","0.248"
"Trew, Zane","WC","2","0.33","0.10","0.26","0.69","-0.168","-0.746","-0.336","-0.417"
"Tsitas, James","GC","1","0.07","-0.01","0.01","0.07","-0.640","-1.047","-0.973","-0.887"
"Tucker, Darcy","FR","14","1.12","1.29","2.07","4.48","-0.559","-0.493","-0.183","-0.411"
"Tunstill, James","BL","3","0.24","0.24","0.33","0.80","-0.545","-0.544","-0.370","-0.486"
"Tuohy, Zach","GE","24","3.20","7.52","4.25","14.97","-0.234","0.802","0.018","0.195"
"Turner, Daniel","ME","1","0.02","0.09","0.11","0.22","-0.880","-0.507","-0.408","-0.598"
"Turner, Kayne","NM","17","1.59","2.13","0.94","4.66","-0.526","-0.366","-0.720","-0.538"
"Ugle-Hagan, Jamarra","WB","17","4.50","0.41","1.47","6.39","0.401","-0.872","-0.541","-0.338"
"Vandermeer, Laitham","WB","10","2.07","0.61","1.47","4.15","0.097","-0.677","-0.224","-0.268"
"Viney, Jack","ME","22","4.21","4.58","10.26","19.05","0.056","0.149","1.574","0.593"
"Vlastuin, Nick","RI","17","1.35","8.52","1.78","11.65","-0.579","1.651","-0.447","0.208"
"Walker, Brandon","FR","21","0.79","4.40","1.97","7.16","-0.792","0.156","-0.483","-0.373"
"Walker, Josh","NM","16","0.35","5.79","0.35","6.49","-0.888","0.831","-0.890","-0.316"
"Walker, Taylor","AD","18","11.55","0.57","2.74","14.86","2.248","-0.839","-0.230","0.393"
"Wallis, Mitch","WB","5","0.97","0.13","0.37","1.47","0.025","-0.863","-0.609","-0.482"
"Walsh, Sam","CA","20","3.38","3.77","8.99","16.15","-0.144","-0.046","1.275","0.362"
"Walters, Michael","FR","21","6.25","1.10","2.83","10.19","0.643","-0.710","-0.255","-0.107"
"Wanganeen, Tex","ES","5","0.26","0.10","0.12","0.47","-0.741","-0.900","-0.883","-0.841"
"Wanganeen-Milera, Nasiah","SK","17","1.76","2.44","2.31","6.51","-0.476","-0.273","-0.313","-0.354"
"Ward, Callan","GW","22","3.44","3.83","5.99","13.27","-0.208","-0.119","0.379","0.017"
"Ward, Josh","HW","14","1.74","1.70","3.36","6.81","-0.370","-0.384","0.216","-0.179"
"Warner, Chad","SY","24","7.89","3.77","9.96","21.62","0.890","-0.097","1.386","0.727"
"Waterman, Alec","ES","8","2.20","0.00","0.45","2.65","0.392","-0.998","-0.717","-0.441"
"Waterman, Jake","WC","20","6.55","1.41","1.14","9.09","0.656","-0.644","-0.712","-0.233"
"Webster, Jimmy","SK","20","0.51","7.16","0.82","8.50","-0.870","0.813","-0.792","-0.283"
"Wehr, Jacob","GW","10","1.50","1.45","1.35","4.31","-0.239","-0.265","-0.315","-0.273"
"Weideman, Sam","ME","10","2.80","0.65","0.90","4.35","0.544","-0.642","-0.501","-0.200"
"Weightman, Cody","WB","21","6.92","1.09","1.99","9.99","0.743","-0.725","-0.500","-0.161"
"Weitering, Jacob","CA","18","0.56","10.25","0.69","11.49","-0.843","1.880","-0.806","0.077"
"Weller, Lachie","GC","11","1.73","5.01","2.41","9.15","-0.204","1.304","0.109","0.403"
"West, Connor","WC","14","2.20","0.77","2.57","5.54","-0.204","-0.722","-0.071","-0.332"
"West, Rhylee","WB","14","3.15","0.67","1.62","5.44","0.192","-0.746","-0.390","-0.314"
"Whitfield, Lachie","GW","18","3.14","4.61","4.30","12.05","-0.117","0.295","0.208","0.129"
"Wicks, Sam","SY","10","1.09","0.37","0.84","2.30","-0.374","-0.787","-0.517","-0.559"
"Wilkie, Callum","SK","22","0.30","11.24","1.08","12.62","-0.931","1.584","-0.750","-0.033"
"Williams, Bailey","WB","22","2.79","3.83","3.35","9.98","-0.328","-0.078","-0.195","-0.200"
"Williams, Bailey","WC","17","5.26","1.24","3.64","10.14","0.566","-0.630","0.083","0.006"
"Williams, Jack","WC","1","-0.06","-0.02","0.08","0.00","-1.291","-1.091","-0.615","-0.999"
"Williams, Zac","CA","9","0.42","4.11","1.19","5.72","-0.766","1.311","-0.329","0.072"
"Williamson, Tom","CA","1","0.00","0.00","0.00","0.00","-1.000","-1.000","-1.000","-1.000"
"Wilmot, Darcy","BL","3","0.30","0.44","0.48","1.22","-0.421","-0.152","-0.084","-0.219"
"Wilson, Nathan","FR","2","0.02","0.81","0.11","0.95","-0.936","1.243","-0.693","-0.128"
"Wilson, Tom","CW","3","0.45","0.09","0.30","0.84","-0.130","-0.827","-0.433","-0.463"
"Winder, Isiah","WC","6","1.05","0.29","0.40","1.74","-0.112","-0.755","-0.666","-0.511"
"Windhager, Marcus","SK","18","2.20","0.89","2.85","5.93","-0.383","-0.749","-0.200","-0.444"
"Wines, Ollie","PA","21","4.92","3.47","10.28","18.68","0.187","-0.163","1.478","0.501"
"Wingard, Chad","HW","10","4.40","0.44","1.72","6.55","1.227","-0.779","-0.132","0.105"
"Witherden, Alex","WC","13","0.49","5.74","0.82","7.05","-0.808","1.236","-0.682","-0.085"
"Witts, Jarrod","GC","22","7.50","2.44","10.59","20.53","0.725","-0.439","1.436","0.574"
"Wood, Mason","SK","19","4.64","3.00","3.43","11.07","0.236","-0.201","-0.088","-0.017"
"Worpel, James","HW","11","1.47","1.17","2.98","5.62","-0.325","-0.462","0.371","-0.139"
"Worrell, Josh","AD","4","0.26","1.69","0.48","2.43","-0.668","1.136","-0.394","0.025"
"Wright, Peter","ES","22","13.31","2.95","2.47","18.73","2.062","-0.321","-0.432","0.436"
"Xerri, Tristan","NM","12","3.61","0.64","2.52","6.77","0.523","-0.730","0.063","-0.048"
"Yeo, Elliot","WC","5","0.00","1.81","0.23","2.04","-1.000","0.830","-0.766","-0.312"
"Young, Hayden","FR","22","1.54","8.91","3.27","13.72","-0.614","1.237","-0.181","0.147"
"Young, Lachie","NM","20","1.53","7.49","1.64","10.66","-0.612","0.895","-0.586","-0.101"
"Young, Lewis","CA","19","0.53","13.06","0.68","14.27","-0.860","2.479","-0.819","0.267"
"Zerk-Thatcher, Brandon","ES","12","0.15","4.92","0.43","5.50","-0.935","1.073","-0.818","-0.227"
"Ziebell, Jack","NM","19","5.39","1.95","1.64","8.98","0.437","-0.481","-0.563","-0.202"
"Zorko, Dayne","BL","22","3.71","3.88","6.17","13.76","-0.030","0.014","0.613","0.199"
"Zurhaar, Cameron","NM","19","9.43","0.67","2.38","12.48","1.512","-0.823","-0.367","0.108"
