"Player","TM","GM","Off PAV","Def PAV","Mid PAV","Total PAV","Off mPAV","Def mPAV","Mid mPAV","Total mPAV"
"Oliver, Clayton","ME","16","5.03","5.64","17.25","27.92","0.156","0.297","2.968","1.140"
"Petracca, Christian","ME","16","9.86","2.33","13.43","25.62","1.267","-0.463","2.088","0.964"
"Miller, Touk","GC","16","5.67","4.23","15.41","25.31","0.305","-0.027","2.544","0.941"
"Macrae, Jack","WB","16","5.11","4.49","14.51","24.11","0.176","0.032","2.337","0.848"
"Bontempelli, Marcus","WB","15","9.00","3.19","11.79","23.98","1.208","-0.217","1.892","0.961"
"Cripps, Patrick","CA","15","7.31","1.68","13.49","22.48","0.793","-0.588","2.309","0.838"
"Mills, Callum","SY","16","5.36","6.66","10.16","22.18","0.233","0.532","1.336","0.701"
"Brayshaw, Andrew","FR","16","5.71","5.62","10.81","22.14","0.312","0.292","1.487","0.697"
"Neale, Lachie","BL","16","5.88","3.41","12.77","22.06","0.351","-0.217","1.938","0.691"
"Liberatore, Tom","WB","16","5.24","3.56","13.15","21.95","0.205","-0.180","2.024","0.683"
"Parker, Luke","SY","16","6.48","3.54","11.86","21.88","0.490","-0.185","1.728","0.677"
"Lyons, Jarryd","BL","16","6.26","3.10","12.47","21.82","0.439","-0.288","1.868","0.673"
"Crisp, Jack","CW","16","5.55","5.04","11.08","21.67","0.277","0.160","1.547","0.661"
"Gawn, Max","ME","14","7.43","3.40","10.85","21.67","0.952","-0.107","1.853","0.899"
"Bolton, Shai","RI","16","11.52","1.17","8.83","21.51","1.649","-0.731","1.030","0.649"
"Blicavs, Mark","GE","16","5.19","6.21","9.83","21.23","0.193","0.429","1.261","0.628"
"Sicily, James","HW","16","1.37","18.14","1.66","21.18","-0.685","3.173","-0.618","0.623"
"Anderson, Noah","GC","15","5.22","4.32","11.57","21.11","0.282","0.059","1.839","0.727"
"Witts, Jarrod","GC","16","6.96","2.66","11.13","20.75","0.601","-0.388","1.559","0.591"
"Boak, Travis","PA","15","5.09","3.26","12.21","20.56","0.248","-0.199","1.996","0.682"
"Warner, Chad","SY","15","7.28","3.33","9.69","20.30","0.785","-0.182","1.378","0.660"
"Curnow, Charlie","CA","16","15.24","1.40","3.15","19.79","2.506","-0.678","-0.276","0.517"
"Dawson, Jordan","AD","16","4.98","11.08","3.73","19.79","0.146","1.548","-0.143","0.517"
"May, Steven","ME","14","0.35","18.15","1.05","19.56","-0.907","3.772","-0.724","0.714"
"Keays, Ben","AD","16","5.38","3.46","10.66","19.50","0.238","-0.204","1.451","0.495"
"Short, Jayden","RI","16","4.54","6.68","8.26","19.48","0.045","0.535","0.900","0.494"
"Gresham, Jade","SK","16","8.51","1.33","9.51","19.35","0.958","-0.694","1.186","0.483"
"Viney, Jack","ME","14","4.41","4.67","10.14","19.22","0.160","0.229","1.664","0.684"
"Sinclair, Jack","SK","16","3.42","10.27","5.41","19.10","-0.213","1.361","0.244","0.464"
"Brodie, Will","FR","16","4.33","3.24","11.50","19.08","-0.003","-0.255","1.645","0.462"
"Cameron, Jeremy","GE","16","13.44","1.57","4.07","19.08","2.092","-0.639","-0.064","0.463"
"Kelly, Josh","GW","16","6.10","4.06","8.89","19.06","0.404","-0.066","1.045","0.461"
"Heeney, Isaac","SY","16","10.79","2.06","6.19","19.05","1.483","-0.526","0.424","0.460"
"McInerney, Oscar","BL","15","7.82","2.30","8.87","19.00","0.918","-0.435","1.177","0.553"
"Goldstein, Todd","NM","16","9.60","3.72","5.52","18.84","1.209","-0.146","0.270","0.444"
"Swallow, David","GC","16","5.19","3.64","9.76","18.59","0.194","-0.162","1.244","0.425"
"Nankervis, Toby","RI","16","5.32","3.99","9.17","18.47","0.223","-0.082","1.109","0.416"
"Wright, Peter","ES","16","13.49","2.64","2.32","18.45","2.102","-0.392","-0.467","0.414"
"Green, Tom","GW","16","5.39","3.32","9.68","18.39","0.239","-0.235","1.227","0.410"
"Dale, Bailey","WB","16","2.88","11.54","3.90","18.33","-0.338","1.655","-0.102","0.405"
"Wines, Ollie","PA","15","4.77","3.48","10.00","18.24","0.169","-0.146","1.452","0.492"
"Moore, Dylan","HW","16","11.11","2.09","4.94","18.14","1.555","-0.520","0.137","0.391"
"Guthrie, Cameron","GE","16","3.84","3.31","10.98","18.13","-0.116","-0.239","1.525","0.390"
"Dunkley, Josh","WB","16","6.13","3.25","8.70","18.08","0.410","-0.252","1.000","0.386"
"Hawkins, Tom","GE","16","13.78","0.53","3.61","17.92","2.169","-0.878","-0.170","0.374"
"Darcy, Sean","FR","13","7.48","1.53","8.89","17.90","1.119","-0.568","1.516","0.689"
"Rowell, Matt","GC","16","2.53","3.35","11.99","17.88","-0.418","-0.229","1.758","0.370"
"Draper, Sam","ES","16","6.41","3.06","8.32","17.79","0.474","-0.296","0.913","0.364"
"Selwood, Joel","GE","13","3.31","3.56","10.84","17.71","-0.062","0.007","2.069","0.671"
"Hewett, George","CA","14","3.92","2.11","11.65","17.68","0.029","-0.444","2.061","0.549"
"Crouch, Brad","SK","16","4.41","2.66","10.46","17.52","0.014","-0.389","1.406","0.344"
"Newcombe, Jai","HW","16","5.19","4.34","7.93","17.46","0.194","-0.002","0.824","0.339"
"McCluggage, Hugh","BL","15","5.98","3.06","8.38","17.42","0.467","-0.248","1.056","0.425"
"Marshall, Rowan","SK","15","7.23","2.84","7.26","17.33","0.774","-0.303","0.781","0.417"
"Burton, Ryan","PA","16","2.47","12.01","2.82","17.31","-0.431","1.762","-0.351","0.327"
"Rozee, Connor","PA","16","6.59","3.21","7.46","17.26","0.515","-0.262","0.716","0.323"
"Docherty, Sam","CA","16","2.49","10.38","4.34","17.21","-0.428","1.388","-0.002","0.319"
"Houston, Dan","PA","16","3.49","9.02","4.63","17.14","-0.198","1.074","0.066","0.314"
"Lobb, Rory","FR","15","11.23","3.06","2.84","17.13","1.755","-0.250","-0.302","0.401"
"Rich, Daniel","BL","15","2.45","10.44","4.11","17.01","-0.398","1.562","0.010","0.391"
"Blakey, Nick","SY","15","2.30","11.83","2.86","16.98","-0.436","1.901","-0.298","0.389"
"Bailey, Zac","BL","15","8.50","2.64","5.82","16.97","1.086","-0.352","0.429","0.388"
"OBrien, Reilly","AD","14","6.84","2.54","7.58","16.96","0.797","-0.332","0.991","0.486"
"Walsh, Sam","CA","15","4.18","3.50","9.22","16.90","0.026","-0.142","1.262","0.382"
"Coniglio, Stephen","GW","16","6.87","1.93","8.09","16.88","0.579","-0.557","0.860","0.294"
"Kennedy, Matthew","CA","14","4.71","2.51","9.64","16.87","0.239","-0.339","1.535","0.478"
"Treloar, Adam","WB","16","5.43","3.20","8.19","16.82","0.250","-0.264","0.883","0.290"
"OMeara, Jaeger","HW","15","5.39","2.41","8.87","16.68","0.323","-0.409","1.177","0.364"
"Merrett, Zach","ES","13","5.12","3.77","7.78","16.67","0.449","0.066","1.203","0.573"
"Mitchell, Tom","HW","15","4.35","3.70","8.60","16.65","0.066","-0.092","1.110","0.361"
"Naughton, Aaron","WB","16","13.13","0.74","2.76","16.63","2.021","-0.829","-0.366","0.275"
"Stanley, Rhys","GE","13","4.39","4.11","8.11","16.62","0.243","0.164","1.297","0.568"
"Amon, Karl","PA","16","4.74","5.13","6.73","16.60","0.090","0.181","0.547","0.273"
"Stewart, Tom","GE","13","1.10","12.81","2.66","16.57","-0.688","2.625","-0.247","0.563"
"Adams, Taylor","CW","15","4.06","1.95","10.55","16.56","-0.005","-0.521","1.589","0.354"
"de Goey, Jordan","CW","13","5.25","3.28","7.99","16.51","0.487","-0.073","1.261","0.558"
"Stengle, Tyson","GE","16","9.81","1.21","5.48","16.50","1.257","-0.722","0.260","0.265"
"Duncan, Mitch","GE","15","3.91","6.96","5.47","16.34","-0.042","0.707","0.343","0.336"
"Smith, Isaac","GE","16","4.78","5.15","6.37","16.30","0.100","0.185","0.465","0.250"
"Himmelberg, Harry","GW","16","6.55","7.27","2.31","16.13","0.506","0.671","-0.469","0.236"
"Ryan, Luke","FR","16","0.58","13.94","1.57","16.09","-0.867","2.207","-0.640","0.233"
"Ross, Sebastian","SK","16","3.50","4.21","8.36","16.07","-0.196","-0.031","0.923","0.232"
"Gulden, Errol","SY","16","6.34","2.72","6.95","16.01","0.458","-0.374","0.598","0.227"
"Rowbottom, James","SY","15","3.24","3.45","9.27","15.96","-0.206","-0.154","1.275","0.305"
"Laird, Rory","AD","14","3.13","2.75","9.92","15.80","-0.178","-0.277","1.608","0.385"
"Shiel, Dylan","ES","15","4.35","1.54","9.89","15.78","0.068","-0.622","1.426","0.290"
"Howard, Dougal","SK","14","0.57","13.90","1.27","15.73","-0.850","2.653","-0.667","0.379"
"Lipinski, Patrick","CW","16","4.55","3.59","7.49","15.64","0.047","-0.173","0.722","0.199"
"King, Max","SK","16","13.95","0.42","1.26","15.63","2.208","-0.903","-0.709","0.199"
